# Wordlist

# DATA
ID	DOCULECT	LANGUAGE_CORE	SUBGROUP	CONCEPT	COGID	TOKENS	FORM	ALIGNMENT	STRUCTURE
196	EseEjja		Tacana	sleep	889	k a w i	kawi-	k a w i - - -	C V C V
699	HuarayoEseEjja		Tacana	sleep	889	k a w i	kawi-kwe	k a w i - - -	C V C V
8706	Tacana		Tacana	sleep	889	t a w i	tahui	t a w i - - -	C V C V
3594	Capanahua		Pano	sleep	44	ʔ o ʂ a ʔ i	hoxahi	ʔ o ʂ a ʔ i	C V C V C V
1546	Catuquina		Pano	sleep	44	o ʂ a	oša-	o ʂ a - - -	V C V
9613	Chacobo		Pano	sleep	44	o ʂ a	oxahaina	o ʂ a - - -	V C V
6806	Isconahua		Pano	sleep	44	o h a	oha	o h a - - -	V C V
10205	Kaxarari		Pano	sleep	44	u ʃ a	uʃa	u ʃ a - - -	V C V
4796	Moseten		Mosetén	sleep	44	k o ʃ i	ko'ši	k o ʃ i - -	C V C V
5822	Sharanahua		Pano	sleep	44	u ʃ a i	oshai	u ʃ a i - -	V C V V
2049	ShipiboConibo		Pano	sleep	44	o ʂ a t i	oṣ̌a-ti	o ʂ a t i -	V C V C V
8932	Tsimane		Mosetén	sleep	44	kʰ o ʃ i	ĉóshi	kʰ o ʃ i - -	C V C V
2608	Yaminahua		Pano	sleep	44	o ʂ a k i	oṣ̌a-kĩ	o ʂ a k i -	V C V C V
#
6414	Kakataibo		Pano	small	685	ʂ ɯ	xu	ʂ ɯ - - - -	C V
10178	Kaxarari		Pano	small	59	p i s t ɛ	pisˈtɛ	p i s t ɛ -	C V C C V
5350	Matses		Pano	small	59	p i s ts ɨ k	pistsëc	p i s ts ɨ k	C V C C V C
2812	Yaminahua		Pano	small	59	p i ʃ t a	pišta	p i ʃ t a -	C V C C V
#
3340	Amahuaca		Pano	smell (perceive)	68	ʂ ɨ t ɨ	xútuuhí	ʂ ɨ t ɨ - -	C V C V
4013	Capanahua		Pano	smell (perceive)	68	ʂ ɨ t ɨ	xetequin	ʂ ɨ t ɨ - -	C V C V
8786	Catuquina		Pano	smell (perceive)	68	ʂ ɨ t ɨ	šɨtɨ-	ʂ ɨ t ɨ - -	C V C V
7841	Chacobo		Pano	smell (perceive)	68	ʂ ɨ h ɨ	xëjëhacaina	ʂ ɨ h ɨ - -	C V C V
6809	Isconahua		Pano	smell (perceive)	68	h ɨ t ɨ	hete	h ɨ t ɨ - -	C V C V
6415	Kakataibo		Pano	smell (perceive)	68	ʂ ɨ t i	xëti	ʂ ɨ t i - -	C V C V
5351	Matses		Pano	smell (perceive)	68	ʂ ɨ t ɨ	ʂëd	ʂ ɨ t ɨ - -	C V C V
9069	Tsimane		Mosetén	smell (perceive)	68	h ɨ ʔ s	ju’saqui	h ɨ ʔ s - -	C V C C
#
5353	Matses		Pano	smell (stink)	79	p i s a d	pisad	p i s a d -	C V C V C
5828	Sharanahua		Pano	smell (stink)	79	p i s i	pisi	p i s i - -	C V C V
2325	ShipiboConibo		Pano	smell (stink)	79	p i ʂ i t i	pɨṣ̌ɨti	p i ʂ i t i	C V C V C V
1312	Cashibo		Pano	smell (stink)	68	ʂ ɨ t i	ṣ̌ɨ-ti	ʂ ɨ t i - -	C V C V
2324	ShipiboConibo		Pano	smell (stink)	68	ʂ ɨ t ɨ t i	ṣ̌ɨtɨti	ʂ ɨ t ɨ t i	C V C V C V
2863	Yaminahua		Pano	smell (stink)	68	ʂ ɨ t ɨ k i	ṣ̌ɨtɨ-kĩ	ʂ ɨ t ɨ k i	C V C V C V
#
3088	Amahuaca		Pano	smoke (exhaust)	680	k o ʔ i n	cóhin	k o ʔ i n -	C V C V C
3553	Capanahua		Pano	smoke (exhaust)	680	k o ʔ i n	cohin	k o ʔ i n -	C V C V C
981	Cashibo		Pano	smoke (exhaust)	680	k o i ∼	ko'ĩ	k o i ∼ - -	C V V C
1418	Catuquina		Pano	smoke (exhaust)	680	k o ʔ i ∼	koʔĩ	k o ʔ i ∼ -	C V C V C
9449	Chacobo		Pano	smoke (exhaust)	680	k o ʔ i n i	cohini	k o ʔ i n i	C V C V C V
6810	Isconahua		Pano	smoke (exhaust)	680	k o i n	koin	k o i n - -	C V V C
10179	Kaxarari		Pano	smoke (exhaust)	680	k o i	kwaˈi	k o i - - -	C V V
5829	Sharanahua		Pano	smoke (exhaust)	680	k u i n	coin	k u i n - -	C V V C
4808	Moseten		Mosetén	smoke (exhaust)	5366	h i ʔ i s a	hiʔi'sa	h i ʔ i s a	C V C V C V
9038	Tsimane		Mosetén	smoke (exhaust)	5366	h i ʔ s a	jí’sa	h i ʔ s a -	C V C C V
9977	Araona		Tacana	smoke (exhaust)	86	h o d o	jódo	h o d o	C V C V
#
7833	Chacobo		Pano	smoke (inhale)	574	r o m ɨ	romëhacaina	r o m ɨ	C V C V
#
6813	Isconahua		Pano	smooth	3949	p a ɾ a	pará	p a ɾ a - - - - - - -	C V C V
#
10108	Araona		Tacana	snail	106	ɽ e m o	zemo	ɽ e m o	C V C V
114	EseEjja		Tacana	snail	106	ʃ e m o	šemo	ʃ e m o	C V C V
641	HuarayoEseEjja		Tacana	snail	106	ʃ e m o	šemo	ʃ e m o	C V C V
8413	Tacana		Tacana	snail	106	ɽ e m u	d’emu	ɽ e m u	C V C V
1041	Cashibo		Pano	snail	107	n o tʃ o	nočo	n o tʃ o - -	C V C V
6815	Isconahua		Pano	snail	107	n o ts o	notso	n o ts o - -	C V C V
6420	Kakataibo		Pano	snail	107	n ɯ tʃ ɯ ɲ ɯ	nuchuñu	n ɯ tʃ ɯ ɲ ɯ	C V C V C V
5831	Sharanahua		Pano	snail	107	n u tʃ u	nocho	n u tʃ u - -	C V C V
2533	Yaminahua		Pano	snail	107	n o tʃ o	nočo	n o tʃ o - -	C V C V
1042	Cashibo		Pano	snail	4365	n o β o	noβo	n o β o -	C V C V
1479	Catuquina		Pano	snail	4365	n o β o	noβo	n o β o -	C V C V
2534	Yaminahua		Pano	snail	4365	n o p o ʂ	nopoṣ̌	n o p o ʂ	C V C V C
6814	Isconahua		Pano	snail	4356	β o t o n	boton	β o t o n -	C V C V C
8412	Tacana		Tacana	snail	4356	b u t u ɾ u	buturu	b u t u ɾ u	C V C V C V
2535	Yaminahua		Pano	snail	4356	β o t o	βõto	β o t o - -	C V C V
#
9798	Araona		Tacana	snake	4330	b a kʷ a	bacua	b a kʷ a	C V C V
8000	Cavinena		Tacana	snake	4330	b a kʷ a	bakwa	b a kʷ a	C V C V
111	EseEjja		Tacana	snake	4330	ɓ a kʷ a	-ɓakʷa-	ɓ a kʷ a	C V C V
3074	Amahuaca		Pano	snake	112	r o n o	ronó	r o n o	C V C V
1038	Cashibo		Pano	snake	112	r o n o	rono	r o n o	C V C V
1477	Catuquina		Pano	snake	112	r o n o	rono	r o n o	C V C V
9676	Chacobo		Pano	snake	112	r o n o	rono	r o n o	C V C V
6422	Kakataibo		Pano	snake	112	ɾ ɯ n ɯ	runu	ɾ ɯ n ɯ	C V C V
5832	Sharanahua		Pano	snake	112	r u n u	rono	r u n u	C V C V
1957	ShipiboConibo		Pano	snake	112	r o n o	rono	r o n o	C V C V
2530	Yaminahua		Pano	snake	112	r o n o	rono	r o n o	C V C V
5356	Matses		Pano	snake	5859	n i s i	nisi	n i s i	C V C V
#
3428	Amahuaca		Pano	snore	124	n ɨ a n	núanhí	n ɨ a n - - - - -	C V V C
3732	Capanahua		Pano	snore	124	n ɨ a n ʔ i ʔ k i	neanhihqui	n ɨ a n ʔ i ʔ k i	C V V C C V C C V
1547	Catuquina		Pano	snore	124	n ɨ a	nɨ̃a-	n ɨ a - - - - - -	C V V
#
3405	Amahuaca		Pano	soft	137	β a tʃ o	vachó	β a tʃ o	C V C V
1328	Cashibo		Pano	soft	137	β a tʃ u	βaču	β a tʃ u	C V C V
1788	Catuquina		Pano	soft	137	w a tʃ o	waṣ̌o	w a tʃ o	C V C V
6819	Isconahua		Pano	soft	137	w a tʃ o	wacho	w a tʃ o	C V C V
6424	Kakataibo		Pano	soft	137	β a tʃ ɯ	bachu	β a tʃ ɯ	C V C V
5360	Matses		Pano	soft	137	p a tʃ i	pachi	p a tʃ i	C V C V
5836	Sharanahua		Pano	soft	137	p a tʃ i	pachi	p a tʃ i	C V C V
2354	ShipiboConibo		Pano	soft	137	w a tʃ o	wačo	w a tʃ o	C V C V
2883	Yaminahua		Pano	soft	137	p a tʃ i	pači	p a tʃ i	C V C V
#
3197	Amahuaca		Pano	some	3651	t ɨ ʂ ɨ	túxu	t ɨ ʂ ɨ	C V C V
#
1802	Catuquina		Pano	soul	671	j o ʃ i ∼	yočĩ	j o ʃ i ∼ -	C V C V C
2371	ShipiboConibo		Pano	soul	671	j o ʃ i ∼	yošĩ	j o ʃ i ∼ -	C V C V C
2896	Yaminahua		Pano	soul	671	j o ʃ i ∼	yõšĩ	j o ʃ i ∼ -	C V C V C
#
3414	Amahuaca		Pano	sour	155	k a tʃ a	cachá	k a tʃ a	C V C V
1316	Cashibo		Pano	sour	155	k a tʃ a	kača	k a tʃ a	C V C V
1773	Catuquina		Pano	sour	155	k a tʃ a	kaṣ̌a	k a tʃ a	C V C V
6821	Isconahua		Pano	sour	155	k a tʃ a	kacha	k a tʃ a	C V C V
6426	Kakataibo		Pano	sour	155	k a tʃ a	kacha	k a tʃ a	C V C V
5994	Sharanahua		Pano	sour	155	k a ts a	catsa	k a ts a	C V C V
2867	Yaminahua		Pano	sour	155	k a tʃ a	kača	k a tʃ a	C V C V
#
1367	Cashibo		Pano	speak	169	β a n a t i	βana-ti	β a n a t i	C V C V C V
1831	Catuquina		Pano	speak	169	β a n a	βana-	β a n a - -	C V C V
6427	Kakataibo		Pano	speak	169	β a n a t i	banati	β a n a t i	C V C V C V
10014	Araona		Tacana	speak	167	m i m i	mimi	m i m i	C V C V
532	EseEjja		Tacana	speak	167	m i m i	mimi-	m i m i	C V C V
942	HuarayoEseEjja		Tacana	speak	167	m i m i	mimi-kwe	m i m i	C V C V
8629	Tacana		Tacana	speak	167	m i m i	mimi	m i m i	C V C V
3349	Amahuaca		Pano	speak	677	j o ʔ i	yóhiquín	j o ʔ i	C V C V
#
3908	Capanahua		Pano	spider	184	ʃ i n a ʂ o	shinaxo	ʃ i n a ʂ o - - -	C V C V C V
6824	Isconahua		Pano	spider	184	ʃ i n a h a k a	shina haka	ʃ i n a h a k a -	C V C V C V C V
6428	Kakataibo		Pano	spider	184	tʃ i n ɤ ʂ k ɯ ɾ ɯ	chinox kuru	tʃ i n ɤ ʂ k ɯ ɾ ɯ	C V C V C C V C V
5974	Sharanahua		Pano	spider	184	ʃ i n a n i β u	shinanifo	ʃ i n a n i β u -	C V C V C V C V
2524	Yaminahua		Pano	spider	184	ʃ i n a ∼ tʃ o k o	šinãčoko	ʃ i n a ∼ tʃ o k o	C V C V C C V C V
#
4063	Capanahua		Pano	spin	212	t o r o ʂ a ʔ	toroxahquin	t o r o ʂ a ʔ	C V C V C V C
5840	Sharanahua		Pano	spin	212	t u r u a k i	toroaqui	t u r u a k i	C V C V V C V
2673	Yaminahua		Pano	spin	212	t o r o a k i	toro aki	t o r o a k i	C V C V V C V
#
192	EseEjja		Tacana	spit	216	kʷ i tʃ o h e a	kʷičo-hea-	kʷ i tʃ o h e a	C V C V C V V
695	HuarayoEseEjja		Tacana	spit	216	kʷ i tʃ o h e a	kwičo-hea-kwe	kʷ i tʃ o h e a	C V C V C V V
8676	Tacana		Tacana	spit	216	k i t u	quitua	k i t u - - -	C V C V
#
2158	ShipiboConibo		Pano	split	4419	k a ʂ k ɨ t i	kaṣ̌kɨ-ti	k a ʂ k ɨ t i	C V C C V C V
2717	Yaminahua		Pano	split	4419	k a ʂ k ɨ k i	kaškɨ-kĩ	k a ʂ k ɨ k i	C V C C V C V
#
2964	Amahuaca		Pano	spread out	236	p ɨ t a k i n	putááquin	p ɨ t a k i n	C V C V C V C
#
3748	Capanahua		Pano	spring or well	2347	n o a	noa	n o a	C V V
#
1649	Catuquina		Pano	squeeze	263	tʃ i n i ∼	ṣ̌inĩ-	tʃ i n i ∼ - -	C V C V C
6436	Kakataibo		Pano	squeeze	263	tʃ i n i n t i	chininti	tʃ i n i n t i	C V C V C C V
6983	Matses		Pano	squeeze	263	tʃ i n i	chin	tʃ i n i - - -	C V C V
5843	Sharanahua		Pano	squeeze	263	ts i n i	tsini	ts i n i - - -	C V C V
3826	Capanahua		Pano	squeeze	5646	β i ʃ t a ʂ	bishtaxquin	β i ʃ t a ʂ -	C V C C V C
1210	Cashibo		Pano	squeeze	5646	β i t a ʂ t i	βi'taṣ̌-ti	β i t a ʂ t i	C V C V C C V
#
10025	Araona		Tacana	stand	271	n e t i	neti	n e t i - -	C V C V
8240	Cavinena		Tacana	stand	271	n e t i	neti	n e t i - -	C V C V
375	EseEjja		Tacana	stand	271	n e k i	neki-	n e k i - -	C V C V
10206	Kaxarari		Pano	stand	271	n i tʃ i h i	nitʃiˈhi	n i tʃ i h i	C V C V C V
2248	ShipiboConibo		Pano	stand	271	n i t i	niti	n i t i - -	C V C V
8641	Tacana		Tacana	stand	271	n e t i	neti	n e t i - -	C V C V
1710	Catuquina		Pano	stand	769	n i	ni-	n i - - - - - -	C V
#
965	Cashibo		Pano	star	279	ʔ i s p a	ʔispa	ʔ i s p a	C V C C V
6438	Kakataibo		Pano	star	279	ʔ i s p a	'ispa	ʔ i s p a	C V C C V
5370	Matses		Pano	star	279	w i s p a	uispa	w i s p a	C V C C V
3286	Amahuaca		Pano	star	1469	β i ʃ i	vishí	β i ʃ i	C V C V
3618	Capanahua		Pano	star	1469	w i ʃ i	huishi	w i ʃ i	C V C V
1404	Catuquina		Pano	star	1469	h i ʃ i	hiči	h i ʃ i	C V C V
5844	Sharanahua		Pano	star	1469	β i ʃ i	fishi	β i ʃ i	C V C V
2455	Yaminahua		Pano	star	1469	β i ʃ i	βiši	β i ʃ i	C V C V
5845	Sharanahua		Pano	star	4038	i ʃ t ɨ	ishtu	i ʃ t ɨ - - - -	V C C V
1869	ShipiboConibo		Pano	star	4038	w i ʃ t i	wištĩ	w i ʃ t i - - -	C V C C V
2454	Yaminahua		Pano	star	4038	i ʃ t i β ɨ r o	išti βɨro	i ʃ t i β ɨ r o	V C C V C V C V
#
10100	Araona		Tacana	steal	291	ts i h i	tsiji	ts i h i - -	C V C V
4849	Moseten		Mosetén	steal	291	ʃ i ʔ ai	ši'ʔai	ʃ i ʔ ai - -	C V C V
8731	Tacana		Tacana	steal	291	ts i	tsi	ts i - - - -	C V
9201	Tsimane		Mosetén	steal	291	ʃ i ʔ a i h	shi’aij	ʃ i ʔ a i h	C V C V V C
#
3810	Capanahua		Pano	stinking	79	p i s i	pisi	p i s i - -	C V C V
1770	Catuquina		Pano	stinking	79	p i s i	pisi-	p i s i - -	C V C V
2864	Yaminahua		Pano	stinking	79	p i s i k i	pisi-kĩ	p i s i k i	C V C V C V
#
690	HuarayoEseEjja		Tacana	stomach	5231	s e e	e-see	s e e	C V V
3814	Capanahua		Pano	stomach	304	p o k o	poco	p o k o -	C V C V
1096	Cashibo		Pano	stomach	304	p o k o	poko	p o k o -	C V C V
6440	Kakataibo		Pano	stomach	304	p ɯ k ɯ	puku	p ɯ k ɯ -	C V C V
2036	ShipiboConibo		Pano	stomach	304	p o k o	poko	p o k o -	C V C V
9240	Tsimane		Mosetén	stomach	304	ʋ o ʔ k o	vo’co	ʋ o ʔ k o	C V C C V
3815	Capanahua		Pano	stomach	306	h a t o	jató	h a t o	C V C V
1536	Catuquina		Pano	stomach	306	h a t o	hato	h a t o	C V C V
6835	Isconahua		Pano	stomach	306	a t o	ató	a t o -	V C V
5976	Sharanahua		Pano	stomach	384	ʃ a k i	shaqui	ʃ a k i - -	C V C V
2596	Yaminahua		Pano	stomach	384	ʂ a k i	ṣ̌aki	ʂ a k i - -	C V C V
#
5850	Sharanahua		Pano	straight	650	m ɨ ts a	mutsa	m ɨ ts a	C V C V
#
7803	Chacobo		Pano	suckle (breastfeed, nurse)	165	tʃ o tʃ o	chochohacaina	tʃ o tʃ o -	C V C V
7732	Tacana		Tacana	suckle (breastfeed, nurse)	165	tʃ u tʃ u	chuchu	tʃ u tʃ u -	C V C V
#
3467	Capanahua		Pano	summer	4340	β a r i t i a n	baritian	β a r i t i a n	C V C V C V V C
5853	Sharanahua		Pano	summer	4340	β a r i t i a n	faritian	β a r i t i a n	C V C V C V V C
#
10109	Araona		Tacana	sun	374	ɽ e t i	zeti	ɽ e t i -	C V C V
8079	Cavinena		Tacana	sun	374	i h e t i	ijeti	i h e t i	V C V C V
13	EseEjja		Tacana	sun	374	i ʃ e k i	išeki	i ʃ e k i	V C V C V
567	HuarayoEseEjja		Tacana	sun	374	ʃ e t i	e-šeti	ʃ e t i -	C V C V
8583	Tacana		Tacana	sun	374	i ɽ e t i	id’eti	i ɽ e t i	V C V C V
3239	Amahuaca		Pano	sun	4337	β a r i	vári	β a r i - -	C V C V
3466	Capanahua		Pano	sun	4337	β a r i	bari	β a r i - -	C V C V
963	Cashibo		Pano	sun	4337	β a r i	βari	β a r i - -	C V C V
1402	Catuquina		Pano	sun	4337	β a r i	βari	β a r i - -	C V C V
6838	Isconahua		Pano	sun	4337	β a ɾ i	bari	β a ɾ i - -	C V C V
6447	Kakataibo		Pano	sun	4337	β a ɾ i	bari	β a ɾ i - -	C V C V
1867	ShipiboConibo		Pano	sun	4337	β a r i	βari	β a r i - -	C V C V
7533	Chipaya		Uru-Chipaya	sun	377	tʰ u ɲ i	thuñi	tʰ u ɲ i	C V C V
4866	Moseten		Mosetén	sun	377	ts ɨ ɲ	'c̷œɲ	ts ɨ ɲ -	C V C
9264	Tsimane		Mosetén	sun	377	ts ɨ n	tsun	ts ɨ n -	C V C
2452	Yaminahua		Pano	sun	377	ʂ i n i	ṣ̌ini	ʂ i n i	C V C V
#
4003	Capanahua		Pano	swallow	2768	ʂ ɨ ʔ a	xehaquin	ʂ ɨ ʔ a -	C V C V
1582	Catuquina		Pano	swallow	2768	ʂ ɨ a	šɨa-	ʂ ɨ a - -	C V V
6839	Isconahua		Pano	swallow	2768	h ɨ a	hea	h ɨ a - -	C V V
5855	Sharanahua		Pano	swallow	2768	ʃ ɨ a i	shuai	ʃ ɨ a i -	C V V V
2646	Yaminahua		Pano	swallow	2768	ʂ ɨ a k i	ṣ̌ɨa-kĩ	ʂ ɨ a k i	C V V C V
#
3071	Amahuaca		Pano	sweet	4281	β a t a	vatá	β a t a	C V C V
1314	Cashibo		Pano	sweet	4281	β a t a	βata	β a t a	C V C V
1771	Catuquina		Pano	sweet	4281	β a t a	βata-	β a t a	C V C V
6448	Kakataibo		Pano	sweet	4281	β a t a	bata	β a t a	C V C V
10183	Kaxarari		Pano	sweet	4281	β a t a	βwaˈta	β a t a	C V C V
5379	Matses		Pano	sweet	4281	b a t a	bata	b a t a	C V C V
7057	Sharanahua		Pano	sweet	4281	β a t a	fata	β a t a	C V C V
2329	ShipiboConibo		Pano	sweet	4281	β a t a	βata	β a t a	C V C V
2865	Yaminahua		Pano	sweet	4281	β a t a	βata	β a t a	C V C V
#
2983	Amahuaca		Pano	sweet potato, yam	403	k a r i	cári	k a r i -	C V C V
3525	Capanahua		Pano	sweet potato, yam	403	k a r i	cari	k a r i -	C V C V
1193	Cashibo		Pano	sweet potato, yam	403	k a r i	kari	k a r i -	C V C V
1629	Catuquina		Pano	sweet potato, yam	403	k a r i	kari	k a r i -	C V C V
6449	Kakataibo		Pano	sweet potato, yam	403	k a ɾ i	kari	k a ɾ i -	C V C V
10225	Kaxarari		Pano	sweet potato, yam	403	k a tʃ i	katʃi	k a tʃ i -	C V C V
5380	Matses		Pano	sweet potato, yam	403	k a d i	cadi	k a d i -	C V C V
4872	Moseten		Mosetén	sweet potato, yam	403	k a ʔ i	ka'ʔi	k a ʔ i -	C V C V
5856	Sharanahua		Pano	sweet potato, yam	403	k a r i	cari	k a r i -	C V C V
2142	ShipiboConibo		Pano	sweet potato, yam	403	k a r i	kari	k a r i -	C V C V
8861	Tsimane		Mosetén	sweet potato, yam	403	k a ʔ i h	cá’ij	k a ʔ i h	C V C V C
2703	Yaminahua		Pano	sweet potato, yam	403	k a r i	kari	k a r i -	C V C V
#
5857	Sharanahua		Pano	swim	4448	n a ʃ i	nashi	n a ʃ i - -	C V C V
3752	Capanahua		Pano	swim	3982	n o n o ʔ i	nonahi	n o n o ʔ i	C V C V C V
1661	Catuquina		Pano	swim	3982	n o n a	nona	n o n a - -	C V C V
2185	ShipiboConibo		Pano	swim	3982	n o n o	nono-	n o n o - -	C V C V
#
3176	Amahuaca		Pano	tail	4121	h i n a	jína	h i n a	C V C V
3642	Capanahua		Pano	tail	4121	h i n a	jina	h i n a	C V C V
1055	Cashibo		Pano	tail	4121	i n a	ina	i n a -	V C V
1492	Catuquina		Pano	tail	4121	i n a	ina	i n a -	V C V
9524	Chacobo		Pano	tail	4121	h i n a	jina	h i n a	C V C V
6842	Isconahua		Pano	tail	4121	i n a	ina	i n a -	V C V
6451	Kakataibo		Pano	tail	4121	i n a	ina	i n a -	V C V
10184	Kaxarari		Pano	tail	4121	tʃ i n a	tʃiˈna	tʃ i n a	C V C V
5859	Sharanahua		Pano	tail	4121	i n a	ina	i n a -	V C V
1976	ShipiboConibo		Pano	tail	4121	h i n a	hina	h i n a	C V C V
#
3357	Amahuaca		Pano	tear (of eye)	4927	β ɨ ʔ o n	vúhon	β ɨ ʔ o n -	C V C V C
1347	Cashibo		Pano	tear (of eye)	4927	β ɨ o ∼	βɨ'õ	β ɨ o ∼ - -	C V V C
9369	Chacobo		Pano	tear (of eye)	4927	β ɨ ʔ o n o	bëhono	β ɨ ʔ o n o	C V C V C V
6452	Kakataibo		Pano	tear (of eye)	4927	β ɨ ɯ n	bëun	β ɨ ɯ n - -	C V V C
5977	Sharanahua		Pano	tear (of eye)	4927	β ɨ u n	fuon	β ɨ u n - -	C V V C
2380	ShipiboConibo		Pano	tear (of eye)	4927	β ɨ o ∼ t i	βɨõ-ti	β ɨ o ∼ t i	C V V C C V
2906	Yaminahua		Pano	tear (of eye)	4927	β ɨ o ∼	βɨ̃-o	β ɨ o ∼ - -	C V V C
3485	Capanahua		Pano	tear (of eye)	4930	β ɨ r o h ɨ n ɨ	bero jene	β ɨ r o h ɨ n ɨ	C V C V C V C V
1809	Catuquina		Pano	tear (of eye)	4930	β ɨ r o h ɨ n ɨ	βɨro hɨnɨ	β ɨ r o h ɨ n ɨ	C V C V C V C V
6843	Isconahua		Pano	tear (of eye)	4930	β ɨ ɾ o ɨ n ɨ	bero ene	β ɨ ɾ o ɨ n ɨ -	C V C V V C V
#
3602	Capanahua		Pano	tear (shred)	1546	w a ʂ a	huaxaquin	w a ʂ a - - -	C V C V
#
4056	Capanahua		Pano	tell	677	j o ʔ i	yohiquin	j o ʔ i	C V C V
8790	Catuquina		Pano	tell	677	j o a	yoã-	j o a -	C V V
7847	Chacobo		Pano	tell	677	j o a	yoahaina	j o a -	C V V
6844	Isconahua		Pano	tell	677	j o i	yoi	j o i -	C V V
#
8495	Tacana		Tacana	testicles	3031	h a h a	e-jaja	h a h a	C V C V
3090	Amahuaca		Pano	testicles	454	h o β o	jóvo	h o β o - - -	C V C V
3655	Capanahua		Pano	testicles	454	h o β o	jobo	h o β o - - -	C V C V
1538	Catuquina		Pano	testicles	454	o β o	oβo	o β o - - - -	V C V
6845	Isconahua		Pano	testicles	454	ɨ β o	ebo	ɨ β o - - - -	V C V
6456	Kakataibo		Pano	testicles	454	ɯ β ɯ	ubu	ɯ β ɯ - - - -	V C V
7041	Matses		Pano	testicles	454	u b u ɨ ʂ ɨ	ubuëʂë	u b u ɨ ʂ ɨ -	V C V V C V
5978	Sharanahua		Pano	testicles	454	u β u	ofo	u β u - - - -	V C V
2039	ShipiboConibo		Pano	testicles	454	h o β o ʂ k o	hoβoṣ̌ko	h o β o ʂ k o	C V C V C C V
2598	Yaminahua		Pano	testicles	454	o β o	oβo	o β o - - - -	V C V
#
3421	Amahuaca		Pano	there	458	ʔ o n o	honó	ʔ o n o	C V C V
6953	Kakataibo		Pano	there	458	ɯ n ɯ	unu	ɯ n ɯ -	V C V
7076	Sharanahua		Pano	there	458	u n u	ono	u n u -	V C V
#
9838	Araona		Tacana	they	169	k a n a	cana	k a n a - -	C V C V
3635	Capanahua		Pano	they	466	h a t o	jato	h a t o	C V C V
1011	Cashibo		Pano	they	466	a t o	ato	a t o -	V C V
9511	Chacobo		Pano	they	466	h a t o	jato	h a t o	C V C V
6457	Kakataibo		Pano	they	466	a t ɯ	atu	a t ɯ -	V C V
10187	Kaxarari		Pano	they	466	h a t u	hatu	h a t u	C V C V
5862	Sharanahua		Pano	they	466	a t u	ato	a t u -	V C V
1930	ShipiboConibo		Pano	they	466	h a t o	hato	h a t o	C V C V
2506	Yaminahua		Pano	they	466	a t o	ato	a t o -	V C V
#
3858	Capanahua		Pano	thick	475	k ɨ ʂ t o	quextó	k ɨ ʂ t o	C V C C V
1284	Cashibo		Pano	thick	475	k ɨ ʂ t o	kɨṣ̌'to	k ɨ ʂ t o	C V C C V
6458	Kakataibo		Pano	thick	475	k ɨ ʂ t ɯ	këxtú	k ɨ ʂ t ɯ	C V C C V
5863	Sharanahua		Pano	thick	475	k ɨ ʃ t u	cushto	k ɨ ʃ t u	C V C C V
2281	ShipiboConibo		Pano	thick	475	k ɨ ʂ t o	kɨṣ̌to	k ɨ ʂ t o	C V C C V
#
8358	Tacana		Tacana	thing	1402	a i	ai	a i -	V V
1695	Catuquina		Pano	thing	851	h a w ɨ	hawɨ	h a w ɨ - -	C V C V
9494	Chacobo		Pano	thing	851	h a w ɨ	jahuë	h a w ɨ - -	C V C V
2225	ShipiboConibo		Pano	thing	851	h a w ɨ k i	hawɨki	h a w ɨ k i	C V C V C V
#
3906	Capanahua		Pano	think (reflect)	3155	ʃ i n a n	shinanquin	ʃ i n a n - -	C V C V C
1357	Cashibo		Pano	think (reflect)	3155	s i n a ∼ t i	si'nã-ti	s i n a ∼ t i	C V C V C C V
1814	Catuquina		Pano	think (reflect)	3155	ʃ i n a ∼	čĩnã-	ʃ i n a ∼ - -	C V C V C
9680	Chacobo		Pano	think (reflect)	3155	ʃ i n a	shinahaina	ʃ i n a - - -	C V C V
2391	ShipiboConibo		Pano	think (reflect)	3155	ʃ i n a ∼ t i	šinã-ti	ʃ i n a ∼ t i	C V C V C C V
2915	Yaminahua		Pano	think (reflect)	3155	ʃ i n a ∼ k i	šinã-kĩ	ʃ i n a ∼ k i	C V C V C C V
#
2976	Amahuaca		Pano	thorn	500	m o ʂ a	móxa	m o ʂ a	C V C V
3719	Capanahua		Pano	thorn	500	m o ʂ a	moxa	m o ʂ a	C V C V
7821	Chacobo		Pano	thorn	500	m o ʂ a	moxa	m o ʂ a	C V C V
7679	Isconahua		Pano	thorn	500	m o h a	moha	m o h a	C V C V
6921	Kakataibo		Pano	thorn	500	m ɯ ʂ a	muxa	m ɯ ʂ a	C V C V
7070	Sharanahua		Pano	thorn	500	m u ʃ a	mosha	m u ʃ a	C V C V
7851	Araona		Tacana	thorn	499	a kʷ i ɽ a	acuiza	a kʷ i ɽ a	V C V C V
8199	Cavinena		Tacana	thorn	499	kʷ i h a	kwija	kʷ i h a -	C V C V
7727	Tacana		Tacana	thorn	499	a k i ɽ a	aquid’a	a k i ɽ a	V C V C V
#
10011	Araona		Tacana	thou	506	m i	mi	m i	C V
1008	Cashibo		Pano	thou	506	m i	mii	m i	C V
1450	Catuquina		Pano	thou	506	m i	mĩ	m i	C V
8222	Cavinena		Tacana	thou	506	m i	mi	m i	C V
9563	Chacobo		Pano	thou	506	m i	mi	m i	C V
77	EseEjja		Tacana	thou	506	m i	mi	m i	C V
