# Wordlist

# DATA
ID	DOCULECT	LANGUAGE_CORE	SUBGROUP	CONCEPT	COGID	TOKENS	FORM	ALIGNMENT	STRUCTURE
9434	Chacobo		Pano	fire	2088	tʃ i ʔ i	chihi	tʃ i ʔ i	C V C V
6185	Kakataibo		Pano	fire	2088	ts i	tsi	ts i - -	C V
10137	Kaxarari		Pano	fire	2088	tʃ i ʔ i	tʃiˈʔi	tʃ i ʔ i	C V C V
5619	Sharanahua		Pano	fire	2088	tʃ i i	chii	tʃ i i -	C V V
1888	ShipiboConibo		Pano	fire	2088	tʃ i i	čii	tʃ i i -	C V V
2467	Yaminahua		Pano	fire	2088	tʃ i i	čii	tʃ i i -	C V V
#
8190	Cavinena		Tacana	firewood	1119	kʷ a t i	kwati	kʷ a t i	C V C V
8428	Tacana		Tacana	firewood	1119	kʷ a t i	cuati	kʷ a t i	C V C V
2963	Amahuaca		Pano	firewood	3872	k a r o	cáro	k a r o	C V C V
3527	Capanahua		Pano	firewood	3872	k a r o	caro	k a r o	C V C V
986	Cashibo		Pano	firewood	3872	k a r o	karo	k a r o	C V C V
1424	Catuquina		Pano	firewood	3872	k a r o	karo	k a r o	C V C V
9410	Chacobo		Pano	firewood	3872	k a r o	caro	k a r o	C V C V
6642	Isconahua		Pano	firewood	3872	k a ɾ o	karo	k a ɾ o	C V C V
6186	Kakataibo		Pano	firewood	3872	k a ɾ ɯ	karu	k a ɾ ɯ	C V C V
5938	Sharanahua		Pano	firewood	3872	k a r u	caro	k a r u	C V C V
1899	ShipiboConibo		Pano	firewood	3872	k a r o	karo	k a r o	C V C V
2475	Yaminahua		Pano	firewood	3872	k a r o	karo	k a r o	C V C V
4365	Movima		Movima	firewood	1203	k o ʔ o	koʔo	k o ʔ o - - -	C V C V
#
3774	Capanahua		Pano	first	2493	p a r i	pari	p a r i	C V C V
1298	Cashibo		Pano	first	2493	p a i	pa'ĩ	p a i -	C V V
1752	Catuquina		Pano	first	2493	p a r i	pari	p a r i	C V C V
1751	Catuquina		Pano	first	3898	β ɨ β o	βɨβo	β ɨ β o	C V C V
9366	Chacobo		Pano	first	3898	β ɨ β o	bëbo	β ɨ β o	C V C V
2305	ShipiboConibo		Pano	first	3898	β ɨ β o	βɨβõ	β ɨ β o	C V C V
#
9953	Araona		Tacana	fish	3925	h a e	jae	h a e	C V V
8108	Cavinena		Tacana	fish	3925	h a e	jae	h a e	C V V
97	EseEjja		Tacana	fish	3925	h a i	hai	h a i	C V V
1946	ShipiboConibo		Pano	fish	3243	p i t i	piti	p i t i	C V C V
4046	Capanahua		Pano	fish	4178	ts a ts a	tsatsa	ts a ts a	C V C V
1467	Catuquina		Pano	fish	4178	ts a ts a	c̷ac̷a	ts a ts a	C V C V
6188	Kakataibo		Pano	fish	4178	ts a ts a	tsatsa	ts a ts a	C V C V
#
3352	Amahuaca		Pano	flat	3948	s a p a	zapá	s a p a -	C V C V
1286	Cashibo		Pano	flat	3948	s a p a ∼	sa'pã	s a p a ∼	C V C V C
1737	Catuquina		Pano	flat	3948	ts a p a	c̷ãpa	ts a p a -	C V C V
8126	Cavinena		Tacana	flat	3948	h e p e	jepe	h e p e -	C V C V
6189	Kakataibo		Pano	flat	3948	s a p a n	sapan	s a p a n	C V C V C
5623	Sharanahua		Pano	flat	3948	s a p a	sapa	s a p a -	C V C V
2821	Yaminahua		Pano	flat	3948	s a p a	sapa	s a p a -	C V C V
10035	Araona		Tacana	flat	3949	p a ʃ a	pasha	p a ʃ a - - - - - - -	C V C V
6190	Kakataibo		Pano	flat	3949	p a ɾ a	pará	p a ɾ a - - - - - - -	C V C V
5144	Matses		Pano	flat	3949	p a d a	pada	p a d a - - - - - - -	C V C V
2283	ShipiboConibo		Pano	flat	3949	p a tʃ a	pãča	p a tʃ a - - - - - - -	C V C V
#
3621	Capanahua		Pano	flee	3966	h a β a t i	jabati	h a β a t i	C V C V C V
2205	ShipiboConibo		Pano	flee	3966	h a β a t i	haβa-ti	h a β a t i	C V C V C V
#
9600	Chacobo		Pano	float	3982	n o n o	nonohaina	n o n o - -	C V C V
6645	Isconahua		Pano	float	3982	n o n o	nono	n o n o - -	C V C V
5625	Sharanahua		Pano	float	3982	n u n u i	nonoi	n u n u i -	C V C V V
2745	Yaminahua		Pano	float	3982	n o n o k i	nono-kĩ	n o n o k i	C V C V C V
#
1588	Catuquina		Pano	flour	2910	p o t o	poto	p o t o - - -	C V C V
2655	Yaminahua		Pano	flour	4392	r ɨ n ɨ	rɨnɨ	r ɨ n ɨ - - -	C V C V
3710	Capanahua		Pano	flour	3094	m ɨ t o	meto	m ɨ t o	C V C V
6646	Isconahua		Pano	flour	3094	m ɨ t o	meto	m ɨ t o	C V C V
2656	Yaminahua		Pano	flour	3094	m ɨ t o	mɨto	m ɨ t o	C V C V
#
5627	Sharanahua		Pano	flow	2165	a β a i	afai	a β a i	V C V V
#
279	EseEjja		Tacana	flower	4001	ʃ a ʃ a	šaaša	ʃ a ʃ a	C V C V
766	HuarayoEseEjja		Tacana	flower	4001	ʃ a ʃ a	e-šaša	ʃ a ʃ a	C V C V
8698	Tacana		Tacana	flower	4001	ʃ a ʃ a	shasha	ʃ a ʃ a	C V C V
2998	Amahuaca		Pano	flower	142	h o β a	jová	h o β a	C V C V
3652	Capanahua		Pano	flower	142	h o a	joa	h o a -	C V V
1190	Cashibo		Pano	flower	142	o a	oa	o a - -	V V
1626	Catuquina		Pano	flower	142	h o w a	howa	h o w a	C V C V
6648	Isconahua		Pano	flower	142	o a	oa	o a - -	V V
6192	Kakataibo		Pano	flower	142	ɯ a	ua	ɯ a - -	V V
5630	Sharanahua		Pano	flower	142	u a	oa	u a - -	V V
2138	ShipiboConibo		Pano	flower	142	h o a	hoa	h o a -	C V V
#
3087	Amahuaca		Pano	flute	4011	r ɨ ɨ	rúú	r ɨ ɨ -	C V V
3881	Capanahua		Pano	flute	4011	r ɨ w ɨ	rehue	r ɨ w ɨ	C V C V
1377	Cashibo		Pano	flute	4011	r ɨ ɨ	rɨɨ	r ɨ ɨ -	C V V
1841	Catuquina		Pano	flute	4011	r ɨ w ɨ	rɨwɨ	r ɨ w ɨ	C V C V
#
3319	Amahuaca		Pano	fly (insect)	4025	n a k a	nacá	n a k a	C V C V
1033	Cashibo		Pano	fly (insect)	4025	n a kʷ a	nakʷa	n a kʷ a	C V C V
9573	Chacobo		Pano	fly (insect)	4025	n a k a	naca	n a k a	C V C V
6649	Isconahua		Pano	fly (insect)	4025	n a k a	naka	n a k a	C V C V
6193	Kakataibo		Pano	fly (insect)	4025	n a kʷ a	nakwa	n a kʷ a	C V C V
1474	Catuquina		Pano	fly (insect)	4290	n a p ɨ	napɨ	n a p ɨ	C V C V
5632	Sharanahua		Pano	fly (insect)	4290	n a p ɨ	napu	n a p ɨ	C V C V
2527	Yaminahua		Pano	fly (insect)	4290	n a p ɨ	nãpɨ	n a p ɨ	C V C V
#
1224	Cashibo		Pano	fly (move through air)	4044	n o a ∼ t i	no'ã-ti	n o a ∼ t i	C V V C C V
6195	Kakataibo		Pano	fly (move through air)	4044	n ɯ a n t i	nuanti	n ɯ a n t i	C V V C C V
2186	ShipiboConibo		Pano	fly (move through air)	4044	n o j a t i	noya-ti	n o j a t i	C V C V C V
1662	Catuquina		Pano	fly (move through air)	4043	n o j a	noya-	n o j a -	C V C V
9608	Chacobo		Pano	fly (move through air)	4043	n o j a	noyahaina	n o j a -	C V C V
4383	Moseten		Mosetén	fly (move through air)	4043	ɲ a i	'ɲai	ɲ a i - -	C V V
5634	Sharanahua		Pano	fly (move through air)	4043	n u j a i	noyai	n u j a i	C V C V V
#
1241	Cashibo		Pano	follow	4992	n o i t i	noi-ti	n o i t i	C V V C V
6197	Kakataibo		Pano	follow	4992	n ɯ i t i	nuiti	n ɯ i t i	C V V C V
6653	Isconahua		Pano	follow	1659	tʃ i β a i n	chibain	tʃ i β a i n -	C V C V V C
5157	Matses		Pano	follow	1659	ts i b a n	tsiban	ts i b a n - -	C V C V C
5636	Sharanahua		Pano	follow	1659	tʃ i β a n	chifain	tʃ i β a n - -	C V C V C
2207	ShipiboConibo		Pano	follow	1659	tʃ i β a ∼ t i	čiβã-ti	tʃ i β a ∼ t i	C V C V C C V
2763	Yaminahua		Pano	follow	1659	tʃ i β a k i	čiβa-kĩ	tʃ i β a k i -	C V C V C V
#
3002	Amahuaca		Pano	food	3243	p i t i	píti	p i t i	C V C V
6198	Kakataibo		Pano	food	3243	p i t i	piti	p i t i	C V C V
6654	Isconahua		Pano	food	1231	j o a	yoa	j o a -	C V V
2082	ShipiboConibo		Pano	food	1231	j o a	yoa	j o a -	C V V
9960	Araona		Tacana	food	2038	h a n a	jana	h a n a	C V C V
8602	Tacana		Tacana	food	2038	h a n a	jana	h a n a	C V C V
#
3225	Amahuaca		Pano	foot	6112	t a ʔ ɨ	táhu	t a ʔ ɨ	C V C V
1086	Cashibo		Pano	foot	6112	t a ɨ	taɨ	t a ɨ -	C V V
1524	Catuquina		Pano	foot	6112	t a ʔ ɨ	taʔɨ	t a ʔ ɨ	C V C V
6655	Isconahua		Pano	foot	6112	t a ɨ	tae	t a ɨ -	C V V
6199	Kakataibo		Pano	foot	6112	t a ɨ	taë	t a ɨ -	C V V
10140	Kaxarari		Pano	foot	6112	t a ʔ ɨ	[taˈʔɨ]	t a ʔ ɨ	C V C V
5160	Matses		Pano	foot	6112	t a ɨ	taë	t a ɨ -	C V V
5639	Sharanahua		Pano	foot	6112	t a ɨ	tau	t a ɨ -	C V V
2021	ShipiboConibo		Pano	foot	6112	t a ɨ	taɨ	t a ɨ -	C V V
2583	Yaminahua		Pano	foot	6112	t a ɨ	taɨ	t a ɨ -	C V V
9927	Araona		Tacana	foot	1110	w a ts i	huatsi	w a ts i	C V C V
7942	Cavinena		Tacana	foot	1110	w a tʃ i	-wachi	w a tʃ i	C V C V
8484	Tacana		Tacana	foot	1110	w a ts i	e-huatsi	w a ts i	C V C V
#
3917	Capanahua		Pano	footprint	6112	t a ʔ ɨ	tahe	t a ʔ ɨ	C V C V
9692	Chacobo		Pano	footprint	6112	t a ʔ ɨ	tahë	t a ʔ ɨ	C V C V
#
9365	Chacobo		Pano	forehead	4917	β ɨ	bë	β ɨ - - - - - -	C V
1497	Catuquina		Pano	forehead	4942	β ɨ m a n a	βɨmana	β ɨ m a n a -	C V C V C V
5640	Sharanahua		Pano	forehead	4942	β ɨ m a n a n	fumanan	β ɨ m a n a n	C V C V C V C
#
3016	Amahuaca		Pano	forest	4170	n i ʔ i	níhi	n i ʔ i - -	C V C V
3746	Capanahua		Pano	forest	4170	n i ʔ i	nihi	n i ʔ i - -	C V C V
960	Cashibo		Pano	forest	4170	n i i	nii	n i i - - -	C V V
1399	Catuquina		Pano	forest	4170	n i ʔ i	niʔi	n i ʔ i - -	C V C V
9591	Chacobo		Pano	forest	4170	n i ʔ i	nihi	n i ʔ i - -	C V C V
6658	Isconahua		Pano	forest	4170	n i	ni	n i - - - -	C V
6928	Kakataibo		Pano	forest	4170	n i	ni	n i - - - -	C V
1864	ShipiboConibo		Pano	forest	4170	n i i	nii	n i i - - -	C V V
2450	Yaminahua		Pano	forest	4170	n i i	nii	n i i - - -	C V V
#
1043	Cashibo		Pano	frog	4202	t o a	toa	t o a - -	C V V
6661	Isconahua		Pano	frog	4202	tʃ o ɾ a n	choran	tʃ o ɾ a n	C V C V C
1960	ShipiboConibo		Pano	frog	4202	t o a	toa	t o a - -	C V V
2536	Yaminahua		Pano	frog	4202	t o a	toa	t o a - -	C V V
4401	Moseten		Mosetén	frog	4205	o k o k u	o'koku	o k o k u -	V C V C V
1959	ShipiboConibo		Pano	frog	4205	t o k o r o	tokoro	t o k o r o	C V C V C V
9121	Tsimane		Mosetén	frog	4205	o k o k o	ococo	o k o k o -	V C V C V
#
9957	Araona		Tacana	fruit	3031	h a h a	jaja	h a h a	C V C V
241	EseEjja		Tacana	fruit	3031	x a x a	e-xaxa	x a x a	C V C V
737	HuarayoEseEjja		Tacana	fruit	3031	x a x a	e-xaxa	x a x a	C V C V
3320	Amahuaca		Pano	fruit	4213	β i m i	vimí	β i m i	C V C V
3494	Capanahua		Pano	fruit	4213	β i m i	bimi	β i m i	C V C V
1152	Cashibo		Pano	fruit	4213	β i m i	βimi	β i m i	C V C V
1591	Catuquina		Pano	fruit	4213	β i m i	βimi	β i m i	C V C V
9391	Chacobo		Pano	fruit	4213	β i m i	bimi	β i m i	C V C V
6663	Isconahua		Pano	fruit	4213	β i m i	bimi	β i m i	C V C V
6206	Kakataibo		Pano	fruit	4213	β i m i	bimi	β i m i	C V C V
10142	Kaxarari		Pano	fruit	4213	β i m i	biˈmi	β i m i	C V C V
5647	Sharanahua		Pano	fruit	4213	β i m i	fimi	β i m i	C V C V
2105	ShipiboConibo		Pano	fruit	4213	β i m i	βimi	β i m i	C V C V
2659	Yaminahua		Pano	fruit	4213	β i m i	βimi	β i m i	C V C V
#
3960	Capanahua		Pano	gather	4227	t o p i	topiquin	t o p i - -	C V C V
1711	Catuquina		Pano	gather	4227	t o p i	topi-	t o p i - -	C V C V
2794	Yaminahua		Pano	gather	4227	t o p i k i	topi-kĩ	t o p i k i	C V C V C V
#
8765	Cashibo		Pano	get	4241	β i	βi-	β i	C V
8780	Catuquina		Pano	get	4241	β i	βi-	β i	C V
7794	Chacobo		Pano	get	4241	β i	bihaina	β i	C V
#
3017	Amahuaca		Pano	get lost	3175	β ɨ n o	vúnohí	β ɨ n o - -	C V C V
7789	Chacobo		Pano	get lost	3175	β ɨ n o	bënohaina	β ɨ n o - -	C V C V
7662	Isconahua		Pano	get lost	3175	β ɨ n o	benó	β ɨ n o - -	C V C V
7062	Sharanahua		Pano	get lost	3175	β ɨ n u i	funoi	β ɨ n u i -	C V C V V
#
7814	Chacobo		Pano	get tired	1099	h o β i	jobihaina	h o β i - - -	C V C V
#
3152	Amahuaca		Pano	ghost	671	j o ʃ i n	yóshin	j o ʃ i n -	C V C V C
7724	Isconahua		Pano	ghost	671	j o ʃ i n	yoshin	j o ʃ i n -	C V C V C
5651	Sharanahua		Pano	ghost	671	j u ʃ i	yoshi	j u ʃ i - -	C V C V
#
9799	Araona		Tacana	girl	3281	b a kʷ a	bácua	b a kʷ a - - - -	C V C V
3461	Capanahua		Pano	girl	3281	β a k ɨ	baque	β a k ɨ - - - -	C V C V
8833	Tsimane		Mosetén	girl	1690	a ʋ a ʔ	áva’	a ʋ a ʔ	V C V C
6209	Kakataibo		Pano	girl	1140	ʂ ɯ n t a k ɯ	xuntaku	ʂ ɯ n t a k ɯ	C V C C V C V
5652	Sharanahua		Pano	girl	5153	ʃ u m a j a	shomaya	ʃ u m a j a	C V C V C V
#
3297	Amahuaca		Pano	give	4285	ʔ i n a n	hínanquín	ʔ i n a n - -	C V C V C
3581	Capanahua		Pano	give	4285	ʔ i n a n	hinanquin	ʔ i n a n - -	C V C V C
1252	Cashibo		Pano	give	4285	ʔ i n a n t i	ʔi'nan-ti	ʔ i n a n t i	C V C V C C V
1696	Catuquina		Pano	give	4285	i n a ∼	ĩnã-	i n a ∼ - - -	V C V C
6211	Kakataibo		Pano	give	4285	ʔ i n a n t i	'inanti	ʔ i n a n t i	C V C V C C V
5653	Sharanahua		Pano	give	4285	i n a n	inain	i n a n - - -	V C V C
2226	ShipiboConibo		Pano	give	4285	i n a ∼	inã	i n a ∼ - - -	V C V C
2778	Yaminahua		Pano	give	4285	i n a ∼ k i	inã-kĩ	i n a ∼ k i -	V C V C C V
6665	Isconahua		Pano	give	1956	m i n i	mini	m i n i - -	C V C V
5175	Matses		Pano	give	1956	m e n e	mene	m e n e - -	C V C V
#
7757	Tacana		Tacana	give birth	3281	h a b a kʷ a t i	jabacuati	h a b a kʷ a t i	C V C V C V C V
8200	Cavinena		Tacana	give birth	4537	kʷ i n a	kwina	kʷ i n a	C V C V
#
10041	Araona		Tacana	go	4133	p o	po	p o - -	C V
334	EseEjja		Tacana	go	4133	p o k i	poki-	p o k i	C V C V
806	HuarayoEseEjja		Tacana	go	4133	p o k i	poki-kwe	p o k i	C V C V
8666	Tacana		Tacana	go	4133	p u t i	pu-ti	p u t i	C V C V
3060	Amahuaca		Pano	go	4298	k a ʔ i	cáhi	k a ʔ i - -	C V C V
3514	Capanahua		Pano	go	4298	k a ʔ i	cahi	k a ʔ i - -	C V C V
1232	Cashibo		Pano	go	4298	kʷ a i n t i	kʷan-ti	kʷ a i n t i	C V V C C V
1670	Catuquina		Pano	go	4298	k a	ka-	k a - - - -	C V
6667	Isconahua		Pano	go	4298	k a	ka	k a - - - -	C V
6212	Kakataibo		Pano	go	4298	kʷ a i n t i	kuanti	kʷ a i n t i	C V V C C V
2196	ShipiboConibo		Pano	go	4298	k a t i	ka-ti	k a t i - -	C V C V
2755	Yaminahua		Pano	go	4298	k a k i	ka-kĩ	k a k i - -	C V C V
3061	Amahuaca		Pano	go	4305	β o ʔ i	vóhi	β o ʔ i -	C V C V
1671	Catuquina		Pano	go	4305	β o	βo-	β o - - -	C V
6666	Isconahua		Pano	go	4305	β o	bo	β o - - -	C V
4415	Moseten		Mosetén	go	4305	h o b a ɲ	ho'baɲ	h o b a ɲ	C V C V C
4416	Movima		Movima	go	4305	h oi w a	hoi-wa	h oi w a -	C V C V
#
8309	Cavinena		Tacana	go up (ascend)	4353	ts u r a	tsura	ts u r a	C V C V
8735	Tacana		Tacana	go up (ascend)	4353	ts u a	tsua	ts u a -	C V V
3681	Capanahua		Pano	go up (ascend)	769	n i ʔ i n a t i	nihinati	n i ʔ i n a t i	C V C V C V C V
9479	Chacobo		Pano	go up (ascend)	1775	i n a	inahaina	i n a -	V C V
6670	Isconahua		Pano	go up (ascend)	1775	i n a i	inai	i n a i	V C V V
5943	Sharanahua		Pano	go up (ascend)	1775	i n a i	inai	i n a i	V C V V
#
3131	Amahuaca		Pano	good	4366	ʃ a r a k ɨ n	sháracún	ʃ a r a k ɨ n	C V C V C V C
5657	Sharanahua		Pano	good	4366	ʃ a r a	shara	ʃ a r a - - -	C V C V
2913	Yaminahua		Pano	good	4366	ʃ a r a	šara	ʃ a r a - - -	C V C V
3914	Capanahua		Pano	good	5422	s i r i	sirí	s i r i	C V C V
#
3034	Amahuaca		Pano	grass	4377	β a s i	vazí	β a s i -	C V C V
3601	Capanahua		Pano	grass	4377	w a s i	huasi	w a s i -	C V C V
1184	Cashibo		Pano	grass	4377	β a s i	βasi	β a s i -	C V C V
1622	Catuquina		Pano	grass	4377	w a s i	wasi	w a s i -	C V C V
9461	Chacobo		Pano	grass	4377	w a s i	huasi	w a s i -	C V C V
6673	Isconahua		Pano	grass	4377	w a s i n	wasin	w a s i n	C V C V C
6220	Kakataibo		Pano	grass	4377	β a s i	basi	β a s i -	C V C V
10143	Kaxarari		Pano	grass	4377	w a s i	waˈsai	w a s i -	C V C V
5182	Matses		Pano	grass	4377	w e s i n	uesin	w e s i n	C V C V C
5658	Sharanahua		Pano	grass	4377	β a s i	faasi	β a s i -	C V C V
2695	Yaminahua		Pano	grass	4377	β a s i	βasi	β a s i -	C V C V
10031	Araona		Tacana	grass	4378	n o ts a	notsa	n o ts a	C V C V
8232	Cavinena		Tacana	grass	4378	n u ts a	nutsa	n u ts a	C V C V
8645	Tacana		Tacana	grass	4378	n u ts a	nutsa	n u ts a	C V C V
#
4044	Capanahua		Pano	green	685	ʂ o	xoo	ʂ o - - - -	C V
#
2101	ShipiboConibo		Pano	grind	5646	β i t a ʂ t i	βitaṣ̌-ti	β i t a ʂ t i	C V C V C C V
3130	Amahuaca		Pano	grind	4392	r ɨ n ɨ k i n	rúnuquin	r ɨ n ɨ k i n	C V C V C V C
3882	Capanahua		Pano	grind	4392	r ɨ n ɨ	renequin	r ɨ n ɨ - - -	C V C V
5661	Sharanahua		Pano	grind	4392	r ɨ n ɨ i	runui	r ɨ n ɨ i - -	C V C V V
2102	ShipiboConibo		Pano	grind	4392	r ɨ n ɨ t i	rɨnɨ-ti	r ɨ n ɨ t i -	C V C V C V
#
1276	Cashibo		Pano	grow	3643	k a n i t i	kani-ti	k a n i t i	C V C V C V
6224	Kakataibo		Pano	grow	3643	k a n i	kani	k a n i - -	C V C V
4437	Moseten		Mosetén	grow	3643	p a ɲ i	pa'ɲi	p a ɲ i - -	C V C V
2269	ShipiboConibo		Pano	grow	3643	a n i t i	aniti	a n i t i -	V C V C V
5663	Sharanahua		Pano	grow	5410	j u s i	yosi	j u s i - -	C V C V
2809	Yaminahua		Pano	grow	5410	j o s i k i	yosi-kĩ	j o s i k i	C V C V C V
#
3875	Capanahua		Pano	hair (body)	5073	r a n i	rani	r a n i	C V C V
1050	Cashibo		Pano	hair (body)	5073	r a n i	rani	r a n i	C V C V
1487	Catuquina		Pano	hair (body)	5073	r a n i	rani	r a n i	C V C V
6225	Kakataibo		Pano	hair (body)	5073	ɾ a n i	rani	ɾ a n i	C V C V
1971	ShipiboConibo		Pano	hair (body)	5073	r a n i	rani	r a n i	C V C V
2546	Yaminahua		Pano	hair (body)	5073	r a n i	rani	r a n i	C V C V
#
125	EseEjja		Tacana	hair (head)	110	i ɲ a	e-iɲa	i ɲ a	V C V
646	HuarayoEseEjja		Tacana	hair (head)	110	ɲ a	e-'ɲa	ɲ a -	C V
3441	Amahuaca		Pano	hair (head)	5127	β o	vóó	β o	C V
3508	Capanahua		Pano	hair (head)	5127	β o	boo	β o	C V
1048	Cashibo		Pano	hair (head)	5127	β u	βuu	β u	C V
1485	Catuquina		Pano	hair (head)	5127	β o	βoo	β o	C V
9396	Chacobo		Pano	hair (head)	5127	β o	boo	β o	C V
6677	Isconahua		Pano	hair (head)	5127	β o	bo	β o	C V
6226	Kakataibo		Pano	hair (head)	5127	β ɯ	bu	β ɯ	C V
5664	Sharanahua		Pano	hair (head)	5127	β u	fo	β u	C V
1967	ShipiboConibo		Pano	hair (head)	5127	β o	βoo	β o	C V
2544	Yaminahua		Pano	hair (head)	5127	β o	βoo	β o	C V
#
3094	Amahuaca		Pano	half	4419	k a ʂ k ɨ	caxcú	k a ʂ k ɨ - -	C V C C V
5665	Sharanahua		Pano	half	4419	k a ʃ k ɨ	cashcu	k a ʃ k ɨ - -	C V C C V
#
7825	Chacobo		Pano	hammock	5859	n i ʃ i	nishi	n i ʃ i	C V C V
7719	Isconahua		Pano	hammock	4825	ɾ a k a t i	rakati	ɾ a k a t i -	C V C V C V
#
9894	Araona		Tacana	hand	5943	m e	eme	m e - - - -	C V
160	EseEjja		Tacana	hand	5943	m e	e-me	m e - - - -	C V
672	HuarayoEseEjja		Tacana	hand	5943	m e	e-'me	m e - - - -	C V
8499	Tacana		Tacana	hand	5943	m e	e-me	m e - - - -	C V
3216	Amahuaca		Pano	hand	5975	m ɨ k ɨ n	múcun	m ɨ k ɨ n -	C V C V C
3703	Capanahua		Pano	hand	5975	m ɨ k ɨ n	mequen	m ɨ k ɨ n -	C V C V C
1078	Cashibo		Pano	hand	5975	m ɨ k ɨ ∼	mɨ'kɨ̃	m ɨ k ɨ ∼ -	C V C V C
9556	Chacobo		Pano	hand	5975	m ɨ k ɨ n ɨ	mëquënë	m ɨ k ɨ n ɨ	C V C V C V
10144	Kaxarari		Pano	hand	5975	m ɨ k ɨ l ɨ	mɨkɨˈlɨ	m ɨ k ɨ l ɨ	C V C V C V
5667	Sharanahua		Pano	hand	5975	m ɨ k ɨ	mucu	m ɨ k ɨ - -	C V C V
2011	ShipiboConibo		Pano	hand	5975	m ɨ k ɨ ∼	mɨ-kɨ̃	m ɨ k ɨ ∼ -	C V C V C
2575	Yaminahua		Pano	hand	5975	m ɨ k ɨ	mɨ̃kɨ	m ɨ k ɨ - -	C V C V
1516	Catuquina		Pano	hand	5969	m ɨ β i	mɨβi	m ɨ β i	C V C V
6678	Isconahua		Pano	hand	5969	m ɨ β i	mebi	m ɨ β i	C V C V
5668	Sharanahua		Pano	hand	5969	m ɨ β i	mufi	m ɨ β i	C V C V
#
3409	Amahuaca		Pano	hard	1389	k ɨ r ɨ ʂ	cúrux	k ɨ r ɨ ʂ -	C V C V C
1327	Cashibo		Pano	hard	1389	k ɨ r ɨ	kɨrɨ	k ɨ r ɨ - -	C V C V
3545	Capanahua		Pano	hard	4445	tʃ o r i ʃ	chorish	tʃ o r i ʃ	C V C V C
5669	Sharanahua		Pano	hard	4445	tʃ a r i ʃ	charish	tʃ a r i ʃ	C V C V C
2352	ShipiboConibo		Pano	hard	4445	tʃ o r i ʃ	čoriš	tʃ o r i ʃ	C V C V C
#
1017	Cashibo		Pano	hawk	4456	t ɨ t ɨ	tɨ'tɨ	t ɨ t ɨ - -	C V C V
1460	Catuquina		Pano	hawk	4456	t ɨ t ɨ	tɨtɨ	t ɨ t ɨ - -	C V C V
9705	Chacobo		Pano	hawk	4456	t ɨ t ɨ p a	tëtëpa	t ɨ t ɨ p a	C V C V C V
6680	Isconahua		Pano	hawk	4456	t ɨ t ɨ	teté	t ɨ t ɨ - -	C V C V
6232	Kakataibo		Pano	hawk	4456	t ɨ t ɨ	tëtë́	t ɨ t ɨ - -	C V C V
7098	Sharanahua		Pano	hawk	4456	t ɨ t ɨ n	tutun	t ɨ t ɨ n -	C V C V C
1937	ShipiboConibo		Pano	hawk	4456	t ɨ t ɨ	tɨtɨ	t ɨ t ɨ - -	C V C V
2513	Yaminahua		Pano	hawk	4456	t ɨ t ɨ	tɨtɨ	t ɨ t ɨ - -	C V C V
#
3207	Amahuaca		Pano	head	5057	m a p o	mápo	m a p o - -	C V C V
3683	Capanahua		Pano	head	5057	m a p o	mapo	m a p o - -	C V C V
1494	Catuquina		Pano	head	5057	m a p o	mapo	m a p o - -	C V C V
9547	Chacobo		Pano	head	5057	m a p o	mapo	m a p o - -	C V C V
5671	Sharanahua		Pano	head	5057	m a p u	mapo	m a p u - -	C V C V
1980	ShipiboConibo		Pano	head	5057	m a p o	ma-po	m a p o - -	C V C V
2553	Yaminahua		Pano	head	5057	m a p o	mapo	m a p o - -	C V C V
#
3267	Amahuaca		Pano	hear	4464	n i n k a	níncaaquín	n i n k a -	C V C C V
3747	Capanahua		Pano	hear	4464	n i n k a	nincaquin	n i n k a -	C V C C V
1774	Catuquina		Pano	hear	4464	n i ∼ k a	nĩka-	n i ∼ k a -	C V C C V
9589	Chacobo		Pano	hear	4464	n i k a	nicahaina	n i k a - -	C V C V
5945	Sharanahua		Pano	hear	4464	n i k a i	nicai	n i k a i -	C V C V V
2868	Yaminahua		Pano	hear	4464	n i k a k i	nika-kĩ	n i k a k i	C V C V C V
#
180	EseEjja		Tacana	heart	4475	k i h i x i	e-kihixi	k i h i x i	C V C V C V
686	HuarayoEseEjja		Tacana	heart	4475	k i h i	e-kihi-xi	k i h i - -	C V C V
4452	Moseten		Mosetén	heart	4475	k o h k i	'kohki	k o h k i -	C V C C V
8925	Tsimane		Mosetén	heart	4475	kʰ o h tʲ i ʔ	ĉojtyi’	kʰ o h tʲ i ʔ	C V C C V C
3938	Capanahua		Pano	heart	4471	h o i n t i	jointi	h o i n t i	C V V C C V
1092	Cashibo		Pano	heart	4471	n u i t u	nuitu	n u i t u -	C V V C V
1532	Catuquina		Pano	heart	4471	h o i ∼ t i	hoĩti	h o i ∼ t i	C V V C C V
9532	Chacobo		Pano	heart	4471	h o i t i	joiti	h o i t i -	C V V C V
6682	Isconahua		Pano	heart	4471	o i n t i	ointi	o i n t i -	V V C C V
6235	Kakataibo		Pano	heart	4471	n ɯ i t ɯ	nuitu	n ɯ i t ɯ -	C V V C V
5190	Matses		Pano	heart	4471	u i n t e	uinte	u i n t e -	V V C C V
5672	Sharanahua		Pano	heart	4471	u i n t i	ointi	u i n t i -	V V C C V
2032	ShipiboConibo		Pano	heart	4471	h o i ∼ t i	hoĩti	h o i ∼ t i	C V V C C V
