ID	STRUCTURE	FREQUENCY	Amahuaca	Capanahua	Cashibo	Catuquina	Chacobo	Isconahua	Kakataibo	Kaxarari	Matses	Sharanahua	ShipiboConibo	Yaminahua	COGNATESETS	CONCEPTS
153-2	C	2	k	ʂ	ʃ	ʂ	-	h	ʂ	Ø	Ø	ʃ	ʂ	ʂ	989:2, 2771:0	arm / armpit / drink / put / swallow
172-2	C	2	k	k	k	a	k	-	-	Ø	-	k	-	k	793:2, 3952:6	flat / plain / smooth / wash
211-2	C	2	k	k	-	Ø	k	-	-	Ø	Ø	u	-	-	3074:2, 5069:4	cure / embrace / medicine
345-1	C	1	k	Ø	Ø	k	k	Ø	Ø	Ø	Ø	i	k	Ø	3136:2	enter
352-1	C	1	k	-	-	-	-	-	-	-	-	-	-	-	3923:4	husband / marry / wife
371-1	C	1	k	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	t	-	4349:4	flour / grind
378-1	C	1	k	k	Ø	k	a	Ø	Ø	Ø	Ø	a	Ø	a	4421:3	hear
451-1	C	1	k	i	Ø	Ø	Ø	k	Ø	Ø	Ø	k	i	k	5523:3	penis
474-1	C	1	k	k	-	Ø	Ø	Ø	Ø	Ø	Ø	k	Ø	t	5802:2	dig / shoulder / throw
481-1	C	1	k	ʂ	o	k	t	-	ʂ	Ø	Ø	Ø	Ø	Ø	5898:5	elbow
499-1	C	1	k	Ø	Ø	tʃ	tʃ	tʃ	Ø	Ø	ʈʂ	tʃ	tʃ	Ø	6092:0	black / dark
61-15	C	15	j	j	ɲ	j	j	j	ɲ	j	Ø	j	j	j	928:0, 5113:4, 392:0, 522:0, 672:0, 678:0, 1235:0, 2396:0, 2597:0, 2954:0, 4043:2, 4583:0, 5312:0, 5373:0, 5839:2	animal / ask (inquire) / ask (request) / axe / body / cassava / darkness / demon / evening / fly (move through air) / food / ghost / girl / grow / night / old man / old woman / person / rotten / soul / speak / tell / thread / young man / young woman
113-5	C	5	j	w	Ø	w	w	w	Ø	Ø	Ø	w	w	β	838:2, 938:2, 4912:2, 5165:1, 5688:2	mother / necklace / rainbow / sew / weave / wind
62-3	C	3	j	ʔ	a	a	a	a	a	j	a	a	a	a	1837:2, 2771:2, 2775:2	arrow / beverage / bow / drink / swallow
325-1	C	1	j	j	Ø	j	j	n	Ø	Ø	Ø	j	j	n	1711:0	chili pepper
334-1	C	1	j	j	ɲ	j	Ø	o	ɲ	Ø	Ø	Ø	j	j	2388:2	all / finish
385-1	C	1	j	w	ɨ	ɨ	ɨ	Ø	ɨ	i	ɨ	ɨ	ɨ	ɨ	4440:2	heavy
410-1	C	1	j	a	a	-	Ø	-	a	a	Ø	-	-	-	4944:2	louse
437-1	C	1	j	Ø	Ø	j	j	ai	a	m	Ø	Ø	j	Ø	5333:0	no / not / sick
476-1	C	1	j	a	Ø	a	Ø	j	Ø	Ø	Ø	a	a	a	5810:3	arm
69-9	C	9	h	h	i	h	h	i	i	h	i	i	h	i	75:0, 852:0, 1991:0, 3136:0, 3969:0, 4707:0, 5102:0, 5390:0, 5969:0	ant / blood / come / dream (something) / enter / flee / i / language / look / relatives / run / see / thing / tree / wood
26-5	C	5	h	h	a	h	h	a	a	h	a	a	h	a	307:0, 467:0, 785:0, 4751:0, 5233:0	mouth / name / stomach / they / tongue / vomit
42-4	C	4	h	h	o	h	h	o	ɯ	β	u	u	h	o	142:0, 815:0, 897:0, 5393:0	bloom / clean / flower / man / older brother / person / white
256-3	C	3	h	h	-	-	h	h	Ø	ɦ	ɨ	ɨ	h	Ø	608:6, 1100:0, 2813:0	bow / breathe / get tired / milk / rest / river / water
244-2	C	2	h	h	ɨ	Ø	Ø	h	ɨ	Ø	Ø	Ø	h	h	609:0, 1033:1	path / town or village / yes
302-1	C	1	h	h	Ø	o	Ø	ɨ	ɯ	Ø	u	u	h	o	455:0	testicles
388-1	C	1	h	h	o	Ø	h	Ø	ʔ	h	Ø	u	h	o	4475:0	hide (conceal)
427-1	C	1	h	ʂ	ʂ	ʂ	Ø	Ø	ʂ	Ø	Ø	ʃ	ʂ	ʂ	5283:0	needle (for sewing)
453-1	C	1	h	h	i	i	h	i	i	Ø	Ø	i	h	Ø	5527:0	tail
490-1	C	1	h	Ø	Ø	h	Ø	Ø	ɨ	Ø	ɨ	ɨ	Ø	ɨ	5974:0	eye / seed
175-9	C	9	-	ʔ	t	-	-	-	t	-	-	-	i	i	2295:5, 3075:4, 4694:5, 5556:5, 4258:4, 6083:7, 44:4, 169:4, 263:5	carry / cure / day (not night) / embrace / heel / know (something) / language / nest / pinch / press / sleep / speak / squeeze
140-8	C	8	-	-	-	-	-	-	-	Ø	-	-	t	k	68:4, 1269:3, 1959:4, 3618:4, 4178:4, 4376:5, 4644:8, 6016:6	dance / fear (fright) / gather / give / half / join / jump / seize / sell / sew / smell (perceive) / smell (stink) / split / trap (catch) / wake up
170-8	C	8	-	-	∼	∼	-	m	Ø	Ø	Ø	n	-	-	3074:4, 3074:7, 3074:11, 3074:12, 165:4, 2687:4, 2836:4, 3186:4	breast / chest / dog / drunk / embrace / nasal mucus (snot) / nose / suckle (breastfeed, nurse)
232-8	C	8	-	ʔ	-	-	-	k	t	Ø	Ø	i	i	i	124:4, 124:6, 212:6, 948:2, 473:4, 1621:6, 1644:9, 2607:3	chew / cough / dig / fan (action) / field / snore / spin / wake up / wake up (someone)
118-5	C	5	-	-	-	-	-	n	-	-	n	-	-	-	3190:4, 4153:4, 4165:5, 4334:4, 5111:5	basket / frog / grass / milk / nasal mucus (snot)
288-5	C	5	-	ʔ	Ø	ʔ	-	-	t	Ø	Ø	i	-	o	559:7, 597:2, 1207:2, 1997:1, 3592:7	burn (something) / come / fear (fright) / thunder / touch
75-4	C	4	-	ʔ	t	-	-	-	t	Ø	Ø	i	t	k	770:2, 1354:2, 3178:4, 3877:4	bring / buy / get lost / go up (ascend) / marry / pick up / stand / walk / whistle
195-4	C	4	-	n	n	∼	-	-	n	Ø	-	-	-	-	263:4, 1054:4, 1131:5, 3592:10	bridge / fear (fright) / press / squeeze / you
250-4	C	4	-	-	-	-	-	k	-	-	Ø	k	-	-	1644:6, 3074:5, 4823:4, 5435:4	be silent / deaf / ear / embrace / fan (action) / no / not
32-3	C	3	-	-	t	-	-	-	t	-	Ø	-	-	-	4249:4, 5018:4, 5515:4	be born / cover / go / head / peel / roof / walk
36-3	C	3	-	-	-	-	-	-	-	-	d	-	-	-	4121:5, 4294:5, 4862:4	dawn / day (not night) / earth (soil) / egg / forest / lizard / sun / tree / year
38-3	C	3	-	-	-	-	-	-	-	w	t	-	-	-	531:3, 4332:4, 4909:4	bat / bone / neck
162-3	C	3	-	-	t	-	-	n	t	Ø	-	-	t	i	912:5, 1663:5, 1737:4	break (destroy or get destroyed) / choose / follow / pursue
166-3	C	3	-	-	t	-	-	Ø	i	Ø	Ø	i	i	k	748:5, 793:4, 4800:5	lift / wake up / wash
231-3	C	3	-	-	Ø	Ø	-	k	ɯ	-	Ø	β	Ø	o	184:6, 1100:6, 3074:8	breathe / embrace / get tired / rest / spider
240-3	C	3	-	t	t	t	a	-	t	Ø	Ø	i	t	k	565:4, 2597:3, 3769:3	arrive / come back / evening / tie
261-3	C	3	-	-	n	-	-	Ø	t	Ø	Ø	-	t	-	385:4, 748:4, 1351:4	buy / lift / scrape / sell / stomach / wake up
286-3	C	3	-	p	∼	ʂ	-	Ø	n	Ø	Ø	ʃ	t	ʃ	3521:2, 3592:5, 4694:4	dirty / fear (fright) / know (something)
290-3	C	3	-	k	ɨ	-	-	Ø	Ø	Ø	Ø	ɨ	-	ɨ	124:7, 559:8, 912:3	break (destroy or get destroyed) / snore / thunder
294-3	C	3	-	r	i	r	Ø	a	t	Ø	Ø	r	Ø	r	1648:4, 2496:2, 4644:5	chicken / dance / first / jump
35-2	C	2	-	-	t	-	-	-	Ø	i	Ø	-	t	-	845:5, 2790:3	bury / earth (soil) / wet
47-2	C	2	-	-	-	-	-	-	-	ʔ	Ø	-	-	-	2826:4, 5292:6	nest / river / water
52-2	C	2	-	-	t	-	-	Ø	t	t	Ø	-	-	i	4236:5, 5312:4	darkness / evening / give / night / sell
54-2	C	2	-	n	∼	-	ɨ	-	n	ɨ	n	-	-	-	3951:4, 4703:3	flat / lake
101-2	C	2	-	-	Ø	Ø	Ø	-	Ø	-	n	-	-	-	908:5, 1625:4	cloth / wash / who
105-2	C	2	-	-	-	k	-	-	-	Ø	Ø	Ø	i	i	2388:5, 2597:7	all / evening / finish
141-2	C	2	-	-	-	Ø	-	k	-	Ø	Ø	-	-	Ø	185:7, 483:6	blow (of wind) / boil (something) / wind
143-2	C	2	-	-	t	Ø	-	Ø	-	Ø	t	Ø	i	a	3646:4, 5854:4	big / bone / grow / increase / ripe / rub / scrape
182-2	C	2	-	-	-	Ø	p	-	t	-	Ø	t	-	k	1769:4, 5911:2	be silent / day (not night) / finger / light (radiation) / palm of hand / touch
255-2	C	2	-	ʃ	t	-	Ø	Ø	t	Ø	Ø	k	t	Ø	5612:2, 5839:4	grind / press / rotten / squeeze
305-1	C	1	-	-	Ø	-	Ø	-	-	Ø	ʂ	-	ʂ	-	455:4	testicles
311-1	C	1	-	-	-	ʔ	Ø	-	-	Ø	-	-	-	Ø	686:2	green / small / unripe / young
317-1	C	1	-	Ø	-	-	-	Ø	-	ʂ	-	-	-	-	897:4	clean / white
326-1	C	1	-	t	i	Ø	-	Ø	-	Ø	-	i	Ø	i	1765:4	chair / sit / sit down
327-1	C	1	-	-	Ø	Ø	p	-	Ø	-	Ø	Ø	Ø	-	1854:4	father
342-1	C	1	-	-	t	-	-	-	t	Ø	Ø	i	t	k	2745:4	dream (something)
347-1	C	1	-	-	t	-	-	-	t	Ø	Ø	-	t	k	3158:5	remember / think (reflect)
350-1	C	1	-	w	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	-	Ø	3592:8	fear (fright)
369-1	C	1	-	t	Ø	Ø	-	-	Ø	Ø	Ø	i	t	k	4282:4	fall
375-1	C	1	-	ʔ	t	-	-	Ø	-	Ø	-	-	t	k	4405:4	bathe / swim
403-1	C	1	-	t	t	∼	-	t	t	Ø	Ø	i	∼	k	4786:4	hammock / lie down / put
422-1	C	1	-	-	-	-	Ø	Ø	-	Ø	Ø	n	-	-	5149:3	mosquito
431-1	C	1	-	ʂ	-	-	Ø	Ø	-	Ø	Ø	ɨ	-	-	5283:5	needle (for sewing)
434-1	C	1	-	-	-	-	-	-	-	n	Ø	-	-	-	5292:4	nest
438-1	C	1	-	Ø	Ø	t	-	-	-	-	Ø	Ø	-	Ø	5333:4	no / not / sick
471-1	C	1	-	t	Ø	Ø	-	-	Ø	Ø	Ø	-	-	-	5747:4	rib / shoot
