ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SUBGROUP	COGID	COGIDS	MORPHEMES	BORROWING	ALIGNMENT
9329	Tsimane	sew	so’taqui	so’taqui	s o.ʔ t	None	Mosetén	5262	9631	?		s o.ʔ t -
9771	Chacobo	sew	quëshahaina	quëshahaina	k ɨ ʃ a	None	Pano	5259	9627	?		- k ɨ - ʃ a
23	EseEjja	shade	e-šawa	e-šawa	ʃ a w a	None	Tacana	5265	9655	?		ʃ a w - a -
24	EseEjja	shade	e-axaɲa	e-axaɲa	a x a ɲ a	None	Tacana	1578	198	?		a x a ɲ a
581	HuarayoEseEjja	shade	e-šawa	e-šawa	ʃ a w a	None	Tacana	5265	9655	?		ʃ a w - a -
976	Cashibo	shade	tupɨ̃	tupɨ̃	t u p ɨ̃	None	Pano	5266	9656	?		t u p ɨ̃ -
1417	Catuquina	shade	βari pãtɨ-ʔɨ	βari pãtɨ-ʔɨ	β a r i + p ã t ɨ + ʔ ɨ	None	Pano	3631	51 194 9658	sun/moon ? ?		β a r i - - + p ã t ɨ + ʔ ɨ
1418	Catuquina	shade	βari-ma	βari-ma	β a r i + m a	None	Pano	3638	51 809	sun/moon neg		β a r i - - + m a
1887	ShipiboConibo	shade	ota	ota	o t a	None	Pano	5264	9654	?		- o t a
1888	ShipiboConibo	shade	βɨi	βɨi	β ɨ i	None	Pano	1726	2155	cloud		β ɨ i
1889	ShipiboConibo	shade	kaya	kaya	k a j a	None	Pano	5271	9664	?		k a j a
1890	ShipiboConibo	shade	wɨa	wɨa	w ɨ a	None	Pano	2185	2741	light		w ɨ a
2532	Yaminahua	shade	mãta tõka	mãta tõka	m ã t a + t õ k a	None	Pano	1561	195 196	?		m ã t a + t õ k a
3327	Amahuaca	shade	hóta	hóta	ʔ ó/o t a	None	Pano	5264	9654	?		ʔ ó/o t a
3668	Capanahua	shade	hota	hota	ʔ o t a	None	Pano	5264	9654	?		ʔ o t a
4848	Moseten	shade	o'ɲom	o'ɲom	o ɲ o m	None	Mosetén	5270	9661	?		o ɲ o m
4849	Movima	shade	laɓa-yas	laɓa-yas	l a ɓ a + j a s	None	Movima	1456	182 2154	?		l a ɓ a + j a s
5420	Matses	shade	mayan	mayan	m a j a n	None	Pano	2292	2887	?		m a j a n
5421	Matses	shade	sauan	sauan	s a w a n	None	Pano	5265	9655	?		s a w - a n
6489	Kakataibo	shade	tupën	tupën	t ɯ p ɨ n	None	Pano	5266	9656	?		t ɯ p ɨ n
7168	Sharanahua	shade	ihuati	ihuati	i w a + t i	None	Pano	1954	2450 547	hide _:n_rel/instr		i w a - + t i
7752	Chipaya	shade	ziwza	ziwza	z i w z a	None	Uru-Chipaya	5265	9655	?		z i w z a -
8090	Cavinena	shade	aputa	aputa	a p u + t a	None	Tacana	2170	2725 746	dark ?		a p u + t a
8822	Tacana	shade	tanana	tanana	t a n a n a	None	Tacana	1587	199	?		t a n a n a
9238	Tsimane	shade	onom’	onom’	o n o m.ʔ	None	Mosetén	5270	9661	?		o n o m.ʔ
9817	Chacobo	shade	tëbaquishi	tëbaquishi	t ɨ β a k i ʃ i	None	Pano	5267	9659	?		t ɨ β a k i ʃ i
10227	Araona	shade	zeti shama	zeti shama	ɽ e t i + ʃ a m a	None	Tacana	341	11157 9655	sun ?		- ɽ e t i + ʃ a - m a -
325	EseEjja	shake	peo-peo-	peo-peo-	p e o + p e o	None	Tacana	957	1302 1302	shake shake		p e o + p e o
801	HuarayoEseEjja	shake	kwi-kaka-kwe	kwi-kaka-kwe	kʷ i + k a k a	None	Tacana	5278	9695 1304	shake		kʷ i + k a k a
802	HuarayoEseEjja	shake	xeti-ixaxa-kwe	xeti-ixaxa-kwe	x e t i + i x a x a	None	Tacana	4765	823 1078	?		x e t i + i x a x a
1229	Cashibo	shake	taka-ti	taka-ti	t a k a + t i	None	Pano	778	1251 1167	shake _:verbal		t a k a + t i
1666	Catuquina	shake	sakõ-	sakõ-	s a k õ	None	Pano	1227	1535	shake		s a k õ
2221	ShipiboConibo	shake	pɨrɨ̃ ati	pɨrɨ̃ ati	p ɨ r ɨ̃ + a t i	None	Pano	5325	9824 171	shake speak		p ɨ r - - ɨ̃ + a t i
2222	ShipiboConibo	shake	šakõ-ti	šakõ-ti	ʃ a k õ + t i	None	Pano	1227	1535 1167	shake _:verbal		ʃ a k õ + t i
2223	ShipiboConibo	shake	yakia-ti	yakia-ti	j a k i a + t i	None	Pano	0	256 1167	_:verbal		j a k i a + t i
2816	Yaminahua	shake	taa taa aki	taa taa aki	t a a + t a a + a k i	None	Pano	5275	9690 9690 9689	?		t a a + t a a + - a k i
2817	Yaminahua	shake	takɨ takɨš aki	takɨ takɨš aki	t a k ɨ + t a k ɨ ʃ + a k i	None	Pano	1124	1419 1419 9689	?		t a k ɨ + t a k ɨ + - a k i
3489	Amahuaca	shake	taríquin, vánahí	taríquin	t a r í/i + k i n	None	Pano	5326	9825 356	shake _:verbal		t a r í/i - + k i n
3490	Amahuaca	shake	taríquin, vánahí	vánahí	β á/a n a	None	Pano	4852	8550	move/plant		β á/a n a
4085	Capanahua	shake	xayanquin	xayanquin	ʂ a j a n	None	Pano	5274	9688	?		ʂ a j a n
4850	Moseten	shake	kafuɲ'yeʔ	kafuɲ'yeʔ	k a f u ɲ j e.ʔ	None	Mosetén	5280	9697	?		k a f u ɲ j e.ʔ
4851	Movima	shake	lirih-na	lirih-na	l i r i h + n a	None	Movima	0	9698 1968	_:verbal		l i r i h + n a
5894	Sharanahua	shake	tacatacashaqui	tacatacashaqui	t a k a + t a k a + ʃ a + k i	None	Pano	779	1251 1251 2172 176	shake shake ? _:verbal		t a k a + t a k a + ʃ a + k i
5895	Sharanahua	shake	tataqui	tataqui	t a t a + k i	None	Pano	0	9686 176	_:verbal		- t a t a + k i
6490	Kakataibo	shake	ratakati	ratakati	ɾ a t a + k a t i	None	Pano	5272	9686 1079	verbal_stem		- ɾ a t a + k a t i
6491	Kakataibo	shake	shaíkati	shaíkati	ʃ a.i k a + t i	None	Pano	0	9689 1167	_:verbal		ʃ a.i k a + t i
6899	Isconahua	shake	payapaya	payapaya	p a j a + p a j a	None	Pano	5279	9696 9696	?		p a j a + p a j a
7665	Chipaya	shake	tsat-z	tsat-z	ts a t	None	Uru-Chipaya	2133	2680	?		ts a t
8202	Cavinena	shake	itata, wisha	itata	i t a t a	None	Tacana	5272	9686	?		i t a t a
8203	Cavinena	shake	itata, wisha	wisha	w i ʃ a	None	Tacana	1287	1594	?		w i ʃ a
8766	Tacana	shake	patara, ria	patara	p a t a ɾ a	None	Tacana	5277	9693	?		p a t a ɾ a
8767	Tacana	shake	patara, ria	ria	ɾ i a	None	Tacana	5273	9687	?		ɾ i a
9326	Tsimane	shake	sijsijyequi	sijsijyequi	s i h s i h j e + k i	None	Mosetén	0	9699 643	_:verbal		s i h s i h j e + k i
9699	Chacobo	shake	nëbohaina	nëbohaina	n ɨ β o	None	Pano	5276	9691	?		n ɨ β o
10106	Araona	shake	lia	lia	l i a	None	Tacana	5273	9687	?		l i a
474	EseEjja	sharp	-šexi	-šexi	ʃ e x i	None	Tacana	2960	3749	?		ʃ e x i
475	EseEjja	sharp	išio-	išio-	i ʃ i o	None	Tacana	2955	3743	?		i ʃ i o
914	HuarayoEseEjja	sharp	kia-hewi	kia-hewi	k i a + h e w i	None	Tacana	5287	3797 9729	_:pref_give ?		k i a + h e w i
1336	Cashibo	sharp	kʷɨno-	kʷɨno-	kʷ ɨ + n o	None	Pano	5281	9727 3754	sharp		kʷ ɨ + n o
1798	Catuquina	sharp	kɨwã	kɨwã	k ɨ + w ã	None	Pano	5285	9727 3756	sharp sharp		k ɨ + w ã
2416	ShipiboConibo	sharp	kɨ̃-šo	kɨ̃-šo	k ɨ̃ + ʃ o	None	Pano	5282	9727 3744	?		k ɨ̃ + ʃ o
2960	Yaminahua	sharp	iškia	iškia	i ʃ k i a	None	Pano	5286	9728	?		i ʃ k i a
3331	Amahuaca	sharp	cunó	cunó	k ɨ + n ó/o	None	Pano	5283	9727 3754	sharp sharp		k ɨ + n ó/o
3928	Capanahua	sharp	queno	queno	k ɨ + n o	None	Pano	5283	9727 3754	sharp sharp		k ɨ + n o
4852	Moseten	sharp	mo'taksi	mo'taksi	m o t a k s i	None	Mosetén	5288	9730	?		m o t a k s i
4853	Movima	sharp	pe-res-ni	pe-res-ni	p e + r e s + n i	None	Movima	5289	9731 9732 9733	? _:deriv		p e + r e s + n i
5896	Sharanahua	sharp	cuhuan	cuhuan	k ɨ + w a.n	None	Pano	5285	9727 3756	sharp sharp		k ɨ + w a.n
5897	Sharanahua	sharp	cuno	cuno	k ɨ + n u	None	Pano	5283	9727 3754	sharp sharp		k ɨ + n u
6492	Kakataibo	sharp	kuënukë	kuënukë	k ɯɨ + n ɯ k ɨ	None	Pano	5281	9727 3757	undefined		k ɯɨ + n ɯ k ɨ
6900	Isconahua	sharp	kenoa	kenoa	k ɨ + n o + a	None	Pano	5284	9727 3754 3748	sharp sharp ?		k ɨ + n o + a
8308	Cavinena	sharp	kweru	kweru	kʷ e + r u	None	Tacana	5281	9727 3758	undefined		kʷ e + r u
8783	Tacana	sharp	quejuda	quejuda	k e h u + d a	None	Tacana	0	9734 3761	_:adj		k e h u + d a
3075	Amahuaca	sharpen (something)	cúnoquín	cúnoquín	k ɨ n o	None	Pano	5290	9749	?		k ɨ n o
3929	Capanahua	sharpen (something)	quenoquin, xexquiquin	quenoquin	k ɨ n o	None	Pano	5290	9749	?		k ɨ n o
3930	Capanahua	sharpen (something)	quenoquin, xexquiquin	xexquiquin	ʂ ɨ ʂ k i	None	Pano	5295	9755	?		ʂ ɨ ʂ k i
7060	Kakataibo	sharpen (something)	xëtoti	xëtoti	ʂ ɨ t ɤ + t i	None	Pano	0	9753 1167	_:verbal		ʂ ɨ t ɤ + t i
7092	Matses	sharpen (something)	cuëno	cuëno	kʷ ɨ n o	None	Pano	5290	9749	sharpen		kʷ ɨ n o
7155	Sharanahua	sharpen (something)	cunoi, ishqui	cunoi	k ɨ n u + i	None	Pano	0	9749 591	_:verbal		k ɨ n u + - i
7156	Sharanahua	sharpen (something)	cunoi, ishqui	ishqui	i ʃ + k i	None	Pano	0	3271 176	_:verbal		i ʃ + k i
7217	Chipaya	sharpen (something)	hat-z	hat-z	h a t	None	Uru-Chipaya	5293	9752	?		h a t
7781	Isconahua	sharpen (something)	keno	keno	k ɨ n o	None	Pano	5290	9749	?		k ɨ n o
7879	Tacana	sharpen (something)	racua	racua	ɾ a kʷ a	None	Tacana	5292	9750	?		ɾ a kʷ a
7939	Chacobo	sharpen (something)	quënohaina	quënohaina	k ɨ n o	None	Pano	5290	9749	?		k ɨ n o
7996	Araona	sharpen (something)	lacua	lacua	l a kʷ a	None	Tacana	5292	9750	?		l a kʷ a
8309	Cavinena	sharpen (something)	kwerutura	kwerutura	kʷ e r u + t u r a	None	Tacana	5291	9749 3269	?		kʷ e r u + t u r a
9208	Tsimane	sharpen (something)	motaqui	motaqui	m o t	None	Mosetén	5294	9754	?		m o t
459	EseEjja	shine	hihi-nahe	hihi-nahe	h i h i	None	Tacana	4601	78	burn		h i h - - i -
898	HuarayoEseEjja	shine	sio-kwe	sio-kwe	s i o	None	Tacana	2389	3049	?		s i o
1326	Cashibo	shine	i'ču-ti	i'ču-ti	i tʃ u + t i	None	Pano	0	3047 1167	_:verbal		i tʃ u + t i
1784	Catuquina	shine	hota-	hota-	h o t a	None	Pano	5296	9766	?		h o t a
2392	ShipiboConibo	shine	hoɨti	hoɨti	h o ɨ t i	None	Pano	2880	3648	?		h o ɨ t i
2393	ShipiboConibo	shine	pɨnɨ-ti	pɨnɨ-ti	p ɨ n ɨ + t i	None	Pano	5104	930 1167	bright _:verbal		p ɨ n ɨ + t i
2945	Yaminahua	shine	βaβɨ-kĩ	βaβɨ-kĩ	β a β ɨ + k ĩ	None	Pano	0	9781 1186	_:verbal		β a β ɨ + - k ĩ
3141	Amahuaca	shine	shivínquin	shivínquin	ʃ i β í/i n + k i n	None	Pano	0	3043 356	_:verbal		ʃ i β í/i n + k i n
4091	Capanahua	shine	xehnati, xabati	xehnati	ʂ ɨ ʔ n a + t i	None	Pano	0	3046 1167	_:verbal		ʂ ɨ ʔ n a + t i
4092	Capanahua	shine	xehnati, xabati	xabati	ʂ a β a + t i	None	Pano	2188	2742 1167	light _:verbal		ʂ a β a + t i
4854	Moseten	shine	tču'ɲem-ki	tču'ɲem-ki	tʃ u ɲ e m + k i	None	Mosetén	1096	1388 643	bright _:verbal		tʃ u ɲ e m + k i
4855	Movima	shine	heʔ-les-ni	heʔ-les-ni	h e ʔ + l e s + n i	None	Movima	2410	3075 1714 3042	bright bright _:deriv		h e ʔ + l e s + n i
5422	Matses	shine	ʈʂënque	ʈʂënque	ʈʂ ɨ n + k e	None	Pano	0	3044 1204	_:verbal		ʈʂ ɨ n + k e
5898	Sharanahua	shine	chashai	chashai	tʃ a ʃ a i	None	Pano	5298	9776	?		tʃ a ʃ a i
5899	Sharanahua	shine	facaiqui	facaiqui	β a k a i + k i	None	Pano	1089	1381 176	bright _:verbal		β a - k a i + k i
6493	Kakataibo	shine	kashtáti	kashtáti	k a ʃ t a + t i	None	Pano	0	9772 1167	_:verbal		k a ʃ t a + t i
6494	Kakataibo	shine	pëxti	pëxti	p ɨ ʂ + t i	None	Pano	0	9780 1167	_:verbal		p ɨ ʂ + t i
7477	Chipaya	shine	llij-z	llij-z	ʎ i x	None	Uru-Chipaya	2399	3059	bright		ʎ i x
7893	Chacobo	shine	bajrahaina	bajrahaina	β a h r a	None	Pano	1092	1382	bright		β a h r a
8434	Cavinena	shine	uda	uda	u d a	None	Tacana	1356	170	light		- u d a
8566	Tacana	shine	dharu-dharu-a, d’ia	dharu-dharu-a	ð a ɾ u + ð a ɾ u + a	None	Tacana	5299	9777 9778 1486	shine _:verbal		ð a ɾ u + ð a ɾ u + a
8567	Tacana	shine	dharu-dharu-a, d’ia	d’ia	ɽ i a	None	Tacana	5301	9784	?		ɽ i a
9255	Tsimane	shine	pashjeyaqui	pashjeyaqui	p a ʃ	None	Mosetén	2396	3056	shine		p a ʃ
206	EseEjja	shit (defecate)	see-	see-	s e e	None	Tacana	5309	9802	shit		- - s e e
709	HuarayoEseEjja	shit (defecate)	see-kwe	see-kwe	s e e	None	Tacana	5309	9802	shit		- - s e e
1116	Cashibo	shit (defecate)	poi-	poi-	p o i	None	Pano	5304	9799	?		p o - i
1559	Catuquina	shit (defecate)	poʔi i-	poʔi i-	p o ʔ i + i	None	Pano	0	9799 591	_:verbal		p o ʔ i + - i
2085	ShipiboConibo	shit (defecate)	poi-ti	poi-ti	p o i + t i	None	Pano	0	9799 1167	_:verbal		p o - i + t i
2687	Yaminahua	shit (defecate)	saβa-kĩ	saβa-kĩ	s a β a + k ĩ	None	Pano	0	1296 1186	_:verbal		s a β a + - k ĩ
3896	Capanahua	shit (defecate)	pohihi	pohihi	p o ʔ i + ʔ i	None	Pano	0	9799 174	_:verbal		p o ʔ i + ʔ i
4355	Moseten	shit (defecate)	wæsæ-'ki	wæsæ-'ki	w ə s ə + k i	None	Mosetén	0	9802 643	_:verbal		w ə s ə - + k i
4356	Movima	shit (defecate)	momo-kʷa	momo-kʷa	m o m o + kʷ a	None	Movima	915	1293 1177	absolute_state		m o m o + kʷ a
5550	Matses	shit (defecate)	chimu	chimu	tʃ i m u	None	Pano	5303	9798	?		tʃ i m u
5551	Matses	shit (defecate)	pien	pien	p i e n	None	Pano	917	1294	?		p i e n
6101	Sharanahua	shit (defecate)	poi	poi	p u i	None	Pano	5304	9799	?		p u - i
6102	Sharanahua	shit (defecate)	sahuai	sahuai	s a w a.i	None	Pano	925	1296	?		s a w a.i
6495	Kakataibo	shit (defecate)	puiti	puiti	p ɯ i + t i	None	Pano	0	9799 1167	_:verbal		p ɯ - i + t i
6901	Isconahua	shit (defecate)	poi	poi	p o i	None	Pano	5304	9799	?		p o - i
7739	Chipaya	shit (defecate)	zhqoñ-z	zhqoñ-z	ʐ q o ɲ	None	Uru-Chipaya	5308	9801	?		ʐ q o ɲ
8146	Cavinena	shit (defecate)	dumi	dumi	d u m i	None	Tacana	5303	9798	?		d u m i
9408	Tsimane	shit (defecate)	väseja’	väseja’	ʋ ə s e + h a.ʔ	None	Mosetén	5310	9802 1295	?		ʋ ə s e - + h a.ʔ
9761	Chacobo	shit (defecate)	pohihaina	pohihaina	p o ʔ i	None	Pano	5304	9799	?		p o ʔ i
9992	Araona	shit (defecate)	domi	domi	d o m i	None	Tacana	5303	9798	?		d o m i
207	EseEjja	shiver	peo-peo-nahe	peo-peo-nahe	p e o + p e o	None	Tacana	957	1302 1302	shake shake		p e o + p e o
208	EseEjja	shiver	kaka-kaka-nahe	kaka-kaka-nahe	k a k a + k a k a	None	Tacana	966	1304 1304	shake ?		k a k a + k a k a
711	HuarayoEseEjja	shiver	pio-pio-kwe	pio-pio-kwe	p i o + p i o	None	Tacana	957	1302 1302	?		p i o + p i o
1117	Cashibo	shiver	βɨrɨ-ti	βɨrɨ-ti	β ɨ r ɨ + t i	None	Pano	5324	9824 1167	shake _:verbal		β ɨ r - - ɨ + t i
1561	Catuquina	shiver	sakõ-na-	sakõ-na-	s a k õ + n a	None	Pano	1228	1535 1068	shake ?		s a k õ + n a -
2086	ShipiboConibo	shiver	onic̷ati	onic̷ati	o n i ts a + t i	None	Pano	0	1793 1167	_:verbal		o n i ts a + t i
2690	Yaminahua	shiver	čoa-kĩ	čoa-kĩ	tʃ o a + k ĩ	None	Pano	0	1299 1186	_:verbal		tʃ o a + - k ĩ
3040	Amahuaca	shiver	pári-paríhqui	pári-paríhqui	p á/a r i + p a r í/i ʔ + k i	None	Pano	761	1245 9825 176	? _:verbal		p á/a r i + p a r í/i ʔ + k i
4015	Capanahua	shiver	tastahihqui, tarihihqui, shacoti	tastahihqui	t a s t a + ʔ i ʔ k i	None	Pano	935	1298 1265	verbal		t a s t a + ʔ i ʔ k i
4016	Capanahua	shiver	tastahihqui, tarihihqui, shacoti	tarihihqui	t a r i + ʔ i ʔ k i	None	Pano	5327	9825 1265	shake verbal		t a r i - + ʔ i ʔ k i
4017	Capanahua	shiver	tastahihqui, tarihihqui, shacoti	shacoti	ʃ a k o + t i	None	Pano	1227	1535 1167	shake _:verbal		ʃ a k o + t i
4856	Moseten	shiver	no-'čučui	no-'čučui	n o + tʃ u tʃ u i	None	Mosetén	1934	2411 2422	?		n o + tʃ u tʃ u i
4857	Movima	shiver	lititi	lititi	l i t i t i	None	Movima	965	1303	?		l i t i t i
5423	Matses	shiver	ʂëcque	ʂëcque	ʂ ɨ k + k e	None	Pano	0	2394 1204	_:verbal		ʂ ɨ k + k e
5900	Sharanahua	shiver	saquiqui	saquiqui	s a k i + k i	None	Pano	0	9828 176	_:verbal		s a k i + k i
6496	Kakataibo	shiver	bërëti	bërëti	β̞ ɨ ɾ ɨ + t i	None	Pano	5324	9824 1167	shake _:verbal		β̞ ɨ ɾ - - ɨ + t i
6497	Kakataibo	shiver	shaíkiti	shaíkiti	ʃ a i + k i t i	None	Pano	0	2323 576	_:verbal		ʃ a i + k i t i
6902	Isconahua	shiver	wana wana ik	wana wana ik	w a n a + w a n a + i k	None	Pano	5331	9832 9832 9827	?		w a n a + w a n a + i k
7362	Chipaya	shiver	cheqh-z	cheqh-z	tʃ e qʰ	None	Uru-Chipaya	927	1297	?		tʃ e qʰ
8369	Cavinena	shiver	piriri, tadada	piriri	p i r i r i	None	Tacana	5324	9824	shake		p i r i r i
8370	Cavinena	shiver	piriri, tadada	tadada	t a d a d a	None	Tacana	5328	9826	?		t a d a d a
9293	Tsimane	shiver	rävä’vaij, rićhi’ćhi	rävä’vaij	r ə ʋ ə.ʔ + ʋ a i h	None	Mosetén	5332	9834 1301	?		r ə ʋ ə.ʔ + ʋ a i h
9294	Tsimane	shiver	rävä’vaij, rićhi’ćhi	rićhi’ćhi	r i tʃʰ i.ʔ + tʃʰ i	None	Mosetén	5329	9826 1300	?		r i tʃʰ - - i.ʔ + tʃʰ i
9594	Chacobo	shiver	imahaina	imahaina	i m a	None	Pano	5330	9830	?		i m a
10107	Araona	shiver	liati	liati	l i a t i	None	Tacana	1434	1792	?		l i a t i
559	EseEjja	shoot	hahawowo-nahe	hahawowo-nahe	h a h a w o w o	None	Tacana	5338	9865	?		h a h a w o w o
958	HuarayoEseEjja	shoot	tekwa-kwe	tekwa-kwe	t e kʷ a	None	Tacana	5337	9864	shoot		t e kʷ a
1393	Cashibo	shoot	ni-ti	ni-ti	n i + t i	None	Pano	0	9863 1167	_:verbal		n i + t i
1856	Catuquina	shoot	tɨkõ-	tɨkõ-	t ɨ k õ	None	Pano	2708	3473	shoot		t ɨ k õ
2510	ShipiboConibo	shoot	tooati	tooati	t o o a + t i	None	Pano	0	9867 1167	_:verbal		t o o a - + t i
3031	Yaminahua	shoot	too aki	too aki	t o o + a k i	None	Pano	5341	9867 572	?		t o o - - + a k i
3885	Capanahua	shoot	pishiti	pishiti	p i ʃ i + t i	None	Pano	5002	9009 1167	side/rib _:verbal		p i ʃ i + t i
4858	Moseten	shoot	'tohyi	'tohyi	t o h + j i	None	Mosetén	0	9867 1181	_:verbal		t o - - h + j i
4859	Movima	shoot	man-na	man-na	m a n + n a	None	Movima	0	9868 1968	_:verbal		m a n + n a
6061	Sharanahua	shoot	tohuui	tohuui	t u w ɨ + i	None	Pano	0	9869 591	_:verbal		t u w ɨ + - i
6498	Kakataibo	shoot	túnkati	túnkati	t ɯ n + k a t i	None	Pano	5340	9867 1079	verbal_stem		t ɯ - - n + k a t i
6903	Isconahua	shoot	pisha	pisha	p i ʃ a	None	Pano	5336	9862	?		p i ʃ a
7064	Amahuaca	shoot	cánuquin	cánuquin	k á/a n ɨ + k i n	None	Pano	5334	9860 356	throw _:verbal		k á/a n ɨ + k i n
7143	Matses	shoot	tsine	tsine	ts i n e	None	Pano	5339	9866	?		ts i n e
8408	Cavinena	shoot	tekwa, mare	tekwa	t e kʷ a	None	Tacana	5337	9864	shoot		t e kʷ a
8409	Cavinena	shoot	tekwa, mare	mare	m a r e	None	Tacana	2805	3567	?		m a r e
8738	Tacana	shoot	metse nuru, puju-ju	metse nuru	m e ts e + n u ɾ u	None	Tacana	2809	3569 3570	?		m e ts e + n u ɾ u
8739	Tacana	shoot	metse nuru, puju-ju	puju-ju	p u h u + h u	None	Tacana	2804	3564 3565	?		p u h u + h u
8979	Tsimane	shoot	ca’shaqui, tojnaqui	ca’shaqui	k a.ʔ ʃ	None	Mosetén	5343	9871	?		k a.ʔ ʃ
8980	Tsimane	shoot	ca’shaqui, tojnaqui	tojnaqui	t o h	None	Mosetén	5340	9867	?		t o - - h
9703	Chacobo	shoot	niahaina	niahaina	n i + a	None	Pano	0	9863 77	_:verbal		n i + a
10089	Araona	shoot	jia	jia	h i a	None	Tacana	5335	9861	throw		h i a
408	EseEjja	short	-čiʔa	-čiʔa	tʃ i ʔ a	None	Tacana	5345	9888	?		tʃ i ʔ a
409	EseEjja	short	-kepe	-kepe	k e p e	None	Tacana	2086	2617	?		k e p e
861	HuarayoEseEjja	short	kia-kepe	kia-kepe	k i a + k e p e	None	Tacana	2086	3797 2617	_:pref_give ?		k i a + k e p e
1288	Cashibo	short	mɨ'tu	mɨ'tu	m ɨ t u	None	Pano	2085	2616	?		m ɨ t u
1739	Catuquina	short	toko-pičṣ̌a	toko-pičṣ̌a	t o k o + p i ʃ tʃ a	None	Pano	5345	9888 9890	short		t o k o + p i ʃ tʃ a
2325	ShipiboConibo	short	nɨ̃kɨma	nɨ̃kɨma	n ɨ̃ k ɨ + m a	None	Pano	5347	9893 809	neg		n ɨ̃ k ɨ + m a
2326	ShipiboConibo	short	tĩko	tĩko	t ĩ k o	None	Pano	5345	9888	?		t ĩ k o
2888	Yaminahua	short	tiṣ̌o-pišta	tiṣ̌o-pišta	t i ʂ o + p i ʃ t a	None	Pano	5345	9888 9890	short		t i ʂ o + p i ʃ t a
3429	Amahuaca	short	tóro	tóro	t ó/o r o	None	Pano	5345	9888	?		t ó/o r o
4860	Moseten	short	'taknis	'taknis	t a k n i + s	None	Mosetén	0	2615 2559	_:nmlz		t a k n i + s
4861	Moseten	short	mi'kias	mi'kias	m i k i a + s	None	Mosetén	0	9894 2559	_:nmlz		m i k i a + s
4862	Movima	short	te-ɗes	te-ɗes	t e + ɗ e s	None	Movima	2084	2614 9892	?		t e + ɗ e s
5424	Matses	short	buʂcu	buʂcu	b u ʂ k u	None	Pano	5346	9890	?		b u ʂ k u
5901	Sharanahua	short	chito	chito	tʃ i t u	None	Pano	5345	9888	?		tʃ i t u
5902	Sharanahua	short	shatuishta	shatuishta	ʃ a t ɨ + i ʃ t a	None	Pano	5349	9895 9890	?		ʃ a t ɨ + - i ʃ t a
6499	Kakataibo	short	mëtú	mëtú	m ɨ t ɯ	None	Pano	2085	2616	?		m ɨ t ɯ
6904	Isconahua	short	bosto	bosto	β o s t o	None	Pano	5346	9890	?		β o s t o
8431	Cavinena	short	tyubu	tyubu	tʲ u b u	None	Tacana	5345	9888	?		tʲ u b u
9197	Tsimane	short	meca’	meca’	m e k a.ʔ	None	Mosetén	5348	9894	?		m e k - a.ʔ
9554	Chacobo	short	chitë	chitë	tʃ i t ɨ	None	Pano	5345	9888	?		tʃ i t ɨ
9901	Araona	short	apocopoco	apocopoco	a + p o k o + p o k o	None	Tacana	2083	3831 2612 2612	_:adj ? ?		- - - - a + p o k o + p o k o
159	EseEjja	shoulder	e-ɓaʔaxa	e-ɓaʔaxa	ɓ a ʔ a x a	None	Tacana	5359	9914	?		ɓ a ʔ a x a
160	EseEjja	shoulder	e-ɓeyoxo	e-ɓeyoxo	ɓ e + j o x o	None	Tacana	3782	561 286	back ?		ɓ e - + j o x o
676	HuarayoEseEjja	shoulder	e-beoxo	e-beoxo	b e + o x o	None	Tacana	3784	561 393	back ?		b e - + o x o
1082	Cashibo	shoulder	tɨ'kɨmpata	tɨ'kɨmpata	t ɨ + k ɨ m p a t a	None	Pano	4990	898 899	undefined		t ɨ + k ɨ m p a t a
1519	Catuquina	shoulder	pɨšo	pɨšo	p ɨ + ʂ o	None	Pano	2788	355 668	:back_prefix back		p ɨ + ʂ o
2026	ShipiboConibo	shoulder	pɨ-	pɨ-	p ɨ	None	Pano	2773	355	:back_prefix		p ɨ
2642	Yaminahua	shoulder	põ-ti	põ-ti	p õ + t i	None	Pano	5056	915 547	arm _:n_rel/instr		p õ - + t i
3385	Amahuaca	shoulder	púxacáa	púxacáa	p ɨ + ʂ a k á/a a	None	Pano	2793	355 903	:back_prefix ?		p ɨ + ʂ a k á/a a
3874	Capanahua	shoulder	pexo tocan, perebo	pexo tocan	p ɨ + ʂ o + t o k a n	None	Pano	2789	355 668 9915	:back_prefix back ?		p ɨ + ʂ o + t o k a n
3875	Capanahua	shoulder	pexo tocan, perebo	perebo	p ɨ + r ɨ β o	None	Pano	2792	355 902	:back_prefix ?		p ɨ + r ɨ β o
4863	Moseten	shoulder	bih'bi	bih'bi	b i h + b i	None	Mosetén	3785	561 561	back back		b i h + b i h
4864	Movima	shoulder	ɗolala-kʷa	ɗolala-kʷa	ɗ o l a l a + kʷ a	None	Movima	5372	9921 1177	absolute_state		ɗ o l a l a + kʷ a
5425	Matses	shoulder	canti chiadte	canti chiadte	k a n t i + tʃ i a d + t e	None	Pano	5362	9919 2303 161	undefined ? _:instr		k a n t i + tʃ i a d + t e
5903	Sharanahua	shoulder	poti	poti	p u + t i	None	Pano	5359	9914 547	undefined _:n_rel/instr		p u - - - - + t i
5904	Sharanahua	shoulder	tushparaca	tushparaca	t ɨ + ʃ p a r a k a	None	Pano	4990	898 904	undefined		t ɨ + ʃ p a r a k a
