ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SUBGROUP	COGID	COGIDS	MORPHEMES	BORROWING	ALIGNMENT
5883	Sharanahua	run	ichoi	ichoi	i tʃ u.i	None	Pano	1656	2075	?		i tʃ u.i
6476	Kakataibo	run	abati	abati	a β̞ a + t i	None	Pano	0	9342 1167	_:verbal		a β̞ a + t i
6893	Isconahua	run	choroin	choroin	tʃ o ɾ o i n	None	Pano	2549	3246	run		tʃ o ɾ o i n
7721	Chipaya	run	zat-z	zat-z	z a t	None	Uru-Chipaya	2427	3100	?		z a t
8417	Cavinena	run	tsajaja	tsajaja	ts a h a h a	None	Tacana	1658	2077	?		ts a h a h a
8727	Tacana	run	jududu	jududu	h u d u d u	None	Tacana	1657	2076	?		h u d u d u
9267	Tsimane	run	p̂iqui	p̂iqui	pʰ i k i	None	Mosetén	5120	9348	?		pʰ i k i
9604	Chacobo	run	jabahaina	jabahaina	h a β a	None	Pano	3357	4310	flee		h a β a
10095	Araona	run	jododo	jododo	h o d o d o	None	Tacana	1657	2076	?		h o d o d o
1161	Cashibo	salt	taši	taši	t a ʃ i	None	Pano	5123	9369	salt		t a ʃ i
1162	Cashibo	salt	ta'šĩ-ti	ta'šĩ-ti	t a ʃ ĩ + t i	None	Pano	0	9369 1167	_:verbal		t a ʃ ĩ + t i
1600	Catuquina	salt	sao	sao	s a o	None	Pano	5126	9370	?		s a - o
2140	ShipiboConibo	salt	taši	taši	t a ʃ i	None	Pano	5123	9369	salt		t a ʃ i
2734	Yaminahua	salt	taši	taši	t a ʃ i	None	Pano	5123	9369	salt		t a ʃ i
3289	Amahuaca	salt	tashí	tashí	t a ʃ í/i	None	Pano	5123	9369	salt		t a ʃ í/i
4014	Capanahua	salt	tashi	tashi	t a ʃ i	None	Pano	5123	9369	salt		t a ʃ i
4823	Moseten	salt	hii'ko	hii'ko	h ii k o	None	Mosetén	5130	9374	?		h ii k o -
4824	Movima	salt	ɗoyon̉	ɗoyon̉	ɗ o j o p ʔⁿ	None	Movima	5131	9375	?		ɗ o j o p ʔⁿ
5411	Matses	salt	sa	sa	s a	None	Pano	5126	9370	?		s a - -
5884	Sharanahua	salt	sao	sao	s a u	None	Pano	5126	9370	?		s a - u
6477	Kakataibo	salt	tashi	tashi	t a ʃ i	None	Pano	5123	9369	salt		t a ʃ i
6894	Isconahua	salt	sari	sari	s a ɾ i	None	Pano	5126	9370	?		s a ɾ i
7709	Chipaya	salt	yaku	yaku	j a k u	None	Uru-Chipaya	5129	9373	?		j a k u
8113	Cavinena	salt	banu	banu	b a n u	None	Tacana	5127	9371	?		b a n u
8498	Tacana	salt	banu	banu	b a n u	None	Tacana	5127	9371	?		b a n u
9165	Tsimane	salt	jicoj	jicoj	h i k o h	None	Mosetén	5130	9374	?		h i k o h
9562	Chacobo	salt	chopara	chopara	tʃ o p a r a	None	Pano	5128	9372	?		tʃ o p a r a
3	EseEjja	sand	meši-hahi	meši-hahi	m e ʃ i + h a h i	None	Tacana	2554	3249 3251	dust dust		m e ʃ i + h a h i
565	HuarayoEseEjja	sand	meši hahi	meši hahi	m e ʃ i + h a h i	None	Tacana	2554	3249 3251	dust dust		m e ʃ i + h a h i
963	Cashibo	sand	masi	masi	m a s i	None	Pano	2553	3249	dust		m a s i
1401	Catuquina	sand	mači	mači	m a ʃ i	None	Pano	2553	3249	dust		m a ʃ i
1863	ShipiboConibo	sand	ma-ši	ma-ši	m a ʃ i	None	Pano	2553	3249	dust		m a ʃ i
2516	Yaminahua	sand	maši	maši	m a ʃ i	None	Pano	2553	3249	dust		m a ʃ i
3123	Amahuaca	sand	míshpopán	míshpopán	m í/i ʃ p o + p á/a n	None	Pano	3400	444 2130	ash ?		m í/i ʃ p o + p á/a n
3766	Capanahua	sand	mashi	mashi	m a ʃ i	None	Pano	2553	3249	dust		m a ʃ i
4825	Moseten	sand	ha'maiɲ	ha'maiɲ	h a m a i ɲ	None	Mosetén	5134	9391	?		h a m a i ɲ
4826	Movima	sand	wiʔwis	wiʔwis	w i ʔ w i s	None	Movima	5138	9395	?		w i ʔ w i s
5412	Matses	sand	masi	masi	m a s i	None	Pano	2553	3249	dust		m a s i
5885	Sharanahua	sand	mainfin	mainfin	m a i n + β i n	None	Pano	5135	9391 19	?		- - m a i n + β i n
5886	Sharanahua	sand	unu main	unu main	ɨ n ɨ + m a i n	None	Pano	2475	315 9391	water ?		- ɨ n ɨ + - - m a i n
6478	Kakataibo	sand	masi	masi	m a s i	None	Pano	2553	3249	dust		m a s i
6895	Isconahua	sand	mashi	mashi	m a ʃ i	None	Pano	2553	3249	dust		m a ʃ i
7528	Chipaya	sand	phila, tsayi	phila	pʰ i l a	None	Uru-Chipaya	5136	9392	?		pʰ i l a
7529	Chipaya	sand	phila, tsayi	tsayi	ts a j i	None	Uru-Chipaya	5139	9398	?		ts a j i
8730	Tacana	sand	jutu-jutu	jutu-jutu	h u t u + h u t u	None	Tacana	5137	9393 9393	?		h u t u + h u t u
9127	Tsimane	sand	jaman	jaman	h a m a n	None	Mosetén	5134	9391	?		h a m a - n
9665	Chacobo	sand	mashënë	mashënë	m a ʃ ɨ + n ɨ	None	Pano	2553	3249 315	water		m a ʃ ɨ + - - n ɨ
10127	Araona	sand	mezizo	mezizo	m e ɽ i ɽ o	None	Tacana	5133	9390	?		m e ɽ i ɽ o
10292	Kaxarari	sand	hɨnɨmaˈʃi	hɨnɨmaˈʃi	h ɨ n ɨ + m a ʃ i	None	Pano	2472	315 3249	water dust		h ɨ n ɨ + m a ʃ i
539	EseEjja	say	po-a-	po-a-	p o + a	None	Tacana	5148	9422 3642	say		p o + a
540	EseEjja	say	a-ka-	a-ka-	a + k a	None	Tacana	2876	3642 1255	say _:verbal		a + k a
950	HuarayoEseEjja	say	a-kwe	a-kwe	a	None	Tacana	2876	3642	say		a
1376	Cashibo	say	ka-ti	ka-ti	k a + t i	None	Pano	629	1206 1167	say _:verbal		k a + t i
1839	Catuquina	say	i-	i-	i	None	Pano	0	591	_:verbal		- i
2482	ShipiboConibo	say	ati	ati	a t i	None	Pano	1363	171	speak		a t i
2483	ShipiboConibo	say	iti	iti	i t i	None	Pano	1217	152	say		i t i
2484	ShipiboConibo	say	yoi-ti	yoi-ti	j o i + t i	None	Pano	0	9417 1167	_:verbal		- - j o - i + t i
3007	Yaminahua	say	yoi-kĩ	yoi-kĩ	j o i + k ĩ	None	Pano	0	9417 1186	_:verbal		- - j o - i + - k ĩ
3380	Amahuaca	say	yóhiquín	yóhiquín	j ó/o ʔ i	None	Pano	5142	9417	?		- - j ó/o ʔ i
4143	Capanahua	say	yohiquin, hahquin	yohiquin	j o ʔ i	None	Pano	5142	9417	?		- - j o ʔ i
4144	Capanahua	say	yohiquin, hahquin	hahquin	ʔ a ʔ	None	Pano	5147	9421	?		ʔ a ʔ
4827	Moseten	say	he'yaki	he'yaki	h e j a + k i	None	Mosetén	0	9417 643	_:verbal		h e j - - a + k i
4828	Movima	say	han-kʷa	han-kʷa	h a n + kʷ a	None	Movima	2877	3643 1177	absolute_state		h a n + kʷ a
5413	Matses	say	que	que	k e	None	Pano	0	1204	_:verbal		k e
5887	Sharanahua	say	iqui	iqui	i k i	None	Pano	701	1226	verbal_stem		i k i
6100	Sharanahua	say	huai	huai	w a i	None	Pano	3304	4215	speak		w a i
6479	Kakataibo	say	kati	kati	k a + t i	None	Pano	629	1206 1167	say _:verbal		k a + t i
6480	Kakataibo	say	kiti	kiti	k i t i	None	Pano	3849	576	verbal		k i t i
7441	Chipaya	say	khiy-z	khiy-z	kʰ i j	None	Uru-Chipaya	3306	4222	?		kʰ i j
8257	Cavinena	say	ju	ju	h u	None	Tacana	5142	9417	?		- - - - h u
8465	Tacana	say	a, pu	a	a	None	Tacana	2876	3642	say		a
8466	Tacana	say	a, pu	pu	p u	None	Tacana	5148	9422	?		p u
9146	Tsimane	say	yi	yi	j i	None	Mosetén	0	1181	_:verbal		j i
9598	Chacobo	say	iqui	iqui	i k i	None	Pano	701	1226	?		i k i
9869	Araona	say	a	a	a	None	Tacana	0	1486	_:verbal		a
10322	Kaxarari	say	ɦɯjaˈɦi	ɦɯjaˈɦi	ɦ ɯ j a ɦ i	None	Pano	5142	9417	?		ɦ ɯ j a ɦ i
239	EseEjja	scrape	ɗiʔi-	ɗiʔi-	ɗ i ʔ i	None	Tacana	5107	9316	?		ɗ i ʔ i
739	HuarayoEseEjja	scrape	kwea-sio-kwe	kwea-sio-kwe	kʷ e a + s i o	None	Tacana	5154	9456 1501	?		kʷ e a + s i o
1155	Cashibo	scrape	tɨrɨ-ti	tɨrɨ-ti	t ɨ r ɨ + t i	None	Pano	5107	9316 1167	rub _:verbal		t ɨ r ɨ + t i
1593	Catuquina	scrape	wɨša-	wɨša-	w ɨ ʂ a	None	Pano	5151	9453	?		w ɨ ʂ a
2132	ShipiboConibo	scrape	wɨṣ̌ati	wɨṣ̌ati	w ɨ ʂ a + t i	None	Pano	0	9453 1167	_:verbal		w ɨ ʂ a + t i
2725	Yaminahua	scrape	βɨṣ̌a-kĩ	βɨṣ̌a-kĩ	β ɨ ʂ a + k ĩ	None	Pano	0	9453 1186	_:verbal		β ɨ ʂ a + - k ĩ
3459	Amahuaca	scrape	nízaquín, xótoquín	nízaquín	n í/i s a	None	Pano	1205	1500	?		n í/i s a
3460	Amahuaca	scrape	nízaquín, xótoquín	xótoquín	ʂ ó/o t o	None	Pano	5149	9451	?		ʂ ó/o t o
4083	Capanahua	scrape	xaxaquin, raxquiquin	xaxaquin	ʂ a ʂ a	None	Pano	1201	1499	scrape		ʂ a ʂ a
4084	Capanahua	scrape	xaxaquin, raxquiquin	raxquiquin	r a ʂ k i	None	Pano	1194	1489	?		r a ʂ k i
4829	Moseten	scrape	šukera'kis	šukera'kis	ʃ u k e + r a k i s	None	Mosetén	1206	1502 9458	?		ʃ u k e + r a k i s
4830	Movima	scrape	ɓoɬ-na	ɓoɬ-na	ɓ o ɬ + n a	None	Movima	0	9460 1968	_:verbal		ɓ o ɬ + n a
5565	Matses	scrape	nis	nis	n i s	None	Pano	1205	1500	?		n i s -
5566	Matses	scrape	nic	nic	n i k	None	Pano	5152	9455	?		n i k
6118	Sharanahua	scrape	fushai	fushai	β ɨ ʃ a.i	None	Pano	5151	9453	?		β ɨ ʃ a.i
6481	Kakataibo	scrape	raishti	raishti	ɾ a i ʃ + t i	None	Pano	0	1519 1167	_:verbal		ɾ a i ʃ + t i
6482	Kakataibo	scrape	xakiti	xakiti	ʂ a k i + t i	None	Pano	350	1118 1167	stomach _:verbal		ʂ a k i + t i
6896	Isconahua	scrape	raweh	raweh	ɾ a w ɨ h	None	Pano	5156	9457	?		ɾ a w ɨ h
7405	Chipaya	scrape	ikh-z, chhir-z	ikh-z	i kʰ	None	Uru-Chipaya	5152	9455	?		- i kʰ
7406	Chipaya	scrape	ikh-z, chhir-z	chhir-z	tʃʰ i r	None	Uru-Chipaya	1185	1475	?		tʃʰ i r
8819	Tacana	scrape	tadhi	tadhi	t a ð i	None	Tacana	5107	9316	?		t a ð i
9282	Tsimane	scrape	q̂ueyaqui	q̂ueyaqui	kʰ e	None	Mosetén	5153	9456	?		kʰ e -
9563	Chacobo	scrape	chorohaina	chorohaina	tʃ o r o	None	Pano	5150	9452	?		tʃ o r o
9982	Araona	scrape	dede	dede	d e d e	None	Tacana	5107	9316	?		d e d e
457	EseEjja	see	ɓa-nahe	ɓa-nahe	ɓ a	None	Tacana	5210	9481	see		ɓ a
896	HuarayoEseEjja	see	ba-kwe	ba-kwe	b a	None	Tacana	5210	9481	see		b a
1325	Cashibo	see	is-ti	is-ti	i s + t i	None	Pano	5216	9483 1167	see _:verbal		- i s + t i
1782	Catuquina	see	oĩ-	oĩ-	o ĩ	None	Pano	5209	9480	see		- o ĩ
2389	ShipiboConibo	see	oĩ-ti	oĩ-ti	o ĩ + t i	None	Pano	5209	9480 1167	see _:verbal		- o ĩ + t i
2390	ShipiboConibo	see	histi	histi	h i s + t i	None	Pano	5216	9483 1167	see _:verbal		h i s + t i
2943	Yaminahua	see	õi-kĩ	õi-kĩ	õ i + k ĩ	None	Pano	5209	9480 1186	see _:verbal		- õ i + - k ĩ
3342	Amahuaca	see	hiinhí	hiinhí	ʔ i i.n	None	Pano	5209	9480	see		ʔ i i.n
3784	Capanahua	see	meraquin, jisquin	meraquin	m ɨ r a	None	Pano	5215	9482	?		m ɨ r a
3785	Capanahua	see	meraquin, jisquin	jisquin	h i s	None	Pano	5216	9483	see		h i s
4831	Moseten	see	ka'be	ka'be	k a b e	None	Mosetén	2382	3036	look		k a b e
4832	Movima	see	ɗe-wah-na	ɗe-wah-na	ɗ e + w a h + n a	None	Movima	2381	3035 9486 1968	? _:verbal		ɗ e + w a h + n a
5414	Matses	see	is	is	i s	None	Pano	5216	9483	see		- i s
5888	Sharanahua	see	oin	oin	u i.n	None	Pano	5209	9480	?		- u i.n
6483	Kakataibo	see	isti	isti	i s + t i	None	Pano	5216	9483 1167	see _:verbal		- i s + t i
6897	Isconahua	see	oin	oin	o i.n	None	Pano	5209	9480	see		- o i.n
7363	Chipaya	see	cher-z	cher-z	tʃ e r	None	Uru-Chipaya	2380	3033	?		tʃ e r
8101	Cavinena	see	ba	ba	b a	None	Tacana	5210	9481	see		b a
8485	Tacana	see	ba	ba	b a	None	Tacana	5210	9481	see		b a
8994	Tsimane	see	cávaqui	cávaqui	k ã ʋ	None	Mosetén	2382	3036	look		k ã ʋ -
9643	Chacobo	see	jis-haina	jis-haina	h i s	None	Pano	5216	9483	see		h i s
9911	Araona	see	ba	ba	b a	None	Tacana	5210	9481	see		b a
275	EseEjja	seed	e'soʔ	e'soʔ	s o ʔ	None	Tacana	2813	3574	?		s o ʔ
767	HuarayoEseEjja	seed	e-'so	e-'so	s o	None	Tacana	2813	3574	?		s o -
1189	Cashibo	seed	βɨru	βɨru	β ɨ + r u	None	Pano	4184	681 608	eye/round eye		β ɨ - + r u
1627	Catuquina	seed	hɨšɨ	hɨšɨ	h ɨ ʂ ɨ	None	Pano	5221	9508	seed		h ɨ ʂ ɨ
2171	ShipiboConibo	seed	βɨro	βɨro	β ɨ + r o	None	Pano	4184	681 608	eye/round eye		β ɨ - + r o
2766	Yaminahua	seed	ɨṣ̌ɨ	ɨṣ̌ɨ	ɨ ʂ ɨ	None	Pano	5221	9508	seed		- ɨ ʂ ɨ
3143	Amahuaca	seed	juxú	juxú	h ɨ ʂ ɨ	None	Pano	5221	9508	seed		h ɨ ʂ ɨ
3558	Capanahua	seed	bero	bero	β ɨ + r o	None	Pano	4184	681 608	eye/round eye		β ɨ - + r o
4833	Moseten	seed	we	we	w e	None	Mosetén	4173	681	eye/round		w e -
4834	Moseten	seed	be	be	b e	None	Mosetén	4173	681	eye/round		b e -
4835	Movima	seed	ɗiɗin-kʷa	ɗiɗin-kʷa	ɗ i ɗ i n + kʷ a	None	Movima	3698	53 1177	absolute_state		ɗ i ɗ i n + kʷ a
5415	Matses	seed	ëʂë	ëʂë	ɨ ʂ ɨ	None	Pano	5221	9508	seed		- ɨ ʂ ɨ
5889	Sharanahua	seed	ushu	ushu	ɨ ʃ ɨ	None	Pano	5221	9508	seed		- ɨ ʃ ɨ
6484	Kakataibo	seed	ëxë	ëxë	ɨ ʂ ɨ	None	Pano	5221	9508	seed		- ɨ ʂ ɨ
7239	Chipaya	seed	muhu	muhu	m u h u	None	Uru-Chipaya	1364	1716	?		m u h u
8608	Tacana	seed	e-jaja	e-jaja	h a + h a	None	Tacana	2633	3369 3369	_:bp-round/small round_object		h a + h a
9416	Tsimane	seed	vej	vej	ʋ e h	None	Mosetén	4173	681	eye/round		ʋ e h
9497	Chacobo	seed	bëro	bëro	β ɨ + r o	None	Pano	4184	681 608	eye/round eye		β ɨ - + r o
10075	Araona	seed	jaja	jaja	h a + h a	None	Tacana	0	3369 3369	_:bp-round/small _:bp-round/small		h a + h a
361	EseEjja	seize	iɲa-	iɲa-	i ɲ a	None	Tacana	5225	9530	?		- i ɲ a
826	HuarayoEseEjja	seize	i'ɲa-kwe	i'ɲa-kwe	i ɲ a	None	Tacana	5225	9530	?		- i ɲ a
1257	Cashibo	seize	ṣ̌ɨɲu-ti	ṣ̌ɨɲu-ti	ʂ ɨ ɲ u + t i	None	Pano	0	9530 1167	_:verbal		ʂ ɨ ɲ u + t i
1701	Catuquina	seize	aṣ̌i-	aṣ̌i-	a tʃ i	None	Pano	1199	1498	catch		- a tʃ - i
2266	ShipiboConibo	seize	c̷oma-ti	c̷oma-ti	ts o m a + t i	None	Pano	0	9534 1167	_:verbal		ts o m a + t i
2267	ShipiboConibo	seize	yatãti	yatãti	j a t ã + t i	None	Pano	5226	9536 1167	catch _:verbal		j a - t ã - + t i
2849	Yaminahua	seize	ači-kĩ	ači-kĩ	a tʃ i + k ĩ	None	Pano	1199	1498 1186	catch _:verbal		- a tʃ - i + - k ĩ
4838	Moseten	seize	'taphe	'taphe	t a pʰ e	None	Mosetén	1784	2220	?		t a pʰ e
4839	Movima	seize	wai-pa	wai-pa	w ai + p a	None	Movima	2419	3087 2228	?		w ai + p a
5416	Matses	seize	bed	bed	b e d	None	Pano	1785	2221	seize		b e d
5890	Sharanahua	seize	achi	achi	a tʃ i	None	Pano	1199	1498	catch		- a tʃ - i
5891	Sharanahua	seize	tsomai	tsomai	ts u m a + i	None	Pano	0	9534 591	_:verbal		ts u m a + - i
6485	Kakataibo	seize	tuinti	tuinti	t ɯ i n + t i	None	Pano	0	2217 1167	_:verbal		t ɯ i n + t i
6486	Kakataibo	seize	xëñuti	xëñuti	ʂ ɨ ɲ ɯ + t i	None	Pano	0	9530 1167	_:verbal		ʂ ɨ ɲ ɯ + t i
368	EseEjja	sell	sosekia-	sosekia-	s o s e k i a	None	Tacana	1830	2271	?		s o s e k i a
369	EseEjja	sell	xakiaki-	xakiaki-	x a k i a + k i	None	Tacana	5232	9559 1425	go		x a k i a + k i
831	HuarayoEseEjja	sell	kia-kwe	kia-kwe	k i a	None	Tacana	2992	3797	give		k i a
1705	Catuquina	sell	hɨnɨ-	hɨnɨ-	h ɨ n ɨ	None	Pano	5229	9553	?		h ɨ n ɨ -
2273	ShipiboConibo	sell	maromati	maromati	m a r o + m a + t i	None	Pano	1276	1587 809 1167	buy neg _:verbal		m a r o + m a + t i
2274	ShipiboConibo	sell	maroti	maroti	m a r o + t i	None	Pano	1275	1587 1167	buy _:verbal		m a r o + t i
2854	Yaminahua	sell	inã-kĩ	inã-kĩ	i n ã + k ĩ	None	Pano	3573	4958 1186	give _:verbal		- i n ã - + - k ĩ
2855	Yaminahua	sell	mini-kĩ	mini-kĩ	m i n i + k ĩ	None	Pano	1791	2229 1186	give/sell _:verbal		m i n i + - k ĩ
3408	Amahuaca	sell	mároquín	mároquín	m á/a r o	None	Pano	1275	1587	buy		m á/a r o
3763	Capanahua	sell	maromaquin	maromaquin	m a r o + m a	None	Pano	1276	1587 809	buy neg		m a r o + m a
4840	Moseten	sell	'himikai	'himikai	h i m i + k a i	None	Mosetén	5230	9553 2272	?		h i m i - + k a i
4841	Movima	sell	rim-a-ɬe	rim-a-ɬe	r i m + a + ɬ e	None	Movima	1286	1592 9556 4964	?		r i m + a + ɬ e
5417	Matses	sell	mene	mene	m e n e	None	Pano	1791	2229	give/sell		m e n e
6487	Kakataibo	sell	maruti	maruti	m a ɾ ɯ + t i	None	Pano	1275	1587 1167	buy _:verbal		m a ɾ ɯ + t i
7679	Chipaya	sell	tuy-z	tuy-z	t u j	None	Uru-Chipaya	5228	9552	?		t u j
8284	Cavinena	sell	katyati	katyati	k a tʲ a + t i	None	Tacana	0	9551 1204	_:verbal		k a tʲ a + t i
8703	Tacana	sell	iru	iru	i ɾ u	None	Tacana	5231	9558	?		i ɾ u
9151	Tsimane	sell	ji’mincaqui	ji’mincaqui	h i.ʔ m i n	None	Mosetén	5229	9553	?		h i.ʔ m i n
9597	Chacobo	sell	iniahaina	iniahaina	i n ia	None	Pano	3573	4958	give		- i n ia -
355	EseEjja	send	woohea-ka	woohea-ka	w o o h e a + k a	None	Tacana	0	9580 1255	_:verbal		w o o h e a + k a
356	EseEjja	send	yemeena	yemeena	j e m e e n a	None	Tacana	1748	2186	?		j e m e e n a
1696	Catuquina	send	yono-	yono-	j o n o	None	Pano	1749	2187	?		j o n o
2259	ShipiboConibo	send	βɨmati	βɨmati	β ɨ + m a + t i	None	Pano	1477	184 809 1167	come neg _:verbal		β ɨ + m a + t i
2260	ShipiboConibo	send	raãti	raãti	r a ã + t i	None	Pano	0	9575 1167	_:verbal		r a ã - + t i
2261	ShipiboConibo	send	yoiti	yoiti	j o i + t i	None	Pano	0	2185 1167	_:verbal		j o i + t i
2842	Yaminahua	send	βo-ma-kĩ	βo-ma-kĩ	β o + m a + k ĩ	None	Pano	5242	9584 809 1186	neg _:verbal		β o + m a + - k ĩ
2843	Yaminahua	send	βɨ-ma-kĩ	βɨ-ma-kĩ	β ɨ + m a + k ĩ	None	Pano	1477	184 809 1186	come neg _:verbal		β ɨ + m a + - k ĩ
3220	Amahuaca	send	níchinquín	níchinquín	n í/i tʃ i n	None	Pano	5235	9573	?		n í/i tʃ i n
3946	Capanahua	send	raanquin	raanquin	r a a n	None	Pano	5237	9575	?		r a a n
4842	Moseten	send	hu'teʔ	hu'teʔ	h u t e.ʔ	None	Mosetén	5240	9581	?		h u t e.ʔ
4843	Movima	send	ho-paye-na	ho-paye-na	h o + p a j e + n a	None	Movima	5241	9582 9583 1968	? _:verbal		h o + p a j e + n a
5658	Sharanahua	send	fomai	fomai	β u + m a + i	None	Pano	5242	9584 809 591	neg _:verbal		β u + m a + - i
5659	Sharanahua	send	nichi	nichi	n i tʃ i	None	Pano	5235	9573	?		n i tʃ i -
7062	Kakataibo	send	xuti	xuti	ʂ ɯ + t i	None	Pano	0	2190 1167	_:verbal		ʂ ɯ + t i
7318	Chipaya	send	apa-y-z, khit-z	apa-y-z	a p a + j	None	Uru-Chipaya	5238	9578 9579	?		a p a + j
7319	Chipaya	send	apa-y-z, khit-z	khit-z	kʰ i t	None	Uru-Chipaya	1750	2188	?		kʰ i t
8302	Cavinena	send	kwadisha	kwadisha	kʷ a d i ʃ a	None	Tacana	1751	2189	?		kʷ a d i ʃ a
8504	Tacana	send	beitu	beitu	b e i t u	None	Tacana	1745	2181	?		b e i t u
9157	Tsimane	send	ji’tuyaqui	ji’tuyaqui	h i.ʔ t ɨ	None	Mosetén	5240	9581	?		h i.ʔ t ɨ
9774	Chacobo	send	raahaina	raahaina	r a a	None	Pano	5237	9575	?		r a a -
10059	Araona	send	ilo	ilo	i l o	None	Tacana	5236	9574	?		i l o
387	EseEjja	separate	iyape'e-	iyape'e-	i j a p e	None	Tacana	5251	9608	?		i j a p e
846	HuarayoEseEjja	separate	yaxe-kwe	yaxe-kwe	j a x e	None	Tacana	1930	2404	?		j a x e
1722	Catuquina	separate	paška-	paška-	p a ʂ k a	None	Pano	5250	9606	?		p a ʂ k a
2303	ShipiboConibo	separate	ṣ̌ɨča	ṣ̌ɨča	ʂ ɨ tʃ a	None	Pano	5254	9611	?		ʂ ɨ tʃ a
2871	Yaminahua	separate	paṣ̌ka-kĩ	paṣ̌ka-kĩ	p a ʂ k a + k ĩ	None	Pano	0	9606 1186	_:verbal		p a ʂ k a + - k ĩ
4029	Capanahua	separate	teresahquin, mequequin	teresahquin	t ɨ r ɨ s a ʔ	None	Pano	1915	2392	?		t ɨ r ɨ s a ʔ
4030	Capanahua	separate	teresahquin, mequequin	mequequin	m ɨ k ɨ	None	Pano	1931	2405	?		m ɨ k ɨ
4844	Moseten	separate	pareyu'taksi	pareyu'taksi	p a r e + j u t a k s i	None	Mosetén	4690	8059 1967	one ?		p a - r e + j u t a k s i
4845	Movima	separate	sotah-na	sotah-na	s o t a h + n a	None	Movima	0	2407 1968	_:verbal		s o t a h + n a
5418	Matses	separate	danes	danes	d a n e s	None	Pano	5252	9609	?		d a n e s
5892	Sharanahua	separate	cuhuashnucui	cuhuashnucui	k ɨ w a ʃ + n ɨ k ɨ i	None	Pano	5255	9613 1498	?		k ɨ w a ʃ + n ɨ k ɨ i
7563	Chipaya	separate	qhoq-z, hal-ji-z	qhoq-z	qʰ o q	None	Uru-Chipaya	1932	2406	?		qʰ o q
7564	Chipaya	separate	qhoq-z, hal-ji-z	hal-ji-z	h a l + x i	None	Uru-Chipaya	5257	9616 2409	?		h a l + x i
7889	Chacobo	separate	aquëhaina	aquëhaina	a k ɨ	None	Pano	1916	2393	?		a k ɨ
8723	Tacana	separate	jemi-dera	jemi-dera	h e m i + d e ɾ a	None	Tacana	5256	9614 2408	?		h e m i + d e ɾ a
9252	Tsimane	separate	párejtaqui, ji’micdaqui	párejtaqui	p ã r e + h + t	None	Mosetén	2528	3217 1165 701	one ? ?		p ã r e + h - + t
9253	Tsimane	separate	párejtaqui, ji’micdaqui	ji’micdaqui	h i.ʔ m i k d	None	Mosetén	5258	9617	?		h i.ʔ m i k d
10229	Araona	separate	zilo	zilo	ɽ i l o	None	Tacana	5249	9604	?		ɽ i l o
260	EseEjja	sew	soko-	soko-	s o k o	None	Tacana	5262	9631	?		s o k o
759	HuarayoEseEjja	sew	soto-kwe	soto-kwe	s o t o	None	Tacana	5262	9631	sew		s o t o
1173	Cashibo	sew	kɨṣ̌ɨ-	kɨṣ̌ɨ-	k ɨ ʂ ɨ	None	Pano	5259	9627	?		- k ɨ - ʂ ɨ
1174	Cashibo	sew	ʔunu-ti	ʔunu-ti	ʔ u n u + t i	None	Pano	0	9628 1167	_:verbal		ʔ u n u + t i
1613	Catuquina	sew	šɨwa-	šɨwa-	ʂ ɨ w a	None	Pano	797	12558	weave		ʂ ɨ w a
2156	ShipiboConibo	sew	kɨṣ̌ɨ-ti	kɨṣ̌ɨ-ti	k ɨ ʂ ɨ + t i	None	Pano	0	9627 1167	_:verbal		- k ɨ - ʂ ɨ + t i
2748	Yaminahua	sew	kiši βa-kĩ	kiši βa-kĩ	k i ʃ i + β a + k ĩ	None	Pano	5259	9627 9632 1186	? _:verbal		- k i - ʃ i + β a + - k ĩ
3379	Amahuaca	sew	cúxuquín	cúxuquín	k ɨ ʂ ɨ	None	Pano	5259	9627	?		- k ɨ - ʂ ɨ
3918	Capanahua	sew	quehxequin, rechíquin	quehxequin	k ɨ ʔ ʂ ɨ	None	Pano	5259	9627	?		- k ɨ ʔ ʂ ɨ
3919	Capanahua	sew	quehxequin, rechíquin	rechíquin	r ɨ tʃ i	None	Pano	1310	1628	?		r ɨ tʃ i
4846	Moseten	sew	dʸi'baki	dʸi'baki	dʲ i b a + k i	None	Mosetén	0	12558 643	_:verbal		dʲ i b a + k i
4847	Movima	sew	sita-ʔoh	sita-ʔoh	s i t a + ʔ o h	None	Movima	1309	1626 1627	?		s i t a + ʔ o h
5419	Matses	sew	tusca	tusca	t u s k a	None	Pano	5261	9630	?		t u s k a
5893	Sharanahua	sew	icushui	icushui	i k ɨ ʃ ɨ + i	None	Pano	0	9627 591	_:verbal		i k ɨ - ʃ ɨ + - i
6488	Kakataibo	sew	'unuti	'unuti	ʔ ɯ n ɯ + t i	None	Pano	0	9628 1167	_:verbal		ʔ ɯ n ɯ + t i
6898	Isconahua	sew	hewai	hewai	h ɨ w a + i	None	Pano	0	12558 591	_:verbal		h ɨ w a + - i
7735	Chipaya	sew	zhkuu-z	zhkuu-z	ʐ k uː	None	Uru-Chipaya	1305	1620	?		ʐ k uː
8428	Cavinena	sew	tutsu	tutsu	t u ts u	None	Tacana	5260	9629	?		t u ts u
8802	Tacana	sew	rusu	rusu	ɾ u s u	None	Tacana	1307	1624	?		ɾ u s u
