ID	CONCEPT	DOCULECT	SUBGROUP	FORM	VALUE	TOKENS	COGID	COGIDS	ALIGNMENT	MORPHEMES	BORROWING	NOTE
9787	dawn	Chacobo	Pano	huëajonahai cato	huëajonahai cato	w ɨ a + h o n a + ʔ ai + k a t o	1371	2741 2753 2754 2747	w ɨ - a + k a t o	light ? ? ?		None
9788	tomorrow	Chacobo	Pano	huëaquë	huëaquë	w ɨa k ɨ	5847	11790	w ɨ a k ɨ			None
9789	light (weight)	Chacobo	Pano	huëjë	huëjë	w ɨ h ɨ	3328	3764	w ɨ h - ɨ			None
9790	crooked	Chacobo	Pano	huëqui	huëqui	w ɨ k i	1256	2534	w ɨ - k - - i -			None
9791	only	Chacobo	Pano	huësti	huësti	w ɨ s t i	4013	8060	w ɨ s t - i	one		None
9792	one	Chacobo	Pano	huësti	huësti	w ɨ s t i	4000	8060	w ɨ s t i - - - -	one		None
9793	older brother	Chacobo	Pano	huëtsa	huëtsa	w ɨ ts a	3977	365	w ɨ ts a -			None
9794	leg	Chacobo	Pano	huico	huico	w i k o	3216	6453	w i k o			None
9795	write	Chacobo	Pano	huishahaina	huishahaina	w i ʃ a	6424	13024	w i ʃ - - a			None
9796	star	Chacobo	Pano	huishtima	huishtima	w i ʃ t i + m a	5438	10908 809	w i ʃ t i + m a	star neg		None
9797	lake	Chacobo	Pano	ianë	ianë	i a n ɨ	3127	6267	- i a n ɨ	lake		None
9798	few	Chacobo	Pano	ichariama	ichariama	i tʃ a + r i a + m a	1955	3966 2080 809	i tʃ a + r i a + m a	many ? neg		None
9799	heavy	Chacobo	Pano	ihuë	ihuë	i w ɨ	2758	5534	- i - w ɨ			None
9800	shiver	Chacobo	Pano	imahaina	imahaina	i m a	4892	9830	i m a			None
9801	dog	Chacobo	Pano	inaca	inaca	i n a k a	1528	3023	- i n a ( k a )			None
9802	go up (ascend)	Chacobo	Pano	inahaina	inahaina	i n a	2547	205	- i n a - -	go_up		None
9803	sell	Chacobo	Pano	iniahaina	iniahaina	i n ia	4736	4958	- i - n ia -	give		None
9804	say	Chacobo	Pano	iqui	iqui	i k i	4674	1226	i k i			None
9805	because	Chacobo	Pano	iqui tsi	iqui tsi	i k i + ts i	322	3301 658	i k - - i + ts i			None
9806	fight	Chacobo	Pano	iquinahaina	iquinahaina	i k i n a	1989	3585	- i k i n a -			None
9807	bird	Chacobo	Pano	isaca	isaca	i s a k a	468	907	- i - s a k a			None
9808	hot	Chacobo	Pano	itsisa	itsisa	i ts i s a	2888	5806	- i ts i s a			None
9809	yes	Chacobo	Pano	jaa	jaa	h aa	6463	4090	h a a			None
9810	run	Chacobo	Pano	jabahaina	jabahaina	h a β a	4634	4310	h a β - - a	flee		None
9811	flee	Chacobo	Pano	jabahaina	jabahaina	h a β a	2128	4310	h a β - - a	flee		None
9812	true	Chacobo	Pano	jabija ca	jabija ca	h a β i h a + k a	5947	12012 38	h a β i h a + k a - - - -	 _:adj		None
9813	now	Chacobo	Pano	jaboqui	jaboqui	h a β o k i	3918	7895	h a β o k i			None
9814	mother	Chacobo	Pano	jahëhua	jahëhua	h a ʔ ɨ w a	3652	7348	h a ʔ ɨ w a			None
9815	father	Chacobo	Pano	jahëpa	jahëpa	h a ʔ ɨ p a	1915	3875	( h a ) ʔ ɨ p a - -			None
9816	girl	Chacobo	Pano	jahini	jahini	h a ʔ i n i	2463	1959	h a ʔ i n i	girl		None
9817	thing	Chacobo	Pano	jahuë	jahuë	h a w ɨ	5722	12611	h a - - - - w ɨ	thing		None
9818	what	Chacobo	Pano	jahuë	jahuë	h a w ɨ	6215	12611	h a w - - ɨ	thing		None
9819	where	Chacobo	Pano	jahuënia	jahuënia	h a w ɨ + n i a	6248	12611 4140	h a w ɨ n i a	thing ?		None
9820	mouth	Chacobo	Pano	jana	jana	h a n a	3682	645	- h a n - - a	mouth		None
9821	tongue	Chacobo	Pano	jana	jana	h a n a	5859	645	h - a n a	mouth		None
9822	put	Chacobo	Pano	janahaina	janahaina	h a n a	4361	8778	h a n - - - - - a			None
9823	vomit	Chacobo	Pano	janahaina	janahaina	h a n a	6049	1240	h a n a - - -	vomit		None
9824	name	Chacobo	Pano	janë	janë	h a n ɨ	3745	7534	h a n ɨ	name		None
9825	call	Chacobo	Pano	janëhaina	janëhaina	h a n ɨ	824	7534	h a - n ɨ -	name		None
9826	open	Chacobo	Pano	japahaina	japahaina, mapëcahaina	h a p a	4033	7	h a p - - - a -			None
9827	open	Chacobo	Pano	mapëcahaina	japahaina, mapëcahaina	m a + p ɨ k a	4044	707 8114	m a p ɨ k a	:head ?		None
9828	tear (shred)	Chacobo	Pano	jaraxahaina	jaraxahaina	h a r a ʂ + a	5649	11345 77	h a r a ʂ a	 _:verbal		None
9829	flour	Chacobo	Pano	jarina	jarina	h a r i n a	2155	4358	h a r i n a			None
9830	mute	Chacobo	Pano	jaro	jaro	h a r o	3724	1405	h a r o			None
9831	center or middle	Chacobo	Pano	jascabëqui	jascabëqui	h a s k a + β ɨ k i	874	1741 5340	h a s k a β ɨ k i	 half		None
9832	lick	Chacobo	Pano	jatax-haina	jatax-haina	h a t a ʂ	3231	6486	h a t a ʂ			None
9833	all	Chacobo	Pano	jatiroha ca	jatiroha ca	h a t i + r o ʔ a + k a	23	29 440 38	h a t i r o ʔ a + k a	 ? _:adj		None
9834	they	Chacobo	Pano	jato	jato, jaca	h a t o	5695	11430	h a t o ( - - - )	3sg		None
9836	stomach	Chacobo	Pano	jatoquë	jatoquë	h a t o k ɨ	5471	1117	h a t o k ɨ	stomach		None
9837	mix	Chacobo	Pano	jaxcamënahaina	jaxcamënahaina	h a ʂ k a m ɨ n a	3605	7243	h a - - ʂ - k a m ɨ n a			None
9838	how	Chacobo	Pano	jënahuahax	jënahuahax	h ɨ n a w a ʔ a ʂ	2917	5864	h ɨ n a w a ʔ a ʂ			None
9839	water	Chacobo	Pano	jënë	jënë	h ɨ n ɨ	6166	315	h ɨ n ɨ	water		None
9840	alcohol (fermented drink)	Chacobo	Pano	jënë-shapo	jënë-shapo	h ɨ n ɨ + ʃ a p o	5	315 6	h ɨ n ɨ + ʃ a p o	water ?		None
9841	good	Chacobo	Pano	jënima	jënima	h ɨ + n i m a	2569	5139 5140	h ɨ n i m a			None
9842	when	Chacobo	Pano	jënino	jënino	h ɨ n i + n o	6231	7918 2125	h ɨ n i + n o	when ?		None
9843	enter	Chacobo	Pano	jicohaina	jicohaina	h i k o	1739	3486	h i k o	enter		None
9844	tree	Chacobo	Pano	jihui	jihui	h i w i	5929	72	h i w i	tree		None
9845	burn (something)	Chacobo	Pano	jiisahaina	jiisahaina	h i + i s a	731	78 79	h i - - + i s a	burn smoke		None
9846	relatives	Chacobo	Pano	jimi	jimi	h i m i	4430	1031	h i m i	blood		None
9847	blood	Chacobo	Pano	jimi	jimi	h i m i	529	1031	h i m i	blood		None
9848	tail	Chacobo	Pano	jina	jina	h i n + a	5618	8361 2779	h i n + a	penis/tail :penis/tail		None
9849	penis	Chacobo	Pano	jina	jina	h i n + a	4151	8361 2779	h i n + a	penis/tail :penis/tail		None
9850	see	Chacobo	Pano	jis-haina	jis-haina	h i s	4711	9483	h i s - -	see		None
9851	piss	Chacobo	Pano	jisohaina	jisohaina	h i s o	4224	8504	h i - s o -			None
9852	flower	Chacobo	Pano	joa	joa	h o a	2178	1054	h o - a	flower		None
9853	come	Chacobo	Pano	johaina	johaina	h o	1124	2261	h o - -	come		None
9854	language	Chacobo	Pano	joi	joi	h o i	3131	6287	h o - i	language		None
9855	rest	Chacobo	Pano	joihaina	joihaina	h o i	4450	1357	h o - - - i -			None
9856	heart	Chacobo	Pano	joiti	joiti	h o i t i	2747	5509	h o - i - t i			None
9857	hide (conceal)	Chacobo	Pano	jonëhaina	jonëhaina	h o n ɨ	2803	5643	h o n - - ɨ - -	hide		None
9858	man	Chacobo	Pano	joni	joni	h o n i	3469	125	h o n i -	person		None
9859	white	Chacobo	Pano	joxo	joxo	h o ʂ o	6272	12722	h o ʂ o - -	white		None
9860	bend	Chacobo	Pano	macatohaina	macatohaina	m a + k a t o	413	1772 816	m a k a t o	bend ?		None
9861	horn (anatomy)	Chacobo	Pano	mahui	mahui	m a w i	2880	5780	m a - - - - - w i			None
9862	earth (soil)	Chacobo	Pano	mai	mai	m a i	1655	314	m a i	earth		None
9863	dig	Chacobo	Pano	mai acaina	mai acaina	m a i + a	1477	314 2947	m ai + a	earth ?		None
9864	stretch	Chacobo	Pano	mai racahaina	mai racahaina	m ai + r a k a	5517	11057 6541	m ai + - - - r a k a -	 put		None
9865	bury	Chacobo	Pano	maihuahaina	maihuahaina	m a i + w a	772	314 1508	m a - i + w a	earth ?		None
9866	touch	Chacobo	Pano	mamëhaina	mamëhaina	m a m ɨ	5877	3672	m a - m ɨ -			None
9867	up	Chacobo	Pano	mana	mana	m a n a	6014	12170	- - - m a n a - - - - -			None
9868	cover	Chacobo	Pano	mapahaina	mapahaina	m a + p a	1227	707 1703	m a + p a	:head ?		None
9869	split	Chacobo	Pano	mapëxëhaina	mapëxëhaina	m a + p ɨ ʂ ɨ	5362	1772 10757	m a p ɨ ʂ ɨ	bend ?		None
9870	brain	Chacobo	Pano	mapi	mapi	m a + p i	631	707 833	m a + p i	:head brain		None
9871	head	Chacobo	Pano	mapo	mapo	m a + p o	2726	707 3159	m a + p o	:head head/brain		None
9872	sand	Chacobo	Pano	mashënë	mashënë	m a ʃ ɨ + n ɨ	4659	3249 315	m a ʃ ɨ + - - n ɨ	 water		None
9873	you	Chacobo	Pano	mato	mato	m a t o	6494	13162	m a - - t o -	2sg_pl		None
9874	cold	Chacobo	Pano	matsi	matsi	m a ts i	1090	2191	m a ts - - i	cold		None
9875	help	Chacobo	Pano	mëbihaina	mëbihaina	m ɨ β i	2782	5600	m ɨ β i			None
9876	finger	Chacobo	Pano	mëchi	mëchi	m ɨ + tʃ i	2025	948 956	m ɨ tʃ i	hand_prefix finger		None
9877	right	Chacobo	Pano	mënëcaya	mënëcaya	m ɨ + n ɨ + k a j a	4477	948 2480 9048	m ɨ + n ɨ + k a j a	hand_prefix ? right		None
9878	crawl or creep	Chacobo	Pano	mënihaina	mënihaina	m ɨ n i	1247	1070	m ɨ n - - i			None
9879	palm of hand	Chacobo	Pano	mëpara	mëpara	m ɨ + p a r a	4101	948 970	m ɨ - p a r a	hand_prefix		None
9880	hand	Chacobo	Pano	mëquënë	mëquënë	m ɨ + k ɨ + n ɨ	2691	948 949 953	m ɨ + k ɨ + n ɨ	hand_prefix hand		None
9881	ring	Chacobo	Pano	mëquëraati	mëquëraati	m ɨ + k ɨ r a a + t i	4493	948 1654 547	m ɨ + k ɨ r a a + t i	hand_prefix ? _:n_rel/instr		None
9882	empty	Chacobo	Pano	mëquëya	mëquëya	m ɨ k ɨ j a	1717	3450	m ɨ k ɨ j a			None
9883	look for	Chacobo	Pano	mërahaina	mërahaina	m ɨ r a	3413	2243	m ɨ r - - a			None
9884	untie	Chacobo	Pano	mëris-haina	mëris-haina	m ɨ r i s	6006	12146	m ɨ r i s			None
9885	fingernail	Chacobo	Pano	mëtsisi	mëtsisi	m ɨ + ts i s i	2038	948 950	m ɨ + ts i s i	hand_prefix nail		None
9886	left	Chacobo	Pano	mëxojó	mëxojó	m ɨ + ʂ o h o	3203	948 2495	m ɨ + ʂ o h o	hand_prefix ?		None
9887	thou	Chacobo	Pano	mi	mi	m i	5752	11571	m i - -	2sg		None
9888	flat	Chacobo	Pano	mipara ca mai	mipara ca mai	m i + p a r a + k a + m ai	2117	2662 4281 38 4283	m i p a r a + k a + m ai	 ? _:adj ?		None
9889	plain	Chacobo	Pano	mipara ca mai	mipara ca mai	m i p a r a + k a + m a i	4231	8532 38 314	m i p a r a + k a + m a i	 _:adj earth		None
9890	soft	Chacobo	Pano	miro ca	miro ca	m i r o + k a	5231	10514 38	m i r o + k - - a	 _:adj		None
9891	small	Chacobo	Pano	mishni	mishni	m i ʃ n i	5114	2587	m i ʃ n i			None
9892	ash	Chacobo	Pano	mishpo	mishpo	m i ʃ p o	131	444	m i ( ʃ ) p o	ash		None
9893	bitter	Chacobo	Pano	moca	moca	m o k a	498	960	m o k a - -			None
9894	move	Chacobo	Pano	mohihaina	mohihaina	m o ʔ i	3695	1894	m o ʔ i			None
9895	necklace	Chacobo	Pano	moyo	moyo, tëhuëti	m o j o	3825	7690	m o j o			None
9896	necklace	Chacobo	Pano	tëhuëti	moyo, tëhuëti	t ɨ + w ɨ + t i	3824	683 1326 547	t ɨ + w ɨ + t i	neck necklace _:n_rel/instr		None
9897	fly (insect)	Chacobo	Pano	naca	naca	n a k a	2201	4446	n a k a	fly		None
9898	chew	Chacobo	Pano	nacahaina	nacahaina	n a k a	925	1859	n a k - a - - - -			None
9899	nest	Chacobo	Pano	naha	naha	n a ʔ a	3849	7734	n a ʔ a			None
9900	rainbow	Chacobo	Pano	nahua-bahi	nahua-bahi	n a w a + β a ʔ i	4389	8841 246	n a w a + β a ʔ i	 path		None
9901	sky	Chacobo	Pano	naipa	naipa	n a i + p a	5073	147 47	n a i + p a	sky ?		None
9902	below or under	Chacobo	Pano	namá	namá	n a m a	382	758	- - n a m a - - - -			None
9903	dream (something)	Chacobo	Pano	namahaina	namahaina	n a m a	1559	3088	n a m - - a	dream		None
9904	meat	Chacobo	Pano	nami	nami	n a m i	3522	7088	n a m i	meat		None
9905	deep	Chacobo	Pano	nëama	nëama	n ɨa m a	1420	2835	n ɨ a m a			None
9906	shake	Chacobo	Pano	nëbohaina	nëbohaina	n ɨ β o	4819	9691	n ɨ β o			None
9907	squeeze	Chacobo	Pano	nëtsihaina	nëtsihaina	n ɨ ts i	5415	1857	n ɨ ts - - i			None
9908	turtle	Chacobo	Pano	nëxo	nëxo	n ɨ ʂ o	5977	12072	n ɨ ʂ o			None
9909	blue	Chacobo	Pano	niaba	niaba	n ia β a	558	1098	n i a β a	blue/green		None
9910	shoot	Chacobo	Pano	niahaina	niahaina	n i + a	4912	9863 77	n i a	 _:verbal		None
9911	throw	Chacobo	Pano	niahaina	niahaina	n i a	5797	11693	n i a -			None
9912	dew	Chacobo	Pano	nibichi	nibichi	n i β i tʃ i	1453	2903	n i β i tʃ i			None
9913	hear	Chacobo	Pano	nicahaina	nicahaina	n i k a	2737	5486	n i - k a - - -	hear		None
9914	ask (inquire)	Chacobo	Pano	nicahaina	nicahaina	n i k a	142	5486	n i k a - -	hear		None
9915	forest	Chacobo	Pano	nihi	nihi	n i ʔ i	2311	4673	n i ʔ i	forest		None
9916	stand	Chacobo	Pano	niihaina	niihaina	n i i	5428	10877	n i - - - i	stand		None
9917	pull	Chacobo	Pano	ninihaina	ninihaina	n i n i	4294	8646	n i n i			None
9918	rope	Chacobo	Pano	nishi	nishi	n i ʃ i	4570	9224	n i - ʃ i	rope		None
9919	we	Chacobo	Pano	noa	noa	n o + a	6182	12527 413	n o + a	1sg_pl erg?		None
9920	extinguish	Chacobo	Pano	nocahaina	nocahaina	n o k a	1759	3546	n o k a ( - )	extinguish		None
9921	worm	Chacobo	Pano	nohini	nohini	n o ʔ i n i	6376	12943	n o ʔ i n i			None
9922	person	Chacobo	Pano	nohiria	nohiria	n o ʔ i r i a	4164	8389	n o ʔ i r i a			None
9923	younger brother	Chacobo	Pano	noma	noma	n o m a	6551	13287	n o m a			None
9924	float	Chacobo	Pano	nonohaina	nonohaina	n o n o	2143	4336	n o n o - -	swim		None
9925	swim	Chacobo	Pano	nonohaina	nonohaina	n o n o	5605	4336	n o n - - - o	swim		None
9926	suck	Chacobo	Pano	nonohaina	nonohaina, tsotsohaina	n o n o	5540	11094	n o n o			None
9927	suck	Chacobo	Pano	tsotsohaina	nonohaina, tsotsohaina	ts o ts o	5539	1459	ts o ts o			None
9928	duck	Chacobo	Pano	nonoma	nonoma	n o n o m a	1620	3219	n o n o m a			None
9929	navel	Chacobo	Pano	noro	noro	n o r o	3784	7609	n o r o -			None
9930	break (destroy or get destroyed)	Chacobo	Pano	noshihaina	noshihaina	n o ʃ i	645	1273	n o ʃ - - - i			None
9931	canoe	Chacobo	Pano	noti	noti	n o t i	832	1638	n o - t i			None
9932	fly (move through air)	Chacobo	Pano	noyahaina	noyahaina	n o j a	2216	4473	n o - - j a - -			None
9933	cough	Chacobo	Pano	ocohaina	ocohaina	o k o	1215	1144	- o - - k - - o	cough		None
9934	rain (precipitation)	Chacobo	Pano	oi	oi	o i	4377	25	- o - - i -	water		None
9935	cooking pot	Chacobo	Pano	oria	oria	o r i a	1183	2366	o r i a			None
9936	laugh	Chacobo	Pano	osahaina	osahaina	o s a	3146	6316	- o s a - -			None
9937	sleep	Chacobo	Pano	oxahaina	oxahaina	o ʂ a	5081	10197	- o ʂ a	sleep		None
9938	moon	Chacobo	Pano	oxë	oxë	o ʂ ɨ	3619	7274	- o ʂ - ɨ	moon		None
9939	dance	Chacobo	Pano	pabëhaina	pabëhaina	p a β ɨ	1336	2679	p a β ɨ			None
9940	flute	Chacobo	Pano	pacahua	pacahua	p a k a w a	2189	3615	p a k a - - w a			None
9941	drunk	Chacobo	Pano	pahë	pahë	p a ʔ ɨ	1594	1551	p a ʔ ɨ - - - -	strong		None
9942	pain	Chacobo	Pano	pahë	pahë, isini	p a ʔ ɨ	4092	1551	p a ʔ ɨ	strong		None
9943	pain	Chacobo	Pano	isini	pahë, isini	i s i n i	4089	8223	i s i.n i	sick		None
9944	ear	Chacobo	Pano	pahoqui	pahoqui	p a ʔ o + k i	1648	840 5721	p a ʔ o - k i	ear open		None
9945	deaf	Chacobo	Pano	pahoquiyama cato	pahoquiyama cato	p a ʔ o + k i j a + m a + k a t o	1408	840 1375 809 1392	p a ʔ o k i j a m a + k a t o	ear ? neg ?		None
9946	carry	Chacobo	Pano	papihaina	papihaina	p a p i	847	1667	p a p i	carry		None
9947	fall	Chacobo	Pano	paquëhaina	paquëhaina	p a k ɨ	1825	5043	- - p a - k - - ɨ	go_down		None
9948	pig	Chacobo	Pano	parasha	parasha	p a r a ʃ a	4192	8431	p a r a ʃ a			None
9949	be silent	Chacobo	Pano	pasihaina	pasihaina	p a s i	286	3333	p a s - - - - i			None
9950	chicken	Chacobo	Pano	patiari	patiari	p a t i + a r i	944	435 436	p a t i + a r i			None
9951	raw	Chacobo	Pano	paxa	paxa	p a ʂ a	4405	8878	p a ʂ a	green		None
9952	new	Chacobo	Pano	paxa	paxa	p a ʂ a	3865	8878	p a ʂ a	green		None
9953	hunger	Chacobo	Pano	paxna	paxna	p a ʂ n a	2932	5889	p a ʂ - n a -			None
9954	wing	Chacobo	Pano	pëhi	pëhi	p ɨ + ʔ i	6334	355 1039	p ɨ + ʔ i	:back_prefix wing		None
9955	leaf	Chacobo	Pano	pëhi	pëhi	p ɨ + ʔ i	3169	355 1039	p ɨ + ʔ i	:back_prefix wing		None
9956	feather	Chacobo	Pano	pëhi	pëhi, rani	p ɨ + ʔ i	1939	355 1039	p ɨ + ʔ i	:back_prefix wing		None
9957	feather	Chacobo	Pano	rani	pëhi, rani	r a n i	1937	708	r a - n i	hair		None
9958	arrow	Chacobo	Pano	pia	pia	p i a	121	211	p i - a			None
9959	eat	Chacobo	Pano	pihaina	pihaina	p i	1666	3568	- - p - - i	eat		None
9960	shoulder	Chacobo	Pano	pipati	pipati	p i + p a t i	4946	561 901	p i p a t - i	back ?		None
9961	rib	Chacobo	Pano	pishi	pishi	p i ʃ i	4465	9009	p i ʃ i	side/rib		None
9962	armpit	Chacobo	Pano	pishquini	pishquini, batsisto	p i ʃ + k i n i	96	158 1832	p i + ʃ + k i n i	armpit ?		None
9963	armpit	Chacobo	Pano	batsisto	pishquini, batsisto	β a + ts i s t o	108	130 916	β a ts i s t o	arm ?		None
9964	rotten	Chacobo	Pano	pisi	pisi	p i s i	4581	10320	p i - s - - i	stink		None
9965	smell (stink)	Chacobo	Pano	pisihaina	pisihaina	p i s i	5141	10320	p i s i - -	stink		None
9966	wide	Chacobo	Pano	pistiama	pistiama	p i s t ia + m a	6293	12772 809	p i s t i a m a	 neg		None
9967	sweet potato, yam	Chacobo	Pano	poa	poa	p o a	5598	11227	p o a	potato		None
9968	shit (defecate)	Chacobo	Pano	pohihaina	pohihaina	p o ʔ i	4878	9799	p o ʔ - - i			None
9969	owl	Chacobo	Pano	popoa	popoa	p o p o + a	4077	8195 2391	p o p o + a	owl ?		None
9970	axe	Chacobo	Pano	poroma	poroma	p o r o m a	166	331	p o r o m a			None
9971	lip	Chacobo	Pano	quëbichi	quëbichi	k ɨ + β i + tʃ i	3350	710 735 607	- k - - ɨ β i tʃ i	mouth_prefix mouth lip		None
9972	want	Chacobo	Pano	quëëhaina	quëëhaina	k ɨ ɨ	6128	12394	- k - ɨ - - - ɨ	want		None
9973	love	Chacobo	Pano	quëëhaina	quëëhaina	k ɨ ɨ	3438	12394	k ɨɨ	want		None
9974	cut	Chacobo	Pano	quëësahaina	quëësahaina	k ɨ ɨ s a	1312	2638	k ɨ ɨ s a			None
9975	beard	Chacobo	Pano	quëni	quëni	k ɨ + n i	301	710 697	k ɨ n i	mouth_prefix beard		None
9976	sing	Chacobo	Pano	quëquëhaina	quëquëhaina	k ɨ + k ɨ	5031	710 710	k ɨ k ɨ	mouth_prefix ?		None
9977	snail	Chacobo	Pano	quësë	quësë	k ɨ s ɨ	5184	10419	k ɨ s ɨ			None
9978	sew	Chacobo	Pano	quëshahaina	quëshahaina	k ɨ ʃ a	4781	9627	- k ɨ ʃ - - a -			None
9979	hole	Chacobo	Pano	quini	quini	k i + n i	2850	5721 2413	k i + n i	open hole		None
9980	spring or well	Chacobo	Pano	quini	quini	k i n i	5398	10822	k i n i			None
9981	send	Chacobo	Pano	raahaina	raahaina	r a a	4750	9575	r a - a - -			None
9982	two	Chacobo	Pano	rabë	rabë	r a β ɨ	5986	142	- - r a β ɨ	two		None
9983	friend	Chacobo	Pano	rabëti	rabëti	r a β ɨ + t i	2344	4732 547	r a β ɨ t i	 _:n_rel/instr		None
9984	lie down	Chacobo	Pano	racahaina	racahaina	r a k a	3255	6541	- - r a k a - -	put		None
9985	clothes	Chacobo	Pano	raiti	raiti	r ai t i	1052	2089	- - r ai t i	clothes		None
9986	cloth	Chacobo	Pano	raiti	raiti	r ai t i	1036	2089	- - r - ai t i	clothes		None
9987	hair (body)	Chacobo	Pano	rani	rani	r a n i	2646	708	r a n i -	hair		None
9988	knee	Chacobo	Pano	rapoto	rapoto	r a + p o t o	3093	992 994	r a + p o t o	knee_prefix heel/knee		None
9989	fear (fright)	Chacobo	Pano	raquë	raquë	r a k ɨ	1922	3901	r a k - ɨ			None
9990	full	Chacobo	Pano	rëamë	rëamë	r ɨ a m ɨ	2391	4816	r ɨ a m ɨ			None
9991	claw	Chacobo	Pano	rëhuixëni ca jotsisi	rëhuixëni ca jotsisi	r ɨ w i ʂ ɨ n i + k a + h o + ts i s + i	1004	2035 3515 2031 950 32	r ɨ w i ʂ ɨ n i + k a + h o + ts i s + i	 ? claw nail _:n_deriv		None
9992	older sister	Chacobo	Pano	rëquëmë	rëquëmë	r ɨ k ɨ m ɨ	3986	8030	r ɨ k ɨ ( m ɨ )	older_sister		None
9993	nasal mucus (snot)	Chacobo	Pano	rëxaqui	rëxaqui	r ɨ + ʂ a + k i	3770	3533 866 5721	r ɨ + ʂ a + k i	nose_prefix lip open		None
9994	nose	Chacobo	Pano	rëxaqui	rëxaqui	r ɨ + ʂ a + k i	3896	3533 866 5721	r ɨ ʂ a k i - -	nose_prefix lip open		None
9995	slip	Chacobo	Pano	riohacaina	riohacaina	r i o	5093	1997	r i o - - - - - - - -			None
9996	burning	Chacobo	Pano	ririhaina	ririhaina	r i r i	753	1480	r i r i	burning		None
9997	thread	Chacobo	Pano	risisi	risisi	r i s i s i	5760	11610	r i s i + s i			None
9998	steal	Chacobo	Pano	rojihaina	rojihaina	r o h i	5452	3557	r o h - i -			None
9999	tobacco	Chacobo	Pano	romë	romë	r o m ɨ	5835	11768	r o m ɨ	tobacco		None
10000	snake	Chacobo	Pano	rono	rono	r o n o	5191	10442	r o n o			None
10001	fish	Chacobo	Pano	sanino	sanino	s a n i n o	2099	470	s a n i n o			None
10002	whistle	Chacobo	Pano	sësohaina	sësohaina	s ɨ s o	6261	4204	s ɨ - s o - -	whistle		None
10003	old man	Chacobo	Pano	shinacoshi cato	shinacoshi cato	ʃ i n a + k o ʃ i + k a t o	3945	7953 7180 386	ʃ i n a + k o ʃ i + k a t o	 strong relative		None
10004	think (reflect)	Chacobo	Pano	shinahaina	shinahaina	ʃ i n a	5730	351	ʃ i n a - - - -	think/remember		None
10005	remember	Chacobo	Pano	shinamahaina	shinamahaina	ʃ i n a + m a	4440	351 809	ʃ i n a m a	think/remember neg		None
10006	soul	Chacobo	Pano	shinana	shinana	ʃ i n a n a	5267	10575	- ʃ i n a n a			None
10007	ripe	Chacobo	Pano	shini	shini	ʃ i n i	4507	8901	- ʃ i - - n i	yellow		None
10008	red	Chacobo	Pano	shini ca	shini ca	ʃ i n i + k a	4415	8901 38	- - - ʃ i n i + k a	yellow _:adj		None
10009	chest	Chacobo	Pano	shipati	shipati	ʃ i + p a t i	913	1063 1061	ʃ i + p a t i	chest_prefix ?		None
10010	bridge	Chacobo	Pano	shitati	shitati	ʃ i t a t i	688	1364	ʃ i t a t i			None
10011	rub	Chacobo	Pano	sinohaina	sinohaina	s i n o	4618	9319	s i n o			None
10012	old woman	Chacobo	Pano	siri	siri	s i r i	3963	7982	s i r i	old		None
10013	old	Chacobo	Pano	siri	siri	s i r i	3930	7982	s i r - - i	old		None
10014	needle (for sewing)	Chacobo	Pano	sopiri	sopiri	s o p i r i	3839	7710	s o p i r i			None
10015	liver	Chacobo	Pano	taca	taca	t a + k a	3357	1092 1093	t a + k a	intestines liver		None
10016	footprint	Chacobo	Pano	tahë	tahë	t a + ʔ ɨ	2286	981 3163	t a + ʔ ɨ	:root foot		None
10017	foot	Chacobo	Pano	tahë	tahë	t a + ʔ ɨ	2278	981 3163	t a + ʔ ɨ	:root foot		None
10018	heel	Chacobo	Pano	tahë tsiposto	tahë tsiposto	t a ʔ ɨ + ts i + p o s t o	2766	981 990 994	t a - ʔ ɨ + ts - i p o s t o	foot heel heel/knee		None
10019	cheek	Chacobo	Pano	tamo	tamo	t a m o	909	712	- t a m o	cheek		None
10020	root	Chacobo	Pano	tapono	tapono	t a + p o n o	4559	981 3166	t a +  + p o n o	:root root		None
10021	roll	Chacobo	Pano	taramëhaina	taramëhaina	t a r a + m ɨ	4533	1275 1200	t a r a m ɨ	break verbal_stem		None
10022	lung	Chacobo	Pano	taxa	taxa	t a + ʂ a	3453	1092 1091	t a + ʂ a	intestines lung		None
10023	swallow	Chacobo	Pano	tëbaihaina	tëbaihaina	t ɨ + β ai	5578	11180 1463	t ɨ β ai			None
10024	shade	Chacobo	Pano	tëbaquishi	tëbaquishi	t ɨ β a k i ʃ i	4799	9659	t ɨ β a k i ʃ i			None
10025	sweet	Chacobo	Pano	tëë	tëë	t ɨ ɨ	5588	11201	t ɨ ɨ			None
10026	throat	Chacobo	Pano	tëpoco	tëpoco	t ɨ + p o + k o	5776	683 842 737	t ɨ - p o k - - o	neck ? jaw		None
10027	thunder	Chacobo	Pano	tërë	tërë	t ɨ r ɨ	5810	11714	t ɨ r ɨ			None
10028	long	Chacobo	Pano	tëtëca	tëtëca	t ɨ t ɨ k a	3385	5685	t ɨ - t ɨ k a -	long		None
10029	hawk	Chacobo	Pano	tëtëpa	tëtëpa	t ɨ t ɨ + p a	2721	5435 1555	t ɨ t ɨ p a			None
10030	neck	Chacobo	Pano	tëto	tëto	t ɨ + t o	3813	683 649	t ɨ - - t o -	neck forehead		None
