ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Borrowing,Partial_Cognacy,Alignment,Morphemes,GroupedSounds
Kakataibo-needleforsewing-1,,Kakataibo,needleforsewing,xumux,xumux,ʂ ɯ m ɯ ʂ,None,Zariquiey2018,5267,,,,None,7709,ʂ ɯ m ɯ ʂ ( - ),?,"['ʂ', 'ɯ', 'm', 'ɯ', 'ʂ']"
Kakataibo-nest-1,,Kakataibo,nest,na,na,n a,None,Zariquiey2018,5276,,,,None,7734,n a - -,?,"['n', 'a']"
Kakataibo-new-1,,Kakataibo,new,'io,'io,ʔ i ɤ,None,Zariquiey2018,5287,,,,None,7764,ʔ i ɤ,?,"['ʔ', 'i', 'ɤ']"
Kakataibo-new-2,,Kakataibo,new,bëná,bëná,β ɨ n a,None,Zariquiey2018,5285,,,,None,7762,β ɨ ( - ) n a,?,"['β', 'ɨ', 'n', 'a']"
Kakataibo-no-1,,Kakataibo,no,ama,ama,a m a,None,Zariquiey2018,5317,,,,None,7820,- a m a,neg,"['a', 'm', 'a']"
Kakataibo-nose-1,,Kakataibo,nose,rëkin,rëkin,ɾ ɨ + k i n,None,Zariquiey2018,3205,,,,None,3533 666,ɾ ɨ + k i n,nose_prefix nose,"['ɾ', 'ɨ', '+', 'k', 'i', 'n']"
Kakataibo-now-1,,Kakataibo,now,bërí,bërí,β ɨ ɾ i,None,Zariquiey2018,5337,,,,None,7892,β ɨ ɾ i,?,"['β', 'ɨ', 'ɾ', 'i']"
Kakataibo-old-1,,Kakataibo,old,bëráma,bëráma,β ɨ ɾ a m a,None,Zariquiey2018,5355,,,,None,7922,β ɨ ɾ a m a,?,"['β', 'ɨ', 'ɾ', 'a', 'm', 'a']"
Kakataibo-old-2,,Kakataibo,old,xëni,xëni,ʂ ɨ n i,None,Zariquiey2018,5348,,,,None,7918,ʂ ɨ n i,old,"['ʂ', 'ɨ', 'n', 'i']"
Kakataibo-oldman-1,,Kakataibo,oldman,ñusi,ñusi,ɲ ɯ s i,None,Zariquiey2018,5357,,,,None,7952,ɲ ɯ s i,?,"['ɲ', 'ɯ', 's', 'i']"
Kakataibo-oldwoman-1,,Kakataibo,oldwoman,ñuxan,ñuxan,ɲ ɯ ʂ a n,None,Zariquiey2018,1901,,,,None,2177,ɲ ɯ ʂ a n,?,"['ɲ', 'ɯ', 'ʂ', 'a', 'n']"
Kakataibo-olderbrother-1,,Kakataibo,olderbrother,buchi,buchi,β ɯ + tʃ i,None,Zariquiey2018,5376,,,,None,8004 1964,β ɯ + tʃ i,brother,"['β', 'ɯ', '+', 'tʃ', 'i']"
Kakataibo-oldersister-1,,Kakataibo,oldersister,chirabakë 'apan,chirabakë 'apan,tʃ i + ɾ a β a k ɨ + ʔ a p a n,None,Zariquiey2018,3458,,,,None,375 2136 8035,tʃ i + ɾ a β a k ɨ + ʔ a p a n,sister ? ?,"['tʃ', 'i', '+', 'ɾ', 'a', 'β', 'a', 'k', 'ɨ', '+', 'ʔ', 'a', 'p', 'a', 'n']"
Kakataibo-oldersister-2,,Kakataibo,oldersister,chuchu,chuchu,tʃ ɯ + tʃ ɯ,None,Zariquiey2018,3457,,,,None,375 400,tʃ ɯ + tʃ ɯ,old,"['tʃ', 'ɯ', '+', 'tʃ', 'ɯ']"
Kakataibo-one-1,,Kakataibo,one,achushi,achushi,a tʃ ɯ ʃ i,None,Zariquiey2018,5395,,,,None,8058,a tʃ ɯ ʃ i,?,"['a', 'tʃ', 'ɯ', 'ʃ', 'i']"
Kakataibo-only-1,,Kakataibo,only,kuni,kuni,k ɯ n i,None,Zariquiey2018,5414,,,,None,8084,k ɯ n i,?,"['k', 'ɯ', 'n', 'i']"
Kakataibo-open-1,,Kakataibo,open,xëókati,xëókati,ʂ ɨ ɤ k a + t i,None,Zariquiey2018,2154,,,,None,2431 1167,ʂ ɨ ɤ k a + t i,_:verbal,"['ʂ', 'ɨ', 'ɤ', 'k', 'a', '+', 't', 'i']"
Kakataibo-open-2,,Kakataibo,open,bëókati,bëókati,β ɨ + ɤ k a + t i,None,Zariquiey2018,4870,,,,None,681 2766 1167,β ɨ + ɤ k a + t i,eye/round ? _:verbal,"['β', 'ɨ', '+', 'ɤ', 'k', 'a', '+', 't', 'i']"
Kakataibo-owl-1,,Kakataibo,owl,pupu,pupu,p ɯ p ɯ,None,Zariquiey2018,5455,,,,None,8195,p ɯ p ɯ,?,"['p', 'ɯ', 'p', 'ɯ']"
Kakataibo-path-1,,Kakataibo,path,bai,bai,β a i,None,Zariquiey2018,5491,,,,None,8301,β a - i -,?,"['β', 'a', 'i']"
Kakataibo-peel-1,,Kakataibo,peel,rashúti,rashúti,ɾ a ʃ + ɯ + t i,None,Zariquiey2018,5505,,,,None,8327 1495 1167,ɾ a ʃ + - ɯ + t i,verbal_stem _:verbal,"['ɾ', 'a', 'ʃ', '+', 'ɯ', '+', 't', 'i']"
Kakataibo-peel-2,,Kakataibo,peel,xukati,xukati,ʂ ɯ k a + t i,None,Zariquiey2018,5500,,,,None,8322 1167,ʂ ɯ k a ( - ) + t i,_:verbal,"['ʂ', 'ɯ', 'k', 'a', '+', 't', 'i']"
Kakataibo-penis-1,,Kakataibo,penis,inxu,inxu,i n + ʂ ɯ,None,Zariquiey2018,3183,,,,None,3511 2876,i n + ʂ ɯ,penis/tail genital,"['i', 'n', '+', 'ʂ', 'ɯ']"
Kakataibo-person-1,,Kakataibo,person,uni,uni,ɯ n i,None,Zariquiey2018,822,,,,None,125,- ɯ n i,person,"['ɯ', 'n', 'i']"
Kakataibo-pinch-1,,Kakataibo,pinch,'utëxti,'utëxti,ʔ ɯ t ɨ ʂ + t i,None,Zariquiey2018,5540,,,,None,8482 1167,ʔ ɯ t ɨ ʂ + t i,_:verbal,"['ʔ', 'ɯ', 't', 'ɨ', 'ʂ', '+', 't', 'i']"
Kakataibo-pinch-2,,Kakataibo,pinch,utëxti,utëxti,ɯ t ɨ ʂ + t i,None,Zariquiey2018,5540,,,,None,8482 1167,- ɯ t ɨ ʂ + t i,_:verbal,"['ɯ', 't', 'ɨ', 'ʂ', '+', 't', 'i']"
Kakataibo-piss-1,,Kakataibo,piss,insunti,insunti,i n s ɯ n + t i,None,Zariquiey2018,5553,,,,None,8504 1167,- i n s ɯ n + t i,_:verbal,"['i', 'n', 's', 'ɯ', 'n', '+', 't', 'i']"
Kakataibo-plantsomething-1,,Kakataibo,plantsomething,'apat,'apat,ʔ a p a t,None,Zariquiey2018,5570,,,,None,8553,ʔ a p a t,?,"['ʔ', 'a', 'p', 'a', 't']"
Kakataibo-play-1,,Kakataibo,play,kuaiti,kuaiti,kʷ a i + t i,None,Zariquiey2018,5584,,,,None,8580 1167,kʷ a i + t i,_:verbal,"['kʷ', 'a', 'i', '+', 't', 'i']"
Kakataibo-press-1,,Kakataibo,press,bitaxti,bitaxti,β i t a ʂ + t i,None,Zariquiey2018,5596,,,,None,8623 1167,β i ( - ) t a ʂ + t i,press _:verbal,"['β', 'i', 't', 'a', 'ʂ', '+', 't', 'i']"
Kakataibo-press-2,,Kakataibo,press,tsënkati,tsënkati,ts ɨ n + k a t i,None,Zariquiey2018,5602,,,,None,8631 1079,ts ɨ n + k a t i,verbal_stem,"['ts', 'ɨ', 'n', '+', 'k', 'a', 't', 'i']"
Kakataibo-pull-1,,Kakataibo,pull,nirinti,nirinti,n i ɾ i n + t i,None,Zariquiey2018,5614,,,,None,8652 1167,n i ɾ i n + t i,_:verbal,"['n', 'i', 'ɾ', 'i', 'n', '+', 't', 'i']"
Kakataibo-pus-1,,Kakataibo,pus,ku,ku,k ɯ,None,Zariquiey2018,5634,,,,None,8725,k ɯ ( - ) -,?,"['k', 'ɯ']"
Kakataibo-push-1,,Kakataibo,push,ránkati,ránkati,ɾ a n + k a t i,None,Zariquiey2018,6123,,,,None,992 1079,ɾ a n + k a t i,knee_prefix verbal_stem,"['ɾ', 'a', 'n', '+', 'k', 'a', 't', 'i']"
Kakataibo-push-2,,Kakataibo,push,titikati,titikati,t i + t i + k a t i,None,Zariquiey2018,240,,,,None,1167 1167 1079,t i + t i + k a t i,_:verbal _:verbal verbal_stem,"['t', 'i', '+', 't', 'i', '+', 'k', 'a', 't', 'i']"
Kakataibo-put-1,,Kakataibo,put,nanti,nanti,n a n + t i,None,Zariquiey2018,5657,,,,None,8778 1167,- - n a ( n ) + t i,_:verbal,"['n', 'a', 'n', '+', 't', 'i']"
Kakataibo-rainprecipitation-1,,Kakataibo,rainprecipitation,'uñe,'uñe,ʔ ɯ ɲ e,None,Zariquiey2018,2210,,,,None,25,- ʔ ɯ ɲ e ( - ),water,"['ʔ', 'ɯ', 'ɲ', 'e']"
Kakataibo-rainbow-1,,Kakataibo,rainbow,ñorá kucha,ñorá kucha,ɲ ɤ ɾ a + k ɯ tʃ a,None,Zariquiey2018,4976,,,,None,702 8846,ɲ ɤ ɾ a - + k ɯ tʃ a,?,"['ɲ', 'ɤ', 'ɾ', 'a', '+', 'k', 'ɯ', 'tʃ', 'a']"
Kakataibo-red-1,,Kakataibo,red,ushin,ushin,ɯ ʃ i n,None,Zariquiey2018,5698,,,,None,8901,- ɯ - ʃ i n -,?,"['ɯ', 'ʃ', 'i', 'n']"
Kakataibo-remember-1,,Kakataibo,remember,sinanti,sinanti,s i n a n + t i,None,Zariquiey2018,3171,,,,None,351 1167,s i n a n + t i,think/remember _:verbal,"['s', 'i', 'n', 'a', 'n', '+', 't', 'i']"
Kakataibo-rest-1,,Kakataibo,rest,tantiti,tantiti,t a n t i + t i,None,Zariquiey2018,5719,,,,None,8984 1167,t a n t i + t i,_:verbal,"['t', 'a', 'n', 't', 'i', '+', 't', 'i']"
Kakataibo-rib-1,,Kakataibo,rib,putú,putú,p ɯ t ɯ,None,Zariquiey2018,3944,,,,None,4254,p ɯ - - ( - t ɯ - ),?,"['p', 'ɯ', 't', 'ɯ']"
Kakataibo-right-1,,Kakataibo,right,mëkue,mëkue,m ɨ + kʷ e,None,Zariquiey2018,5903,,,,None,948 1748,m ɨ + kʷ e,hand_prefix ?,"['m', 'ɨ', '+', 'kʷ', 'e']"
Kakataibo-right-2,,Kakataibo,right,puntë́,puntë́,p ɯ n t ɨ,None,Zariquiey2018,5740,,,,None,9041,p ɯ n t ɨ,?,"['p', 'ɯ', 'n', 't', 'ɨ']"
Kakataibo-ring-1,,Kakataibo,ring,mëusuti,mëusuti,m ɨ + ɯ s ɯ + t i,None,Zariquiey2018,5898,,,,None,948 1646 547,m ɨ + - ɯ s ɯ - + t i,hand_prefix ring _:n_rel/instr,"['m', 'ɨ', '+', 'ɯ', 's', 'ɯ', '+', 't', 'i']"
Kakataibo-ripe-1,,Kakataibo,ripe,xónkërua,xónkërua,ʂ ɤ n k ɨ ɾ ɯ a,None,Zariquiey2018,5759,,,,None,9094,ʂ ɤ n k ɨ ɾ ɯ a,?,"['ʂ', 'ɤ', 'n', 'k', 'ɨ', 'ɾ', 'ɯ', 'a']"
Kakataibo-ripe-2,,Kakataibo,ripe,pëkë́kë,pëkë́kë,p ɨ k ɨ + k ɨ,None,Zariquiey2018,5755,,,,None,9090 2064,p ɨ k ɨ + k ɨ,?,"['p', 'ɨ', 'k', 'ɨ', '+', 'k', 'ɨ']"
Kakataibo-roll-1,,Kakataibo,roll,taramëti,taramëti,t a ɾ a + m ɨ + t i,None,Zariquiey2018,5775,,,,None,9135 1200 1167,t a ɾ a - + m ɨ + t i,roll verbal_stem _:verbal,"['t', 'a', 'ɾ', 'a', '+', 'm', 'ɨ', '+', 't', 'i']"
Kakataibo-roof-1,,Kakataibo,roof,maskuan,maskuan,m a + s k ɯ a n,None,Zariquiey2018,5004,,,,None,707 3091,m a + s k ɯ a n,:head roof,"['m', 'a', '+', 's', 'k', 'ɯ', 'a', 'n']"
Kakataibo-roof-2,,Kakataibo,roof,maputi,maputi,m a + p ɯ + t i,None,Zariquiey2018,5005,,,,None,707 3159 547,m a + p ɯ + t i,:head head/brain _:n_rel/instr,"['m', 'a', '+', 'p', 'ɯ', '+', 't', 'i']"
Kakataibo-root-1,,Kakataibo,root,tapun,tapun,t a + p ɯ n,None,Zariquiey2018,6075,,,,None,981 3166,t a + p ɯ n ( - ),:root root,"['t', 'a', '+', 'p', 'ɯ', 'n']"
Kakataibo-rope-1,,Kakataibo,rope,nisi,nisi,n i s i,None,Zariquiey2018,5810,,,,None,9224,n i ( - ) s i,rope,"['n', 'i', 's', 'i']"
Kakataibo-rotten-1,,Kakataibo,rotten,pisi,pisi,p i s i,None,Zariquiey2018,79,,,,None,10320,p i s i,stink,"['p', 'i', 's', 'i']"
Kakataibo-rough-1,,Kakataibo,rough,nixa,nixa,n i ʂ a,None,Zariquiey2018,3446,,,,None,3739,n i ʂ a,?,"['n', 'i', 'ʂ', 'a']"
Kakataibo-rub-1,,Kakataibo,rub,shi,shi,ʃ i,None,Zariquiey2018,122,,,,None,1046,ʃ i,?,"['ʃ', 'i']"
Kakataibo-rub-2,,Kakataibo,rub,rëka,rëka,ɾ ɨ k a,None,Zariquiey2018,1600,,,,None,1849,ɾ ɨ k a,rub,"['ɾ', 'ɨ', 'k', 'a']"
Kakataibo-run-1,,Kakataibo,run,abati,abati,a β a + t i,None,Zariquiey2018,5852,,,,None,9342 1167,a β a + t i,_:verbal,"['a', 'β', 'a', '+', 't', 'i']"
Kakataibo-salt-1,,Kakataibo,salt,tashi,tashi,t a ʃ i,None,Zariquiey2018,5860,,,,None,9369,t a ʃ i,salt,"['t', 'a', 'ʃ', 'i']"
Kakataibo-sand-1,,Kakataibo,sand,masi,masi,m a s i,None,Zariquiey2018,2927,,,,None,3249,m a s i,dust,"['m', 'a', 's', 'i']"
Kakataibo-say-1,,Kakataibo,say,kati,kati,k a + t i,None,Zariquiey2018,664,,,,None,1206 1167,k a + t i,say _:verbal,"['k', 'a', '+', 't', 'i']"
Kakataibo-say-2,,Kakataibo,say,kiti,kiti,k i t i,None,Zariquiey2018,4515,,,,None,576,k i t i,verbal,"['k', 'i', 't', 'i']"
Kakataibo-scrape-1,,Kakataibo,scrape,raishti,raishti,ɾ a i ʃ + t i,None,Zariquiey2018,1288,,,,None,1519 1167,ɾ a i ʃ + t i,_:verbal,"['ɾ', 'a', 'i', 'ʃ', '+', 't', 'i']"
Kakataibo-scrape-2,,Kakataibo,scrape,xakiti,xakiti,ʂ a k i + t i,None,Zariquiey2018,387,,,,None,1118 1167,ʂ a k i + t i,stomach _:verbal,"['ʂ', 'a', 'k', 'i', '+', 't', 'i']"
Kakataibo-see-1,,Kakataibo,see,isti,isti,i s + t i,None,Zariquiey2018,5953,,,,None,9483 1167,- i s + t i,see _:verbal,"['i', 's', '+', 't', 'i']"
Kakataibo-seed-1,,Kakataibo,seed,ëxë,ëxë,ɨ ʂ ɨ,None,Zariquiey2018,5958,,,,None,9508,- ɨ ʂ ɨ,seed,"['ɨ', 'ʂ', 'ɨ']"
Kakataibo-seize-1,,Kakataibo,seize,tuinti,tuinti,t ɯ i n + t i,None,Zariquiey2018,1950,,,,None,2217 1167,t ɯ i n + t i,_:verbal,"['t', 'ɯ', 'i', 'n', '+', 't', 'i']"
Kakataibo-sell-1,,Kakataibo,sell,maruti,maruti,m a ɾ ɯ + t i,None,Zariquiey2018,1355,,,,None,1587 1167,m a ɾ ɯ + t i,buy _:verbal,"['m', 'a', 'ɾ', 'ɯ', '+', 't', 'i']"
Kakataibo-sew-1,,Kakataibo,sew,'unuti,'unuti,ʔ ɯ n ɯ + t i,None,Zariquiey2018,6003,,,,None,9628 1167,ʔ ɯ n ɯ + t i,_:verbal,"['ʔ', 'ɯ', 'n', 'ɯ', '+', 't', 'i']"
Kakataibo-shade-1,,Kakataibo,shade,tupën,tupën,t ɯ p ɨ n,None,Zariquiey2018,6010,,,,None,9656,t ɯ p ɨ n,?,"['t', 'ɯ', 'p', 'ɨ', 'n']"
Kakataibo-shake-1,,Kakataibo,shake,shaíkati,shaíkati,ʃ a i k a + t i,None,Zariquiey2018,3054,,,,None,3379 1167,ʃ a.i k a + t i,_:verbal,"['ʃ', 'a.i', 'k', 'a', '+', 't', 'i']"
Kakataibo-sharp-1,,Kakataibo,sharp,kuënukë,kuënukë,k ɯɨ + n ɯ k ɨ,None,Zariquiey2018,6027,,,,None,9727 3757,k ɯɨ + n ɯ ( k ɨ ),?,"['k', 'ɯɨ', '+', 'n', 'ɯ', 'k', 'ɨ']"
Kakataibo-shine-1,,Kakataibo,shine,kashtáti,kashtáti,k a ʃ t a + t i,None,Zariquiey2018,6045,,,,None,9772 1167,k a ʃ t a + t i,_:verbal,"['k', 'a', 'ʃ', 't', 'a', '+', 't', 'i']"
Kakataibo-shine-2,,Kakataibo,shine,pëxti,pëxti,p ɨ ʂ + t i,None,Zariquiey2018,6049,,,,None,9780 1167,p ɨ ʂ + t i,_:verbal,"['p', 'ɨ', 'ʂ', '+', 't', 'i']"
Kakataibo-shitdefecate-1,,Kakataibo,shitdefecate,puiti,puiti,p ɯ i + t i,None,Zariquiey2018,6055,,,,None,9799 1167,p ɯ - i + t i,_:verbal,"['p', 'ɯ', 'i', '+', 't', 'i']"
Kakataibo-shiver-1,,Kakataibo,shiver,bërëti,bërëti,β ɨ ɾ ɨ + t i,None,Zariquiey2018,6078,,,,None,9824 1167,β ɨ ɾ ɨ ( - - ) + t i,shake _:verbal,"['β', 'ɨ', 'ɾ', 'ɨ', '+', 't', 'i']"
Kakataibo-shiver-2,,Kakataibo,shiver,shaíkiti,shaíkiti,ʃ a i + k i t i,None,Zariquiey2018,2042,,,,None,2323 576,ʃ a i + k i t i,_:verbal,"['ʃ', 'a', 'i', '+', 'k', 'i', 't', 'i']"
Kakataibo-shoot-1,,Kakataibo,shoot,túnkati,túnkati,t ɯ n + k a t i,None,Zariquiey2018,6097,,,,None,9867 1079,t ɯ ( n - ) + k a t i,verbal_stem,"['t', 'ɯ', 'n', '+', 'k', 'a', 't', 'i']"
Kakataibo-short-1,,Kakataibo,short,mëtú,mëtú,m ɨ t ɯ,None,Zariquiey2018,2324,,,,None,2616,m ɨ t ɯ,?,"['m', 'ɨ', 't', 'ɯ']"
Kakataibo-shoulder-1,,Kakataibo,shoulder,pëkuë,pëkuë,p ɨ + k ɯ ɨ,None,Zariquiey2018,3241,,,,None,355 900,p ɨ + k ɯ ɨ,:back_prefix ?,"['p', 'ɨ', '+', 'k', 'ɯ', 'ɨ']"
Kakataibo-shout-1,,Kakataibo,shout,kënkënti,kënkënti,k ɨ n + k ɨ n + t i,None,Zariquiey2018,6142,,,,None,9948 9948 1167,k ɨ n + k ɨ n + t i,verbal_stem/say verbal_stem/say _:verbal,"['k', 'ɨ', 'n', '+', 'k', 'ɨ', 'n', '+', 't', 'i']"
Kakataibo-shut-1,,Kakataibo,shut,xëputi,xëputi,ʂ ɨ p ɯ + t i,None,Zariquiey2018,2158,,,,None,2436 1167,ʂ ɨ p ɯ + t i,_:verbal,"['ʂ', 'ɨ', 'p', 'ɯ', '+', 't', 'i']"
Kakataibo-shut-2,,Kakataibo,shut,xëtasti,xëtasti,ʂ ɨ t a s + t i,None,Zariquiey2018,2159,,,,None,2437 1167,ʂ ɨ t a s + t i,_:verbal,"['ʂ', 'ɨ', 't', 'a', 's', '+', 't', 'i']"
Kakataibo-sick-1,,Kakataibo,sick,'isinti,'isinti,ʔ i s i n + t i,None,Zariquiey2018,5468,,,,None,8223 1167,ʔ i s i n ( - - ) + t i,sick _:verbal,"['ʔ', 'i', 's', 'i', 'n', '+', 't', 'i']"
Kakataibo-side-1,,Kakataibo,side,'ukë,'ukë,ʔ ɯ k ɨ,None,Zariquiey2018,9,,,,None,10038,ʔ ɯ k ɨ,?,"['ʔ', 'ɯ', 'k', 'ɨ']"
Kakataibo-sing-1,,Kakataibo,sing,shakúti,shakúti,ʃ a k ɯ + t i,None,Zariquiey2018,3873,,,,None,4179 1167,ʃ a k ɯ + t i,_:verbal,"['ʃ', 'a', 'k', 'ɯ', '+', 't', 'i']"
Kakataibo-sing-2,,Kakataibo,sing,bana túputi,bana túputi,β a n a + t ɯ p ɯ + t i,None,Zariquiey2018,22,,,,None,10070 4183 1167,β a n a + t ɯ p ɯ + t i,? _:verbal,"['β', 'a', 'n', 'a', '+', 't', 'ɯ', 'p', 'ɯ', '+', 't', 'i']"
Kakataibo-sit-1,,Kakataibo,sit,tsóti,tsóti,ts ɤ + t i,None,Zariquiey2018,1768,,,,None,2037 1167,ts ɤ - - + t i,sit _:verbal,"['ts', 'ɤ', '+', 't', 'i']"
Kakataibo-skin-1,,Kakataibo,skin,bëxí,bëxí,β ɨ ʂ i,None,Zariquiey2018,4022,,,,None,440,β ɨ ʂ i ( - - - ),skin,"['β', 'ɨ', 'ʂ', 'i']"
Kakataibo-sky-1,,Kakataibo,sky,naí,naí,n a i,None,Zariquiey2018,1241,,,,None,147,n a ( - ) i,sky,"['n', 'a', 'i']"
Kakataibo-sleep-1,,Kakataibo,sleep,'uxti,'uxti,ʔ ɯ ʂ + t i,None,Zariquiey2018,45,,,,None,10197 1167,ʔ ɯ ʂ - + t i,_:verbal,"['ʔ', 'ɯ', 'ʂ', '+', 't', 'i']"
Kakataibo-small-1,,Kakataibo,small,chukúma,chukúma,tʃ ɯ k ɯ + m a,None,Zariquiey2018,62,,,,None,10262 809,tʃ ɯ k ɯ + m a,neg,"['tʃ', 'ɯ', 'k', 'ɯ', '+', 'm', 'a']"
Kakataibo-small-2,,Kakataibo,small,xu,xu,ʂ ɯ,None,Zariquiey2018,692,,,,None,12123,ʂ ɯ ( - - - - ),?,"['ʂ', 'ɯ']"
Kakataibo-smellperceive-1,,Kakataibo,smellperceive,xëti,xëti,ʂ ɨ t i,None,Zariquiey2018,68,,,,None,10300,ʂ ɨ t i,?,"['ʂ', 'ɨ', 't', 'i']"
Kakataibo-smokeexhaust-1,,Kakataibo,smokeexhaust,tsi kuin,tsi kuin,ts i + k ɯ i n,None,Zariquiey2018,1277,,,,None,150 1211,ts i - - - + k ɯ - i n,coal cloud,"['ts', 'i', '+', 'k', 'ɯ', 'i', 'n']"
Kakataibo-smokeinhale-1,,Kakataibo,smokeinhale,kúpukati,kúpukati,k ɯ p ɯ + k a t i,None,Zariquiey2018,92,,,,None,10379 1079,k ɯ p ɯ + k a t i,verbal_stem,"['k', 'ɯ', 'p', 'ɯ', '+', 'k', 'a', 't', 'i']"
Kakataibo-smooth-1,,Kakataibo,smooth,nibá,nibá,n i β a,None,Zariquiey2018,104,,,,None,10400,n i β a,?,"['n', 'i', 'β', 'a']"
Kakataibo-smooth-2,,Kakataibo,smooth,sibá,sibá,s i β a,None,Zariquiey2018,3022,,,,None,3345,s i β a,?,"['s', 'i', 'β', 'a']"
Kakataibo-snail-1,,Kakataibo,snail,nuchuñu,nuchuñu,n ɯ tʃ ɯ ɲ ɯ,None,Zariquiey2018,108,,,,None,10418,n ɯ tʃ ɯ ( ɲ ɯ ),?,"['n', 'ɯ', 'tʃ', 'ɯ', 'ɲ', 'ɯ']"
Kakataibo-snake-1,,Kakataibo,snake,piská,piská,p i s k a,None,Zariquiey2018,4274,,,,None,507,p i s k a,?,"['p', 'i', 's', 'k', 'a']"
Kakataibo-snake-2,,Kakataibo,snake,runu,runu,ɾ ɯ n ɯ,None,Zariquiey2018,113,,,,None,10442,ɾ ɯ n ɯ,?,"['ɾ', 'ɯ', 'n', 'ɯ']"
Kakataibo-snore-1,,Kakataibo,snore,karaxkiti,karaxkiti,k a ɾ a ʂ + k i t i,None,Zariquiey2018,128,,,,None,10489 576,k a ɾ a ʂ + k i t i,_:verbal,"['k', 'a', 'ɾ', 'a', 'ʂ', '+', 'k', 'i', 't', 'i']"
Kakataibo-soft-1,,Kakataibo,soft,bachu,bachu,β a tʃ ɯ,None,Zariquiey2018,138,,,,None,10513,β a tʃ ɯ ( - ),?,"['β', 'a', 'tʃ', 'ɯ']"
Kakataibo-soul-1,,Kakataibo,soul,bëru ñunshin,bëru ñunshin,β ɨ ɾ ɯ + ɲ ɯ n ʃ i n,None,Zariquiey2018,695,,,,None,1213 10574,β ɨ ɾ ɯ + ɲ ɯ n ʃ i n,soul ?,"['β', 'ɨ', 'ɾ', 'ɯ', '+', 'ɲ', 'ɯ', 'n', 'ʃ', 'i', 'n']"
Kakataibo-sour-1,,Kakataibo,sour,kacha,kacha,k a tʃ a,None,Zariquiey2018,156,,,,None,10598,k a tʃ a,sour,"['k', 'a', 'tʃ', 'a']"
Kakataibo-speak-1,,Kakataibo,speak,banati,banati,β a n a + t i,None,Zariquiey2018,170,,,,None,10628 1167,β a n a + t i,language _:verbal,"['β', 'a', 'n', 'a', '+', 't', 'i']"
Kakataibo-spider-1,,Kakataibo,spider,chinox kuru,chinox kuru,tʃ i n ɤ ʂ + k ɯ ɾ ɯ,None,Zariquiey2018,186,,,,None,10659 10665,tʃ i n ɤ - ( ʂ - - - ) + k ɯ ɾ ɯ,?,"['tʃ', 'i', 'n', 'ɤ', 'ʂ', '+', 'k', 'ɯ', 'ɾ', 'ɯ']"
Kakataibo-spider-2,,Kakataibo,spider,sapën,sapën,s a p ɨ n,None,Zariquiey2018,196,,,,None,10669,s a p ɨ n,?,"['s', 'a', 'p', 'ɨ', 'n']"
Kakataibo-spin-1,,Kakataibo,spin,ménti,ménti,m e n + t i,None,Zariquiey2018,207,,,,None,10699 1167,m e n + t i,_:verbal,"['m', 'e', 'n', '+', 't', 'i']"
Kakataibo-spin-2,,Kakataibo,spin,sëkati,sëkati,s ɨ k a + t i,None,Zariquiey2018,205,,,,None,10698 1167,s ɨ k a + t i,spin _:verbal,"['s', 'ɨ', 'k', 'a', '+', 't', 'i']"
Kakataibo-split-1,,Kakataibo,split,tukáti,tukáti,t ɯ k a + t i,None,Zariquiey2018,3000,,,,None,3321 1167,t ɯ k a + t i,_:verbal,"['t', 'ɯ', 'k', 'a', '+', 't', 'i']"
Kakataibo-spreadout-1,,Kakataibo,spreadout,tuashkati,tuashkati,t ɯ a ʃ k a + t i,None,Zariquiey2018,3723,,,,None,4008 1167,t ɯ a ʃ k a + t i,_:verbal,"['t', 'ɯ', 'a', 'ʃ', 'k', 'a', '+', 't', 'i']"
Kakataibo-spreadout-2,,Kakataibo,spreadout,tsuákati,tsuákati,ts ɯ a k a + t i,None,Zariquiey2018,242,,,,None,10791 1167,ts ɯ a - k a + t i,_:verbal,"['ts', 'ɯ', 'a', 'k', 'a', '+', 't', 'i']"
Kakataibo-squeeze-1,,Kakataibo,squeeze,putsiti,putsiti,p ɯ ts i + t i,None,Zariquiey2018,264,,,,None,10846 1167,p ɯ ts i + t i,_:verbal,"['p', 'ɯ', 'ts', 'i', '+', 't', 'i']"
Kakataibo-squeeze-2,,Kakataibo,squeeze,chininti,chininti,tʃ i n i n + t i,None,Zariquiey2018,265,,,,None,10848 1167,tʃ i n i n + t i,press _:verbal,"['tʃ', 'i', 'n', 'i', 'n', '+', 't', 'i']"
Kakataibo-stand-1,,Kakataibo,stand,'iti,'iti,ʔ i t i,None,Zariquiey2018,3212,,,,None,3541,ʔ i t i ( - - - ),?,"['ʔ', 'i', 't', 'i']"
Kakataibo-star-1,,Kakataibo,star,'ispa,'ispa,ʔ i s p a,None,Zariquiey2018,281,,,,None,10907,ʔ i s p a,?,"['ʔ', 'i', 's', 'p', 'a']"
Kakataibo-steal-1,,Kakataibo,steal,mëkamati,mëkamati,m ɨ k a m a + t i,None,Zariquiey2018,299,,,,None,10934 1167,m ɨ k a m a + t i,_:verbal,"['m', 'ɨ', 'k', 'a', 'm', 'a', '+', 't', 'i']"
