ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Borrowing,Partial_Cognacy,Alignment,Morphemes,GroupedSounds
Araona-green-1,,Araona,green,asahualili,asahualili,a + s a w a + l i l i,None,Pitman1981,5688,,,,None,3831 8877 604,a + s a w a + l i l i,_:adj green ?,"['a', '+', 's', 'a', 'w', 'a', '+', 'l', 'i', 'l', 'i']"
Araona-red-1,,Araona,red,asele,asele,a + s e l e,None,Pitman1981,4562,,,,None,3831 589,a + s e l e,_:adj ?,"['a', '+', 's', 'e', 'l', 'e']"
Araona-straight-1,,Araona,straight,ateli,ateli,a + t e l i,None,Pitman1981,4704,,,,None,3831 631,a + t e l i,_:adj ?,"['a', '+', 't', 'e', 'l', 'i']"
Araona-crooked-1,,Araona,crooked,atoli,atoli,a + t o l i,None,Pitman1981,2247,,,,None,3831 2533,a + t o l i,_:adj ?,"['a', '+', 't', 'o', 'l', 'i']"
Araona-breast-1,,Araona,breast,atso,atso,a ts o,None,Pitman1981,175,,,,None,1063,a ts o ( - - ),breast,"['a', 'ts', 'o']"
Araona-dirty-1,,Araona,dirty,azalo,azalo,a + ɽ a l o,None,Pitman1981,3962,,,,None,3831 4270,a + ) ɽ a l o,_:adj ?,"['a', '+', 'ɽ', 'a', 'l', 'o']"
Araona-blue-1,,Araona,blue,azeza,azeza,a + ɽ e ɽ a,None,Pitman1981,313,,,,None,3831 1099,a + ) ɽ e ɽ a - -,_:adj ?,"['a', '+', 'ɽ', 'e', 'ɽ', 'a']"
Araona-knowsomething-1,,Araona,knowsomething,ba,ba,b a,None,Pitman1981,5947,,,,None,9481,b a,see,"['b', 'a']"
Araona-see-1,,Araona,see,ba,ba,b a,None,Pitman1981,5947,,,,None,9481,b a,see,"['b', 'a']"
Araona-flute-1,,Araona,flute,babadehue,babadehue,b a b a + d e + w e,None,Pitman1981,3914,,,,None,4225 1268 177,b a b a + d e + w e,instrument stative,"['b', 'a', 'b', 'a', '+', 'd', 'e', '+', 'w', 'e']"
Araona-all-1,,Araona,all,babaohue,babaohue,b a b a o + w e,None,Pitman1981,2500,,,,None,28 1268,b a b a o + w e,stative,"['b', 'a', 'b', 'a', 'o', '+', 'w', 'e']"
Araona-drum-1,,Araona,drum,babatolo,babatolo,b a b a + t o l o,None,Pitman1981,3913,,,,None,4225 1288,b a b a + t o l o,instrument,"['b', 'a', 'b', 'a', '+', 't', 'o', 'l', 'o']"
Araona-snake-1,,Araona,snake,bacua,bacua,b a kʷ a,None,Pitman1981,4273,,,,None,506,b a kʷ a,?,"['b', 'a', 'kʷ', 'a']"
Araona-girl-1,,Araona,girl,bácua,bácua,b !á/a kʷ a,None,Pitman1981,3297,,,,None,360,b !á/a kʷ a,child,"['b', '!á/a', 'kʷ', 'a']"
Araona-childyounghuman-1,,Araona,childyounghuman,bácua,bácua,b !á/a kʷ a,None,Pitman1981,3297,,,,None,360,b !á/a kʷ a,child,"['b', '!á/a', 'kʷ', 'a']"
Araona-boy-1,,Araona,boy,bácua,bácua,b !á/a kʷ a,None,Pitman1981,3297,,,,None,360,b !á/a kʷ a,child,"['b', '!á/a', 'kʷ', 'a']"
Araona-man-1,,Araona,man,bácuedea,bácuedea,b á/a kʷ e + d e a,None,Pitman1981,690,,,,None,1212 296,b á/a kʷ e + d e - a,person,"['b', 'á/a', 'kʷ', 'e', '+', 'd', 'e', 'a']"
Araona-up-1,,Araona,up,bacueo,bacueo,b a + kʷ eo,None,Pitman1981,710,,,,None,12171 12173,b a + kʷ eo,?,"['b', 'a', '+', 'kʷ', 'eo']"
Araona-moon-1,,Araona,moon,badi,badi,b a d i,None,Pitman1981,4280,,,,None,51,b a d i - -,sun/moon,"['b', 'a', 'd', 'i']"
Araona-rope-1,,Araona,rope,bado,bado,b a d o,None,Pitman1981,2947,,,,None,3270,b a d o,?,"['b', 'a', 'd', 'o']"
Araona-sky-1,,Araona,sky,baepa,baepa,b a e p a,None,Pitman1981,1319,,,,None,155,b a - e p a,?,"['b', 'a', 'e', 'p', 'a']"
Araona-lake-1,,Araona,lake,bai,bai,b a i,None,Pitman1981,4689,,,,None,6266,b a i,lake,"['b', 'a', 'i']"
Araona-axe-1,,Araona,axe,baja,baja,b a h a,None,Pitman1981,2955,,,,None,328,b a h a,?,"['b', 'a', 'h', 'a']"
Araona-turnaround-1,,Araona,turnaround,balelea,balelea,b a + l e l e a,None,Pitman1981,5950,,,,None,9481 1927,b a + l e l e a,see ?,"['b', 'a', '+', 'l', 'e', 'l', 'e', 'a']"
Araona-thinkreflect-2,,Araona,thinkreflect,bame,bame,b a m e,None,Pitman1981,3746,,,,None,4033,b a m e,?,"['b', 'a', 'm', 'e']"
Araona-plantsomething-1,,Araona,plantsomething,bana,bana,b a n a,None,Pitman1981,5566,,,,None,8550,b a n a,?,"['b', 'a', 'n', 'a']"
Araona-lizard-1,,Araona,lizard,banacua,banacua,b a n a kʷ a,None,Pitman1981,4846,,,,None,6769,b a n a kʷ a,?,"['b', 'a', 'n', 'a', 'kʷ', 'a']"
Araona-name-1,,Araona,name,bani,bani,b a n i,None,Pitman1981,5217,,,,None,7534,b a n i,?,"['b', 'a', 'n', 'i']"
Araona-shoulder-1,,Araona,shoulder,bata,bata,b a t a,None,Pitman1981,797,,,,None,1241,b a t a,shoulder,"['b', 'a', 't', 'a']"
Araona-vomit-1,,Araona,vomit,bataiyo,bataiyo,b a t a + i j o,None,Pitman1981,798,,,,None,1241 1242,b a t a + i j o,shoulder ?,"['b', 'a', 't', 'a', '+', 'i', 'j', 'o']"
Araona-elbow-1,,Araona,elbow,batso,batso,b a ts o,None,Pitman1981,5882,,,,None,942,b a ts o,elbow,"['b', 'a', 'ts', 'o']"
Araona-because-1,,Araona,because,batso,batso,b a ts o,None,Pitman1981,4772,,,,None,654,b a ts o,?,"['b', 'a', 'ts', 'o']"
Araona-back-1,,Araona,back,bebacua,bebacua,b e + b a kʷ a,None,Pitman1981,4451,,,,None,561 605,b e + b a kʷ a,back ?,"['b', 'e', '+', 'b', 'a', 'kʷ', 'a']"
Araona-now-1,,Araona,now,bedada,bedada,b e d a d a,None,Pitman1981,5335,,,,None,7890,b e d a d a,?,"['b', 'e', 'd', 'a', 'd', 'a']"
Araona-only-1,,Araona,only,bedaocua,bedaocua,b e d a o kʷ a,None,Pitman1981,2494,,,,None,2792,b e d a o kʷ a,?,"['b', 'e', 'd', 'a', 'o', 'kʷ', 'a']"
Araona-side-1,,Araona,side,bene,bene,b e n e,None,Pitman1981,2208,,,,None,2498,b e n e,side,"['b', 'e', 'n', 'e']"
Araona-wind-1,,Araona,wind,beni,beni,b e n i,None,Pitman1981,948,,,,None,12833,b e n i,?,"['b', 'e', 'n', 'i']"
Araona-leave-1,,Araona,leave,beo,beo,b e o,None,Pitman1981,3063,,,,None,3392,b e o,?,"['b', 'e', 'o']"
Araona-few-1,,Araona,few,beta,beta,b e t a,None,Pitman1981,1208,,,,None,144,b e t a,two,"['b', 'e', 't', 'a']"
Araona-one-1,,Araona,one,beta,beta,b e t a,None,Pitman1981,1208,,,,None,144,b e t a,two,"['b', 'e', 't', 'a']"
Araona-two-1,,Araona,two,betacata,betacata,b e t a + k a t a,None,Pitman1981,1189,,,,None,142 2714,( - - ) b e t a + k a t a,two ?,"['b', 'e', 't', 'a', '+', 'k', 'a', 't', 'a']"
Araona-float-1,,Araona,float,beza,beza,b e ɽ a,None,Pitman1981,4000,,,,None,4335,b e ɽ a,?,"['b', 'e', 'ɽ', 'a']"
Araona-wasp-1,,Araona,wasp,bia,bia,b i a,None,Pitman1981,4663,,,,None,617,b i - a,insect,"['b', 'i', 'a']"
Araona-suck-1,,Araona,suck,bibi,bibi,b i b i,None,Pitman1981,356,,,,None,11089,b i b i,?,"['b', 'i', 'b', 'i']"
Araona-askinquire-1,,Araona,askinquire,bicuaebaja,bicuaebaja,b i kʷ a e + b a h a,None,Pitman1981,2400,,,,None,270 2258,b i kʷ a e + b a h a,ask,"['b', 'i', 'kʷ', 'a', 'e', '+', 'b', 'a', 'h', 'a']"
Araona-dawn-1,,Araona,dawn,bihuena,bihuena,b i + w e n a,None,Pitman1981,2594,,,,None,2914 3681,b i + w e n a,dawn,"['b', 'i', '+', 'w', 'e', 'n', 'a']"
Araona-bat-1,,Araona,bat,biña,biña,b i ɲ a,None,Pitman1981,4320,,,,None,517,b i ɲ a,?,"['b', 'i', 'ɲ', 'a']"
Araona-chilipepper-1,,Araona,chilipepper,bizo,bizo,b i ɽ o,None,Pitman1981,1715,,,,None,1985,b i ɽ o,?,"['b', 'i', 'ɽ', 'o']"
Araona-pus-1,,Araona,pus,bojo,bojo,b o h o,None,Pitman1981,5636,,,,None,8726,b o h o,?,"['b', 'o', 'h', 'o']"
Araona-bird-1,,Araona,bird,boni,boni,b o n i,None,Pitman1981,134,,,,None,105,b o n i,?,"['b', 'o', 'n', 'i']"
Araona-ant-1,,Araona,ant,bototo,bototo,b o t o t o,None,Pitman1981,5422,,,,None,81,b o t o t o,?,"['b', 'o', 't', 'o', 't', 'o']"
Araona-spider-1,,Araona,spider,caleshi,caleshi,k a l e ʃ i,None,Pitman1981,185,,,,None,10658,k a l e ʃ i,?,"['k', 'a', 'l', 'e', 'ʃ', 'i']"
Araona-they-1,,Araona,they,cana,cana,k a n a,None,Pitman1981,170,,,,None,10628,k a n a,pl,"['k', 'a', 'n', 'a']"
Araona-canoe-1,,Araona,canoe,canahua,canahua,k a n a w a,None,Pitman1981,3164,,,,spanish,3500,k a n a w a,ESP_canoa,"['k', 'a', 'n', 'a', 'w', 'a']"
Araona-stretch-1,,Araona,stretch,cona,cona,k o n a,None,Pitman1981,3073,,,,None,3404,k o n a,stretch,"['k', 'o', 'n', 'a']"
Araona-pig-1,,Araona,pig,cotsi,cotsi,k o ts i,None,Pitman1981,4973,,,,yes,701,k o ts i,?,"['k', 'o', 'ts', 'i']"
Araona-where-1,,Araona,where,cotso,cotso,k o + ts o,None,Pitman1981,1408,,,,None,1645 12667,k o + ts o,?,"['k', 'o', '+', 'ts', 'o']"
Araona-basket-1,,Araona,basket,cuaba,cuaba,kʷ a b a,None,Pitman1981,1637,,,,None,1883,kʷ a b a,?,"['kʷ', 'a', 'b', 'a']"
Araona-flymovethroughair-1,,Araona,flymovethroughair,cuabetsa,cuabetsa,kʷ a + b e ts a,None,Pitman1981,5143,,,,None,733 4472,kʷ a + b e ts a,go swim,"['kʷ', 'a', '+', 'b', 'e', 'ts', 'a']"
Araona-we-1,,Araona,we,cuada,cuada,kʷ a + d a,None,Pitman1981,836,,,,None,12528 1687,kʷ a + d a,pl erg,"['kʷ', 'a', '+', 'd', 'a']"
Araona-askrequest-1,,Araona,askrequest,cuae,cuae,kʷ a e,None,Pitman1981,2709,,,,None,304,kʷ a e,ask,"['kʷ', 'a', 'e']"
Araona-buy-1,,Araona,buy,cuaebaja,cuaebaja,kʷ a e + b a h a,None,Pitman1981,2710,,,,None,304 2258,kʷ a e + b a h a,ask ask,"['kʷ', 'a', 'e', '+', 'b', 'a', 'h', 'a']"
Araona-approach-1,,Araona,approach,cuaetiqui,cuaetiqui,kʷ a e t i + k i,None,Pitman1981,159,,,,None,106 350,kʷ a e t i + k i,_:verbal,"['kʷ', 'a', 'e', 't', 'i', '+', 'k', 'i']"
Araona-cassava-1,,Araona,cassava,cuahuea,cuahuea,kʷ a w e a,None,Pitman1981,1443,,,,None,1695,kʷ a w e.a,?,"['kʷ', 'a', 'w', 'e.a']"
Araona-weave-1,,Araona,weave,cuai,cuai,kʷ a i,None,Pitman1981,2821,,,,None,3148,kʷ a - i,?,"['kʷ', 'a', 'i']"
Araona-mother-1,,Araona,mother,cuala,cuala,kʷ a l a,None,Pitman1981,5148,,,,None,7344,kʷ a l a,?,"['kʷ', 'a', 'l', 'a']"
Araona-look-1,,Araona,look,cuasi,cuasi,kʷ a s i,None,Pitman1981,4895,,,,None,6829,kʷ a s i,?,"['kʷ', 'a', 's', 'i']"
Araona-fire-1,,Araona,fire,cuati,cuati,kʷ a + t i,None,Pitman1981,2126,,,,None,240 238,kʷ a + t i - -,fire kwati,"['kʷ', 'a', '+', 't', 'i']"
Araona-firewood-1,,Araona,firewood,cuati,cuati,kʷ a + t i,None,Pitman1981,2126,,,,None,240 238,kʷ a + t i - -,fire kwati,"['kʷ', 'a', '+', 't', 'i']"
Araona-mouth-1,,Araona,mouth,cuatsa,cuatsa,kʷ a + ts a,None,Pitman1981,5144,,,,None,733 559,kʷ a + ts a,go mouth,"['kʷ', 'a', '+', 'ts', 'a']"
Araona-lip-1,,Araona,lip,cuecue,cuecue,kʷ e + kʷ e,None,Pitman1981,5042,,,,None,710 710,kʷ e + kʷ e,head? head?,"['kʷ', 'e', '+', 'kʷ', 'e']"
Araona-spit-1,,Araona,spit,cuedi,cuedi,kʷ e d i,None,Pitman1981,535,,,,None,1162,kʷ e d i,?,"['kʷ', 'e', 'd', 'i']"
Araona-beard-1,,Araona,beard,cuesa,cuesa,kʷ e + s a,None,Pitman1981,5030,,,,None,710 1163,kʷ e + s a ( - - ) -,mouth_prefix bone,"['kʷ', 'e', '+', 's', 'a']"
Araona-wrinkled-1,,Araona,wrinkled,cuibi,cuibi,kʷ i + b i,None,Pitman1981,995,,,,None,12997 735,kʷ i + b i ( - ),head? mouth,"['kʷ', 'i', '+', 'b', 'i']"
Araona-body-1,,Araona,body,cuicha,cuicha,kʷ i tʃ a,None,Pitman1981,404,,,,None,1121,kʷ i tʃ a,body,"['kʷ', 'i', 'tʃ', 'a']"
Araona-rub-1,,Araona,rub,cuiji,cuiji,kʷ i h i,None,Pitman1981,5837,,,,None,9315,kʷ i h i,?,"['kʷ', 'i', 'h', 'i']"
Araona-how-1,,Araona,how,cuipa,cuipa,kʷ i p a,None,Pitman1981,3816,,,,None,4108,kʷ i p a,?,"['kʷ', 'i', 'p', 'a']"
Araona-hornanatomy-1,,Araona,hornanatomy,dana,dana,d a n a,None,Pitman1981,4518,,,,None,5781,( - - ) d a n a,?,"['d', 'a', 'n', 'a']"
Araona-turtle-1,,Araona,turtle,dati,dati,d a t i,None,Pitman1981,1342,,,,None,1579,d a t i,clothes,"['d', 'a', 't', 'i']"
Araona-scrape-1,,Araona,scrape,dede,dede,d e d e,None,Pitman1981,5838,,,,None,9316,d e d e,?,"['d', 'e', 'd', 'e']"
Araona-eat-1,,Araona,eat,di,di,d i,None,Pitman1981,3014,,,,None,3338,d i ( - ),?,"['d', 'i']"
Araona-shut-1,,Araona,shut,dilo,dilo,d i l o,None,Pitman1981,2189,,,,None,2471,d i l o,shut,"['d', 'i', 'l', 'o']"
Araona-cover-1,,Araona,cover,dilo,dilo,d i l o,None,Pitman1981,2189,,,,None,2471,d i l o,shut,"['d', 'i', 'l', 'o']"
Araona-bring-1,,Araona,bring,dobea,dobea,d o b e a,None,Pitman1981,1181,,,,None,1412,d o b e a,?,"['d', 'o', 'b', 'e', 'a']"
Araona-brain-1,,Araona,brain,doboso,doboso,d o b o s o,None,Pitman1981,5423,,,,None,811,d o b o s o,?,"['d', 'o', 'b', 'o', 's', 'o']"
Araona-deer-1,,Araona,deer,docuei,docuei,d o kʷ e i,None,Pitman1981,4125,,,,None,472,d o kʷ e - i,?,"['d', 'o', 'kʷ', 'e', 'i']"
Araona-oldersister-1,,Araona,oldersister,dodo,dodo,d o d o,None,Pitman1981,3447,,,,None,374,d o d o,?,"['d', 'o', 'd', 'o']"
Araona-grind-1,,Araona,grind,dodo,dodo,d o d o,None,Pitman1981,2776,,,,None,3115,d o d o ( - - ),?,"['d', 'o', 'd', 'o']"
Araona-relatives-1,,Araona,relatives,doémetse,doémetse,d o é/e + m e ts e,None,Pitman1981,5709,,,,None,8930 8928,d o é/e + m e ts e,?,"['d', 'o', 'é/e', '+', 'm', 'e', 'ts', 'e']"
Araona-shitdefecate-1,,Araona,shitdefecate,domi,domi,d o m i,None,Pitman1981,6053,,,,None,9798,d o m i,?,"['d', 'o', 'm', 'i']"
Araona-lift-1,,Araona,lift,dotsoa,dotsoa,d o + ts o a,None,Pitman1981,1412,,,,None,1650 5107,d o + ts o - a,go_up,"['d', 'o', '+', 'ts', 'o', 'a']"
Araona-knee-1,,Araona,knee,eadai,eadai,e a + d a + i,None,Pitman1981,4665,,,,None,6188 992 206,e a + d a - + i,? knee ?,"['e', 'a', '+', 'd', 'a', '+', 'i']"
Araona-wife-1,,Araona,wife,eahue,eahue,a w e,None,Pitman1981,4584,,,,None,5940,- a w e -,marry,"['a', 'w', 'e']"
Araona-husband-1,,Araona,husband,eahue,eahue,a w e,None,Pitman1981,4584,,,,None,5940,- a w e -,marry,"['a', 'w', 'e']"
Araona-meat-1,,Araona,meat,eami,eami,a m i,None,Pitman1981,75,,,,None,1031,- a m i ( - ),blood,"['a', 'm', 'i']"
Araona-tongue-1,,Araona,tongue,eána,eána,!á/a n a,None,Pitman1981,4738,,,,None,645,( - ) - !á/a n a,mouth,"['!á/a', 'n', 'a']"
Araona-chair-1,,Araona,chair,eaniji,eaniji,a n i + h i,None,Pitman1981,1509,,,,None,1762 3418,a n i + h i,sit ?,"['a', 'n', 'i', '+', 'h', 'i']"
Araona-arm-1,,Araona,arm,ebai,ebai,b a i,None,Pitman1981,998,,,,None,130,b a - i,arm,"['b', 'a', 'i']"
Araona-face-1,,Araona,face,ebo,ebo,b o,None,Pitman1981,4984,,,,None,704,b o ( - - ),head/face,"['b', 'o']"
Araona-person-1,,Araona,person,ecuicha,ecuicha,kʷ i tʃ a,None,Pitman1981,404,,,,None,1121,kʷ i tʃ a,body,"['kʷ', 'i', 'tʃ', 'a']"
Araona-youngersister-1,,Araona,youngersister,édoe,édoe,!é/e d o e,None,Pitman1981,1893,,,,None,2167,- !é/e d o e,?,"['!é/e', 'd', 'o', 'e']"
Araona-nose-1,,Araona,nose,ehui,ehui,w i,None,Pitman1981,3199,,,,None,3533,w i,nose_prefix,"['w', 'i']"
Araona-feather-1,,Araona,feather,eiña,eiña,i ɲ a,None,Pitman1981,111,,,,None,1044,( - ) i ɲ a,hair,"['i', 'ɲ', 'a']"
Araona-forest-1,,Araona,forest,eiye,eiye,i j e,None,Pitman1981,4112,,,,None,4674,- i j e,?,"['i', 'j', 'e']"
Araona-ear-1,,Araona,ear,eizaja,eizaja,i ɽ a h a,None,Pitman1981,2961,,,,None,3284,i ɽ a h a,ear,"['i', 'ɽ', 'a', 'h', 'a']"
Araona-egg-1,,Araona,egg,eja,eja,h a,None,Pitman1981,3046,,,,None,3369,h a,_:bp-round/small,"['h', 'a']"
Araona-testicles-1,,Araona,testicles,eja,eja,h a,None,Pitman1981,3046,,,,None,3369,h a,_:bp-round/small,"['h', 'a']"
Araona-i-1,,Araona,i,ema,ema,m a,None,Pitman1981,1383,,,,None,1618,m a,1sg,"['m', 'a']"
Araona-hand-1,,Araona,hand,eme,eme,m e,None,Pitman1981,5895,,,,None,948,m e,hand_prefix,"['m', 'e']"
Araona-trappitfall-1,,Araona,trappitfall,"emecuasa, tojo",emecuasa,m e kʷ a s a,None,Pitman1981,629,,,,None,11938,m e kʷ a s a,?,"['m', 'e', 'kʷ', 'a', 's', 'a']"
Araona-trappitfall-2,,Araona,trappitfall,"emecuasa, tojo",tojo,t o h o,None,Pitman1981,632,,,,None,11942,t o h o,?,"['t', 'o', 'h', 'o']"
Araona-inside-1,,Araona,inside,emeo,emeo,m e o,None,Pitman1981,3187,,,,None,3516,m e - o,?,"['m', 'e', 'o']"
Araona-chest-1,,Araona,chest,emi,emi,m i,None,Pitman1981,2370,,,,None,2669,- - m i,?,"['m', 'i']"
Araona-water-1,,Araona,water,ena,ena,n a,None,Pitman1981,2210,,,,None,25,- - - n a ( - ),water,"['n', 'a']"
Araona-open-1,,Araona,open,eotata,eotata,e o t a t a,None,Pitman1981,5425,,,,None,8112,e o t a t a,?,"['e', 'o', 't', 'a', 't', 'a']"
Araona-stomach-1,,Araona,stomach,ese,ese,s e,None,Pitman1981,5179,,,,None,743,s e ( - ),stomach,"['s', 'e']"
Araona-worm-1,,Araona,worm,esho,esho,ʃ o,None,Pitman1981,973,,,,None,12940,ʃ o - -,?,"['ʃ', 'o']"
Araona-head-1,,Araona,head,eshoa,eshoa,ʃ o a,None,Pitman1981,4919,,,,None,685,ʃ o a,head,"['ʃ', 'o', 'a']"
Araona-first-1,,Araona,first,eshoi,eshoi,ʃ o i,None,Pitman1981,3916,,,,None,4227,ʃ o i,?,"['ʃ', 'o', 'i']"
Araona-oldman-1,,Araona,oldman,"esi, poísa",esi,s i,None,Pitman1981,5348,,,,None,7918,s i - -,old,"['s', 'i']"
Araona-oldman-2,,Araona,oldman,"esi, poísa",poísa,p o i s a,None,Pitman1981,3693,,,,None,398,p o i s a,old,"['p', 'o', 'i', 's', 'a']"
Araona-leg-1,,Araona,leg,"eta, ebai",eta,t a,None,Pitman1981,6064,,,,None,981,t a,foot,"['t', 'a']"
Araona-leg-2,,Araona,leg,"eta, ebai",ebai,b a i,None,Pitman1981,998,,,,None,130,b a - i,arm,"['b', 'a', 'i']"
Araona-house-1,,Araona,house,etae,etae,t a e,None,Pitman1981,4537,,,,None,5834,t a - e,?,"['t', 'a', 'e']"
Araona-penis-1,,Araona,penis,eti,eti,t i,None,Pitman1981,3670,,,,None,3962,t i,penis,"['t', 'i']"
Araona-eye-1,,Araona,eye,etoa,etoa,t o a,None,Pitman1981,3268,,,,None,3575,( - ) t o ( - ) a,eye,"['t', 'o', 'a']"
Araona-flower-1,,Araona,flower,etsa,etsa,ts a,None,Pitman1981,4024,,,,None,4402,ts a,flower,"['ts', 'a']"
Araona-tooth-1,,Araona,tooth,etse,etse,ts e,None,Pitman1981,4759,,,,None,651,ts e,?,"['ts', 'e']"
Araona-evening-1,,Araona,evening,etsiahue,etsiahue,ts i a w e,None,Pitman1981,3189,,,,None,3518,ts i a w e,?,"['ts', 'i', 'a', 'w', 'e']"
Araona-bone-1,,Araona,bone,etsoa,etsoa,ts o a,None,Pitman1981,536,,,,None,1163,ts o ( - - ) a,?,"['ts', 'o', 'a']"
Araona-baby-1,,Araona,baby,ezoe,ezoe,ɽ o e,None,Pitman1981,3287,,,,None,359,ɽ o e,?,"['ɽ', 'o', 'e']"
Araona-frog-1,,Araona,frog,huahua,huahua,w a w a,None,Pitman1981,4353,,,,None,527,w a w a,?,"['w', 'a', 'w', 'a']"
Araona-honey-1,,Araona,honey,huaja,huaja,w a h a,None,Pitman1981,4218,,,,None,494,( - - ) w a h a ( - - - ),bee,"['w', 'a', 'h', 'a']"
Araona-ripe-1,,Araona,ripe,hualala,hualala,w a l a l a,None,Pitman1981,5752,,,,None,9088,w a l a l a,?,"['w', 'a', 'l', 'a', 'l', 'a']"
Araona-rainbow-1,,Araona,rainbow,hualibao,hualibao,w a l i b a o,None,Pitman1981,5673,,,,None,8842,w a l i b a o,?,"['w', 'a', 'l', 'i', 'b', 'a', 'o']"
Araona-chicken-1,,Araona,chicken,hualipa,hualipa,w a l i p a,None,Pitman1981,3955,,,,None,4266,w a - - l i p a,?,"['w', 'a', 'l', 'i', 'p', 'a']"
Araona-mix-1,,Araona,mix,hualohualo,hualohualo,w a l o + w a l o,None,Pitman1981,5111,,,,None,7248 7248,w a l o + w a l o,?,"['w', 'a', 'l', 'o', '+', 'w', 'a', 'l', 'o']"
Araona-roof-1,,Araona,roof,huana,huana,w a n a,None,Pitman1981,5801,,,,None,9163,w a n a,?,"['w', 'a', 'n', 'a']"
Araona-put-1,,Araona,put,huanabotea,huanabotea,w a n a + b o t e a,None,Pitman1981,5656,,,,None,8778 2332,w a n a ( - ) + b o t e a,?,"['w', 'a', 'n', 'a', '+', 'b', 'o', 't', 'e', 'a']"
Araona-swim-1,,Araona,swim,huaoti,huaoti,w a o + t i,None,Pitman1981,412,,,,None,11247 1204,w a o + t i,_:verbal,"['w', 'a', 'o', '+', 't', 'i']"
Araona-cotton-1,,Araona,cotton,huapeje,huapeje,w a p e h e,None,Pitman1981,2145,,,,None,2420,w a p e h e,?,"['w', 'a', 'p', 'e', 'h', 'e']"
Araona-foot-1,,Araona,foot,huatsi,huatsi,w a + ts i,None,Pitman1981,1123,,,,None,135 990,w a + ts i ( - ),foot heel,"['w', 'a', '+', 'ts', 'i']"
Araona-finish-1,,Araona,finish,huei,huei,w e i,None,Pitman1981,3847,,,,None,4144,w e i,?,"['w', 'e', 'i']"
Araona-fanaction-1,,Araona,fanaction,hueje,hueje,w e h e,None,Pitman1981,3037,,,,None,3360,w e h e ( - - - - - ),?,"['w', 'e', 'h', 'e']"
Araona-flyinsect-1,,Araona,flyinsect,huelehuelei,huelehuelei,w e l e + w e l e + i,None,Pitman1981,6112,,,,None,99 99 101,w e l e + w e l e + i,ESP_vuele? ESP_vuele? ?,"['w', 'e', 'l', 'e', '+', 'w', 'e', 'l', 'e', '+', 'i']"
Araona-tomorrow-1,,Araona,tomorrow,hueno,hueno,w e n o,None,Pitman1981,590,,,,None,11789,w e n o,?,"['w', 'e', 'n', 'o']"
Araona-lightignite-1,,Araona,lightignite,hueta,hueta,w e t a,None,Pitman1981,4796,,,,None,6611,w e t a,?,"['w', 'e', 't', 'a']"
Araona-goout-1,,Araona,goout,huetiana,huetiana,w e t i a n a,None,Pitman1981,1839,,,,None,2109,w e t i a n a,?,"['w', 'e', 't', 'i', 'a', 'n', 'a']"
Araona-yesterday-1,,Araona,yesterday,huetseiñeo,huetseiñeo,w e ts e i ɲ e o,None,Pitman1981,1051,,,,None,13133,w e ts e i ɲ e o,?,"['w', 'e', 'ts', 'e', 'i', 'ɲ', 'e', 'o']"
Araona-piss-1,,Araona,piss,hui,hui,w i,None,Pitman1981,5554,,,,None,8505,w i - -,?,"['w', 'i']"
Araona-whistle-1,,Araona,whistle,hui,hui,w i,None,Pitman1981,3199,,,,None,3533,w i,nose_prefix,"['w', 'i']"
Araona-nasalmucussnot-1,,Araona,nasalmucussnot,huizi,huizi,w i + ɽ i,None,Pitman1981,3202,,,,None,3533 3534,w i + ɽ i,nose_prefix mucus,"['w', 'i', '+', 'ɽ', 'i']"
Araona-blowofwind-1,,Araona,blowofwind,huo,huo,w o,None,Pitman1981,197,,,,None,1067,w o - - ( - - - - - - - ),?,"['w', 'o']"
Araona-forget-1,,Araona,forget,iboeta,iboeta,i b o e t a,None,Pitman1981,3790,,,,None,4075,i b o e t a,?,"['i', 'b', 'o', 'e', 't', 'a']"
Araona-choose-1,,Araona,choose,idyada,idyada,i dʲ a d a,None,Pitman1981,2308,,,,None,260,i dʲ a d a,?,"['i', 'dʲ', 'a', 'd', 'a']"
Araona-call-1,,Araona,call,ihua,ihua,i w a,None,Pitman1981,1381,,,,None,1614,i w a,?,"['i', 'w', 'a']"
Araona-send-1,,Araona,send,ilo,ilo,i l o,None,Pitman1981,5974,,,,None,9574,i l o,?,"['i', 'l', 'o']"
Araona-louse-1,,Araona,louse,iñacua,iñacua,i ɲ a kʷ a,None,Pitman1981,4932,,,,None,6880,i ɲ a kʷ a,?,"['i', 'ɲ', 'a', 'kʷ', 'a']"
Araona-kill-1,,Araona,kill,ishe,ishe,i ʃ e,None,Pitman1981,1047,,,,None,1311,i ʃ e,?,"['i', 'ʃ', 'e']"
Araona-touch-1,,Araona,touch,itsoba,itsoba,i ts o b a,None,Pitman1981,3380,,,,None,3673,i ts o b a,?,"['i', 'ts', 'o', 'b', 'a']"
Araona-deaf-1,,Araona,deaf,izatobo,izatobo,i ɽ a + t o b o,None,Pitman1981,2516,,,,None,2816 799,i ɽ a + t o b o,?,"['i', 'ɽ', 'a', '+', 't', 'o', 'b', 'o']"
Araona-wakeup-1,,Araona,wakeup,ize,ize,i ɽ e,None,Pitman1981,758,,,,None,12320,i ɽ e,wake,"['i', 'ɽ', 'e']"
